Generation, BPA-R, BPA-S, BPA-T, BPA-P, WPA-R, WPA-S, WPA-T, WPA-P, AA-R, AA-S, AA-T, AA-P
1400,0.228662, 0.073648, 0.030041, 0.008676,0.541949, 0.995106, 0.727340, 0.920521,0.402847,0.316516,0.179235,0.161951
1450,0.670025, 0.213562, 0.002264, 0.005104,0.832457, 0.975718, 0.157169, 0.496670,0.434671,0.336034,0.192068,0.165262
1500,0.670025, 0.213562, 0.002264, 0.005104,0.951451, 0.793505, 0.780751, 0.633762,0.434834,0.304041,0.179178,0.188216
1550,0.670025, 0.213562, 0.002264, 0.005104,0.799274, 0.910414, 0.942405, 0.473044,0.403939,0.322289,0.163319,0.137736
1600,0.549419, 0.485300, 0.006443, 0.011847,0.391286, 0.998889, 0.866999, 0.474533,0.423135,0.341332,0.170928,0.170029
1650,0.294698, 0.259365, 0.004181, 0.013590,0.579093, 0.998116, 0.780177, 0.194003,0.405731,0.336770,0.188994,0.137949
1700,0.670025, 0.213562, 0.002264, 0.005104,0.713351, 0.995566, 0.836891, 0.784486,0.403220,0.343694,0.164431,0.177157
1750,0.068094, 0.157037, 0.026615, 0.005090,0.900039, 0.999784, 0.599709, 0.583031,0.403783,0.350834,0.178532,0.163965
1800,0.068094, 0.157037, 0.026615, 0.005090,0.780626, 0.910499, 0.177668, 0.891659,0.397020,0.322597,0.164732,0.150866
1850,0.670025, 0.213562, 0.002264, 0.005104,0.847230, 0.958517, 0.433733, 0.531303,0.401791,0.350777,0.183096,0.146611
1900,0.172616, 0.241303, 0.033486, 0.009245,0.515648, 0.986118, 0.596982, 0.526671,0.403359,0.330298,0.180843,0.169637
1950,0.532756, 0.092404, 0.025850, 0.005969,0.335662, 0.957067, 0.020759, 0.853365,0.403618,0.323383,0.159739,0.175088
2000,0.670025, 0.213562, 0.002264, 0.005104,0.694427, 0.929299, 0.682011, 0.749160,0.382593,0.343220,0.156513,0.164928
2050,0.144101, 0.347048, 0.031168, 0.003291,0.896971, 0.988749, 0.109008, 0.825415,0.410228,0.349685,0.188842,0.167667
2100,0.670025, 0.213562, 0.002264, 0.005104,0.692402, 0.998707, 0.860980, 0.574033,0.385575,0.331852,0.186900,0.175305
2150,0.068094, 0.157037, 0.026615, 0.005090,0.818267, 0.947382, 0.703406, 0.929077,0.402125,0.347061,0.194861,0.153892
2200,0.670025, 0.213562, 0.002264, 0.005104,0.475293, 0.975986, 0.978816, 0.467102,0.431501,0.338759,0.171207,0.145016
2250,0.670025, 0.213562, 0.002264, 0.005104,0.961237, 0.941748, 0.269866, 0.582048,0.410306,0.331793,0.174754,0.180351
2300,0.670025, 0.213562, 0.002264, 0.005104,0.990178, 0.919388, 0.576483, 0.882307,0.413970,0.336963,0.174651,0.157175
2350,0.144101, 0.347048, 0.031168, 0.003291,0.964282, 0.994395, 0.880255, 0.933808,0.409943,0.340910,0.182524,0.171908
2400,0.670025, 0.213562, 0.002264, 0.005104,0.714469, 0.965049, 0.926589, 0.835517,0.418480,0.326976,0.166578,0.180124
2450,0.068094, 0.157037, 0.026615, 0.005090,0.946865, 0.815473, 0.304903, 0.965401,0.397434,0.319630,0.168258,0.152805
2500,0.662361, 0.446190, 0.004065, 0.011430,0.696771, 0.989672, 0.834416, 0.882006,0.417653,0.329921,0.177056,0.149314
2550,0.282999, 0.332831, 0.030011, 0.002522,0.653889, 0.923410, 0.268551, 0.895595,0.434922,0.316550,0.142295,0.147469
2600,0.532756, 0.092404, 0.025850, 0.005969,0.671306, 0.964815, 0.679664, 0.836902,0.424815,0.348753,0.163990,0.163496
2650,0.670025, 0.213562, 0.002264, 0.005104,0.533110, 0.929044, 0.801155, 0.863482,0.406942,0.342658,0.163771,0.158507
2700,0.041297, 0.285215, 0.036762, 0.003287,0.881633, 0.890645, 0.649123, 0.989952,0.407346,0.337891,0.163387,0.140025
2750,0.555561, 0.023697, 0.030226, 0.011947,0.921378, 0.920848, 0.703076, 0.634583,0.404766,0.326878,0.197319,0.156359
2800,0.670025, 0.213562, 0.002264, 0.005104,0.431948, 0.996168, 0.707045, 0.534619,0.397773,0.346876,0.163635,0.163120
2850,0.669032, 0.244430, 0.010933, 0.004206,0.464783, 0.918532, 0.842464, 0.969150,0.414304,0.338796,0.157523,0.171581
2900,0.294698, 0.259365, 0.004181, 0.013590,0.024482, 0.985444, 0.656463, 0.313906,0.437175,0.327978,0.173403,0.159371
2950,0.755056, 0.027741, 0.040099, 0.008414,0.550303, 0.867710, 0.806279, 0.370767,0.423989,0.325588,0.164991,0.153374
2999,0.670025, 0.213562, 0.002264, 0.005104,0.792045, 0.941576, 0.293727, 0.618408,0.418574,0.329484,0.184454,0.173341
