Generation, BPA-R, BPA-S, BPA-T, BPA-P, WPA-R, WPA-S, WPA-T, WPA-P, AA-R, AA-S, AA-T, AA-P
4600,0.019627, 0.088114, 0.010461, 0.005749,0.995938, 0.955406, 0.834392, 0.583853,0.352615,0.267550,0.197546,0.156034
4700,0.024714, 0.256563, 0.002429, 0.015798,0.685510, 0.983317, 0.933137, 0.627247,0.346106,0.267452,0.168965,0.157049
4800,0.024714, 0.256563, 0.002429, 0.015798,0.748791, 0.905917, 0.712842, 0.936541,0.329229,0.259593,0.177085,0.173126
4900,0.171943, 0.170173, 0.005483, 0.028384,0.968573, 0.962987, 0.491530, 0.639909,0.352981,0.274593,0.148982,0.160620
5000,0.021328, 0.048008, 0.032480, 0.004139,0.884896, 0.966502, 0.449543, 0.778275,0.332105,0.236392,0.174496,0.173904
5100,0.213068, 0.138784, 0.006075, 0.019082,0.822837, 0.988864, 0.580056, 0.420329,0.339631,0.258432,0.167405,0.181864
5200,0.115283, 0.028276, 0.013202, 0.043629,0.922867, 0.918547, 0.183087, 0.688375,0.328321,0.264741,0.167154,0.163324
5300,0.482797, 0.285241, 0.006168, 0.006793,0.991552, 0.981469, 0.130635, 0.666769,0.322191,0.270802,0.180593,0.170702
5400,0.008400, 0.056686, 0.011498, 0.010233,0.510231, 0.930826, 0.670081, 0.793980,0.342291,0.235922,0.177844,0.149761
5500,0.221892, 0.256473, 0.002366, 0.012123,0.993608, 0.998613, 0.249063, 0.394126,0.335732,0.263348,0.156050,0.165182
5600,0.003438, 0.085682, 0.045416, 0.001651,0.940090, 0.907176, 0.807297, 0.796302,0.336213,0.272465,0.193384,0.172714
5700,0.459748, 0.139790, 0.031274, 0.006810,0.995055, 0.956881, 0.882689, 0.927674,0.320335,0.226658,0.193024,0.159381
5800,0.238202, 0.148318, 0.021239, 0.004001,0.602426, 0.952857, 0.879193, 0.694230,0.345270,0.239044,0.168525,0.165554
5900,0.213068, 0.138784, 0.006075, 0.019082,0.875013, 0.901288, 0.904923, 0.928384,0.324721,0.232922,0.163548,0.177937
6000,0.497275, 0.099186, 0.015442, 0.014566,0.657468, 0.964208, 0.507994, 0.994405,0.324586,0.251790,0.162179,0.175449
6100,0.384939, 0.031228, 0.053891, 0.019800,0.708126, 0.999470, 0.533036, 0.436807,0.325615,0.238755,0.174024,0.159835
6200,0.206317, 0.200198, 0.005514, 0.006680,0.787689, 0.908180, 0.090540, 0.949020,0.334175,0.243587,0.169809,0.176569
6300,0.236315, 0.009813, 0.007545, 0.014462,0.695256, 0.922547, 0.597114, 0.923876,0.334008,0.259543,0.173971,0.158239
6400,0.024714, 0.256563, 0.002429, 0.015798,0.510656, 0.929919, 0.437239, 0.976407,0.330086,0.252632,0.173662,0.178549
6500,0.166679, 0.003076, 0.034880, 0.004713,0.728995, 0.917323, 0.258497, 0.846297,0.309333,0.249343,0.184188,0.142860
6600,0.238202, 0.148318, 0.021239, 0.004001,0.221490, 0.992107, 0.793548, 0.769677,0.298422,0.248398,0.176185,0.158878
6700,0.381130, 0.227672, 0.004230, 0.017390,0.632453, 0.900329, 0.937343, 0.846843,0.336391,0.256407,0.164363,0.158536
6800,0.019627, 0.088114, 0.010461, 0.005749,0.572372, 0.929456, 0.700168, 0.726659,0.327096,0.241954,0.171341,0.163800
6900,0.166679, 0.003076, 0.034880, 0.004713,0.979075, 0.955303, 0.289278, 0.853802,0.353299,0.251349,0.180775,0.145297
7000,0.003438, 0.085682, 0.045416, 0.001651,0.390196, 0.771940, 0.715745, 0.913439,0.329204,0.243923,0.167431,0.131118
7100,0.019627, 0.088114, 0.010461, 0.005749,0.736482, 0.881772, 0.288366, 0.880613,0.319452,0.252303,0.175162,0.154266
7200,0.400520, 0.163502, 0.001315, 0.010176,0.823087, 0.921447, 0.475820, 0.711618,0.310847,0.259305,0.169630,0.154169
7300,0.328880, 0.111013, 0.012298, 0.002241,0.970350, 0.977297, 0.918211, 0.780659,0.341094,0.246011,0.206018,0.150274
7400,0.197424, 0.105422, 0.013375, 0.012324,0.604264, 0.912998, 0.970955, 0.743049,0.325223,0.240815,0.154928,0.154082
7500,0.400520, 0.163502, 0.001315, 0.010176,0.883278, 0.939828, 0.658088, 0.956459,0.310025,0.256782,0.182609,0.138509
7600,0.031604, 0.312894, 0.021541, 0.013624,0.620895, 0.886527, 0.656596, 0.743519,0.318727,0.233908,0.162951,0.164092
7700,0.028258, 0.233223, 0.002540, 0.011686,0.916993, 0.901341, 0.465216, 0.777804,0.338211,0.249260,0.177705,0.171263
7800,0.197424, 0.105422, 0.013375, 0.012324,0.723403, 0.962529, 0.492635, 0.856666,0.320737,0.255990,0.168608,0.158982
7900,0.030206, 0.311626, 0.002994, 0.003504,0.983212, 0.979103, 0.438294, 0.601897,0.315727,0.250466,0.170442,0.194506
8000,0.147910, 0.251565, 0.012717, 0.018262,0.885157, 0.893123, 0.472099, 0.769972,0.313020,0.258416,0.158675,0.166083
8100,0.030206, 0.311626, 0.002994, 0.003504,0.876056, 0.932324, 0.918972, 0.752287,0.335720,0.253055,0.162651,0.154780
8200,0.328880, 0.111013, 0.012298, 0.002241,0.883715, 0.921419, 0.591177, 0.739491,0.304277,0.244473,0.173655,0.148584
8300,0.101441, 0.080320, 0.032829, 0.003969,0.844423, 0.965119, 0.229057, 0.775498,0.311071,0.238338,0.175942,0.158659
8400,0.166679, 0.003076, 0.034880, 0.004713,0.661485, 0.962137, 0.806024, 0.834709,0.320655,0.243197,0.182067,0.167699
8500,0.197424, 0.105422, 0.013375, 0.012324,0.983937, 0.878759, 0.855012, 0.825809,0.329957,0.253027,0.161158,0.181714
8600,0.022034, 0.218101, 0.033727, 0.002505,0.878816, 0.923890, 0.490869, 0.877736,0.295044,0.232095,0.173210,0.143585
8700,0.008400, 0.056686, 0.011498, 0.010233,0.989278, 0.984877, 0.906974, 0.560904,0.287819,0.264776,0.189557,0.166356
8800,0.450211, 0.122862, 0.001013, 0.007590,0.804349, 0.989019, 0.725351, 0.724674,0.298859,0.256724,0.165589,0.169855
8900,0.021328, 0.048008, 0.032480, 0.004139,0.549177, 0.961451, 0.731653, 0.669003,0.292929,0.244827,0.178509,0.171597
9000,0.003438, 0.085682, 0.045416, 0.001651,0.891503, 0.961665, 0.510477, 0.989993,0.303566,0.231625,0.160240,0.170372
9100,0.328880, 0.111013, 0.012298, 0.002241,0.328135, 0.948116, 0.744652, 0.786447,0.301964,0.250112,0.181881,0.136716
9200,0.399057, 0.102722, 0.011207, 0.007794,0.709204, 0.842367, 0.754777, 0.933918,0.278120,0.229853,0.147906,0.144456
9300,0.390762, 0.110921, 0.004781, 0.004698,0.764198, 0.930407, 0.316279, 0.549346,0.267004,0.242121,0.177840,0.161014
9400,0.039146, 0.267307, 0.010147, 0.009792,0.814774, 0.942968, 0.366828, 0.897247,0.324735,0.266634,0.153783,0.154600
9500,0.019627, 0.088114, 0.010461, 0.005749,0.006936, 0.991947, 0.723232, 0.647238,0.293625,0.252357,0.181489,0.159031
9600,0.151812, 0.169857, 0.003025, 0.009500,0.753280, 0.802311, 0.893168, 0.971687,0.292957,0.267110,0.169710,0.174664
9700,0.019627, 0.088114, 0.010461, 0.005749,0.290361, 0.917272, 0.720539, 0.830933,0.277613,0.278870,0.164673,0.173056
9800,0.021328, 0.048008, 0.032480, 0.004139,0.797559, 0.958626, 0.906595, 0.782755,0.293392,0.248815,0.163281,0.163317
9900,0.101441, 0.080320, 0.032829, 0.003969,0.848964, 0.866347, 0.265059, 0.974917,0.305768,0.235311,0.171513,0.170887
10000,0.236315, 0.009813, 0.007545, 0.014462,0.474742, 0.904319, 0.837532, 0.992809,0.301132,0.254287,0.173705,0.166045
10100,0.238202, 0.148318, 0.021239, 0.004001,0.257756, 0.975641, 0.283536, 0.862854,0.301438,0.245381,0.181348,0.163654
10200,0.033677, 0.213383, 0.033675, 0.008274,0.809430, 0.967862, 0.187319, 0.999973,0.312346,0.238414,0.153042,0.177814
10300,0.019627, 0.088114, 0.010461, 0.005749,0.421744, 0.982405, 0.977649, 0.711892,0.272580,0.253610,0.165965,0.178295
10400,0.051957, 0.050130, 0.013132, 0.035882,0.990667, 0.955969, 0.962201, 0.747537,0.283959,0.258742,0.170274,0.127582
10500,0.043840, 0.118727, 0.012724, 0.012054,0.447494, 0.983606, 0.908950, 0.603435,0.295604,0.240282,0.169322,0.149667
10600,0.166805, 0.141430, 0.011836, 0.007264,0.312681, 0.994851, 0.871985, 0.828562,0.278996,0.249202,0.163383,0.168250
10700,0.008400, 0.056686, 0.011498, 0.010233,0.913104, 0.966865, 0.594089, 0.514792,0.307059,0.250529,0.183906,0.166226
10800,0.161278, 0.323472, 0.001188, 0.011568,0.551636, 0.991363, 0.328867, 0.590608,0.312392,0.235847,0.164719,0.156212
10900,0.058841, 0.173996, 0.016967, 0.003764,0.459051, 0.973512, 0.722162, 0.907963,0.286634,0.236776,0.181374,0.169203
11000,0.043840, 0.118727, 0.012724, 0.012054,0.927738, 0.883039, 0.812684, 0.999000,0.305314,0.265803,0.157386,0.171936
11100,0.227102, 0.073804, 0.018255, 0.029750,0.528520, 0.933184, 0.873889, 0.929405,0.296307,0.270629,0.154525,0.175116
11200,0.019627, 0.088114, 0.010461, 0.005749,0.174878, 0.951114, 0.722851, 0.855032,0.316261,0.239882,0.165411,0.153547
11300,0.123435, 0.248765, 0.014855, 0.010843,0.950358, 0.990921, 0.413937, 0.685665,0.290037,0.253896,0.177449,0.169776
11400,0.179041, 0.170534, 0.045308, 0.004826,0.669453, 0.961410, 0.872386, 0.725029,0.297062,0.257148,0.173670,0.157944
11500,0.153576, 0.054648, 0.020632, 0.007628,0.673730, 0.999079, 0.549197, 0.596176,0.303062,0.257043,0.168759,0.151548
11600,0.036057, 0.059174, 0.017593, 0.016295,0.942381, 0.934687, 0.609732, 0.874964,0.308836,0.240216,0.175216,0.164665
11700,0.021328, 0.048008, 0.032480, 0.004139,0.774676, 0.993465, 0.698507, 0.736143,0.307552,0.242715,0.169488,0.153299
11800,0.023883, 0.001158, 0.011861, 0.016422,0.764007, 0.979403, 0.769790, 0.541793,0.307721,0.244271,0.141480,0.156881
11900,0.206317, 0.200198, 0.005514, 0.006680,0.565346, 0.988882, 0.996079, 0.638295,0.274002,0.238220,0.151650,0.166164
12000,0.101441, 0.080320, 0.032829, 0.003969,0.873054, 0.922238, 0.314028, 0.660124,0.317776,0.248114,0.171160,0.156762
12100,0.003438, 0.085682, 0.045416, 0.001651,0.441678, 0.956773, 0.934490, 0.837392,0.326140,0.264438,0.159660,0.146991
12200,0.087674, 0.115671, 0.049403, 0.001791,0.574608, 0.889909, 0.627946, 0.857905,0.296653,0.216822,0.166579,0.144154
12300,0.333843, 0.008146, 0.018099, 0.025349,0.366826, 0.973104, 0.826563, 0.760731,0.306608,0.282486,0.150866,0.168259
12400,0.021328, 0.048008, 0.032480, 0.004139,0.639333, 0.947800, 0.889122, 0.626127,0.338623,0.253820,0.174270,0.189417
12500,0.003438, 0.085682, 0.045416, 0.001651,0.907023, 0.847159, 0.717981, 0.911509,0.332652,0.252165,0.176641,0.145448
12600,0.153576, 0.054648, 0.020632, 0.007628,0.988482, 0.937878, 0.527455, 0.808289,0.321413,0.277098,0.156202,0.165947
12700,0.429789, 0.180254, 0.011485, 0.001756,0.840075, 0.991431, 0.466407, 0.753203,0.343915,0.242810,0.153265,0.160308
12800,0.203591, 0.121350, 0.004301, 0.011170,0.400980, 0.926190, 0.908163, 0.989716,0.315667,0.240541,0.187780,0.176094
12900,0.644898, 0.133619, 0.008490, 0.006301,0.871180, 0.977059, 0.446452, 0.540817,0.323331,0.246764,0.158496,0.143177
13000,0.030206, 0.311626, 0.002994, 0.003504,0.547965, 0.991091, 0.927062, 0.418848,0.327786,0.242831,0.154072,0.174111
13100,0.028258, 0.233223, 0.002540, 0.011686,0.910427, 0.956426, 0.933019, 0.475967,0.332891,0.240856,0.164052,0.156327
13200,0.473131, 0.155488, 0.008988, 0.004439,0.966701, 0.977572, 0.872719, 0.613558,0.329112,0.247718,0.184128,0.166088
13300,0.370299, 0.111965, 0.001880, 0.007144,0.224933, 0.901056, 0.833497, 0.862198,0.291003,0.232640,0.187856,0.158010
13400,0.004615, 0.240646, 0.029020, 0.006319,0.978103, 0.965484, 0.433483, 0.917300,0.314519,0.257194,0.139847,0.163619
13500,0.036057, 0.059174, 0.017593, 0.016295,0.974467, 0.943568, 0.594314, 0.554823,0.308512,0.246660,0.157959,0.173064
13600,0.373004, 0.079027, 0.022675, 0.001661,0.922659, 0.991655, 0.082769, 0.624464,0.323711,0.232497,0.157546,0.159908
13700,0.058841, 0.173996, 0.016967, 0.003764,0.709022, 0.962228, 0.955837, 0.552389,0.302020,0.228522,0.166547,0.155683
13800,0.030206, 0.311626, 0.002994, 0.003504,0.524789, 0.983415, 0.918860, 0.929713,0.329787,0.242434,0.169072,0.166386
13900,0.101441, 0.080320, 0.032829, 0.003969,0.721833, 0.942149, 0.675230, 0.467703,0.302027,0.246791,0.172724,0.149710
14000,0.021328, 0.048008, 0.032480, 0.004139,0.637526, 0.997769, 0.532663, 0.796272,0.317674,0.237662,0.180282,0.147657
14100,0.008400, 0.056686, 0.011498, 0.010233,0.846533, 0.975808, 0.757728, 0.862285,0.311106,0.260019,0.169204,0.144431
14200,0.146404, 0.041232, 0.010802, 0.013138,0.725690, 0.971388, 0.439152, 0.362778,0.304665,0.232912,0.174263,0.133394
14300,0.003438, 0.085682, 0.045416, 0.001651,0.700474, 0.992522, 0.784664, 0.522702,0.308669,0.243814,0.160650,0.171493
14400,0.023883, 0.001158, 0.011861, 0.016422,0.693985, 0.912663, 0.958551, 0.810102,0.304696,0.246956,0.158843,0.145480
14500,0.084041, 0.053164, 0.008753, 0.019751,0.975358, 0.912844, 0.875163, 0.647260,0.318635,0.227416,0.150510,0.172288
14600,0.107038, 0.051756, 0.018064, 0.018897,0.685383, 0.862896, 0.850959, 0.674618,0.302630,0.218727,0.186339,0.152028
14700,0.033677, 0.213383, 0.033675, 0.008274,0.776632, 0.997079, 0.811640, 0.817038,0.306487,0.245229,0.167173,0.153359
14800,0.065777, 0.212349, 0.028646, 0.004041,0.761141, 0.989883, 0.942122, 0.542510,0.320555,0.227410,0.179874,0.141616
14900,0.031374, 0.087404, 0.002188, 0.021194,0.738861, 0.955935, 0.841309, 0.959623,0.317471,0.242331,0.183368,0.153530
15000,0.161120, 0.161880, 0.005052, 0.020245,0.887598, 0.929265, 0.454223, 0.643792,0.307755,0.227189,0.184788,0.150957
15100,0.006311, 0.288767, 0.004600, 0.019311,0.882977, 0.919951, 0.701902, 0.642284,0.299924,0.233706,0.168850,0.163746
15200,0.019627, 0.088114, 0.010461, 0.005749,0.417148, 0.942989, 0.985630, 0.818220,0.305624,0.227158,0.179039,0.147443
15300,0.213068, 0.138784, 0.006075, 0.019082,0.774189, 0.964518, 0.275040, 0.530077,0.299494,0.227480,0.161911,0.145429
15400,0.019627, 0.088114, 0.010461, 0.005749,0.345630, 0.863349, 0.720739, 0.808650,0.293697,0.240447,0.175921,0.139695
15500,0.019627, 0.088114, 0.010461, 0.005749,0.888869, 0.982726, 0.780102, 0.454667,0.291879,0.231729,0.187631,0.144418
15600,0.024714, 0.256563, 0.002429, 0.015798,0.957132, 0.945463, 0.861202, 0.614693,0.309957,0.239946,0.164610,0.160762
15700,0.019627, 0.088114, 0.010461, 0.005749,0.438472, 0.865919, 0.828436, 0.761417,0.296713,0.236406,0.170782,0.180117
15800,0.021328, 0.048008, 0.032480, 0.004139,0.859804, 0.777061, 0.735413, 0.953086,0.294358,0.252895,0.174487,0.167970
15900,0.438328, 0.051810, 0.033027, 0.002152,0.911419, 0.987430, 0.062996, 0.919402,0.314977,0.246087,0.167000,0.165448
16000,0.019627, 0.088114, 0.010461, 0.005749,0.844483, 0.992635, 0.966125, 0.768451,0.304128,0.268475,0.156356,0.153300
16100,0.370299, 0.111965, 0.001880, 0.007144,0.995801, 0.980292, 0.289123, 0.862763,0.301766,0.235742,0.171750,0.146262
16200,0.600385, 0.012944, 0.017687, 0.005711,0.960974, 0.897813, 0.899906, 0.969230,0.310815,0.242847,0.147281,0.152793
16300,0.158759, 0.114811, 0.029673, 0.007988,0.983114, 0.997893, 0.496299, 0.482785,0.317489,0.234424,0.175253,0.180827
16400,0.207004, 0.247256, 0.020059, 0.003040,0.819132, 0.900572, 0.735682, 0.866530,0.301431,0.215765,0.176901,0.145222
16500,0.008400, 0.056686, 0.011498, 0.010233,0.816052, 0.851972, 0.951361, 0.760328,0.309003,0.239523,0.166075,0.145338
16600,0.036057, 0.059174, 0.017593, 0.016295,0.987368, 0.972718, 0.291259, 0.514913,0.306508,0.261855,0.171426,0.131358
16700,0.373004, 0.079027, 0.022675, 0.001661,0.597417, 0.919522, 0.793464, 0.936376,0.304303,0.216241,0.167673,0.147206
16800,0.036057, 0.059174, 0.017593, 0.016295,0.577149, 0.980512, 0.783369, 0.778818,0.324121,0.234937,0.190584,0.163759
16900,0.105354, 0.082594, 0.003120, 0.011357,0.872161, 0.717003, 0.630437, 0.916180,0.306497,0.241389,0.170364,0.170132
17000,0.199800, 0.052529, 0.047246, 0.005229,0.507506, 0.941435, 0.769648, 0.589087,0.316879,0.245649,0.201796,0.144181
17100,0.166805, 0.141430, 0.011836, 0.007264,0.919535, 0.952983, 0.931244, 0.823128,0.318413,0.231766,0.163189,0.167055
17200,0.105354, 0.082594, 0.003120, 0.011357,0.798176, 0.952493, 0.923083, 0.618237,0.309399,0.248969,0.190124,0.179998
17300,0.105354, 0.082594, 0.003120, 0.011357,0.972452, 0.944847, 0.409832, 0.825723,0.303877,0.239954,0.155415,0.165676
17400,0.206317, 0.200198, 0.005514, 0.006680,0.955779, 0.862725, 0.783073, 0.858625,0.307000,0.231494,0.165465,0.164617
17500,0.105354, 0.082594, 0.003120, 0.011357,0.320305, 0.990097, 0.814693, 0.983948,0.301765,0.247732,0.182718,0.176179
17600,0.023883, 0.001158, 0.011861, 0.016422,0.439370, 0.986782, 0.747924, 0.961569,0.308394,0.225006,0.164327,0.159643
17700,0.107038, 0.051756, 0.018064, 0.018897,0.934717, 0.907681, 0.852189, 0.799034,0.325968,0.217158,0.159817,0.192572
17800,0.023883, 0.001158, 0.011861, 0.016422,0.593519, 0.974693, 0.932685, 0.761153,0.317335,0.232236,0.173011,0.157784
17900,0.192432, 0.093235, 0.026652, 0.006083,0.740436, 0.981010, 0.502709, 0.373406,0.325274,0.233861,0.165245,0.136940
18000,0.206317, 0.200198, 0.005514, 0.006680,0.440830, 0.977060, 0.547196, 0.836884,0.309213,0.231888,0.160094,0.184293
18100,0.377560, 0.120808, 0.045541, 0.003739,0.746104, 0.973130, 0.989733, 0.461489,0.302662,0.214683,0.166324,0.167503
18200,0.021328, 0.048008, 0.032480, 0.004139,0.901381, 0.993482, 0.657409, 0.457070,0.311484,0.240565,0.148116,0.176299
18300,0.390762, 0.110921, 0.004781, 0.004698,0.439963, 0.992645, 0.677038, 0.972858,0.304166,0.242757,0.161892,0.170102
18400,0.213068, 0.138784, 0.006075, 0.019082,0.968894, 0.974583, 0.011819, 0.827548,0.316481,0.228101,0.173977,0.163571
18500,0.166679, 0.003076, 0.034880, 0.004713,0.553340, 0.999886, 0.987402, 0.782041,0.315094,0.239212,0.164908,0.150870
18600,0.187251, 0.115931, 0.042446, 0.001731,0.503210, 0.924375, 0.951051, 0.677315,0.317017,0.224317,0.147094,0.155566
18700,0.328880, 0.111013, 0.012298, 0.002241,0.751326, 0.975601, 0.729471, 0.479278,0.292153,0.219084,0.164799,0.162898
18800,0.192432, 0.093235, 0.026652, 0.006083,0.805962, 0.998612, 0.914937, 0.978204,0.324919,0.219846,0.176160,0.158094
18900,0.187251, 0.115931, 0.042446, 0.001731,0.884969, 0.931697, 0.329385, 0.732862,0.294910,0.223272,0.161907,0.167526
19000,0.140390, 0.013783, 0.040101, 0.008039,0.710053, 0.902944, 0.518516, 0.864015,0.306839,0.236693,0.155654,0.169773
19100,0.095417, 0.177186, 0.020887, 0.001735,0.404799, 0.942127, 0.753484, 0.816916,0.299201,0.240255,0.147630,0.141252
19200,0.146404, 0.041232, 0.010802, 0.013138,0.785361, 0.959791, 0.975758, 0.948232,0.309570,0.213333,0.168429,0.160470
19300,0.105354, 0.082594, 0.003120, 0.011357,0.872811, 0.987364, 0.987674, 0.459430,0.301402,0.235783,0.162591,0.153401
19400,0.151812, 0.169857, 0.003025, 0.009500,0.963340, 0.999315, 0.708175, 0.730192,0.315574,0.221292,0.169148,0.156241
19500,0.058841, 0.173996, 0.016967, 0.003764,0.649457, 0.986921, 0.874405, 0.627158,0.306761,0.249892,0.178747,0.152374
19600,0.030206, 0.311626, 0.002994, 0.003504,0.948146, 0.980874, 0.222133, 0.865134,0.318447,0.250299,0.172278,0.148725
19700,0.064287, 0.002157, 0.011349, 0.026774,0.734258, 0.894294, 0.972890, 0.960504,0.314038,0.245427,0.170346,0.151164
19800,0.153576, 0.054648, 0.020632, 0.007628,0.577309, 0.943213, 0.718209, 0.976564,0.309764,0.225098,0.189665,0.138844
19900,0.370299, 0.111965, 0.001880, 0.007144,0.728542, 0.942238, 0.594233, 0.446698,0.289605,0.227156,0.166696,0.158549
