Generation, BPA-R, BPA-S, BPA-T, BPA-P, SD-R, SD-S, SD-T, SD-P, AA-R, AA-S, AA-T, AA-P, ABPA-R, ABPA-S, ABPA-T, ABPA-P, Total Score
1,0.009313, 0.343058, 0.022916, 0.086992,0.379722,0.302217,0.390330,0.388859,0.521916,0.368876,0.362075,0.470302,0.517614,0.238603,0.563352,0.339299,120522
501,0.161671, 0.002000, 0.046905, 0.002000,0.089168,0.076192,0.057065,0.015780,0.128996,0.095210,0.044836,0.007859,0.061115,0.106846,0.029153,0.002000,28772607
1001,0.055034, 0.107676, 0.002000, 0.002000,0.089119,0.050434,0.076262,0.023421,0.112561,0.061767,0.064820,0.012611,0.110516,0.085360,0.084140,0.002000,28433818
1501,0.033012, 0.209570, 0.109233, 0.002000,0.091194,0.077493,0.062663,0.017292,0.123397,0.085949,0.080062,0.007182,0.106829,0.132070,0.078999,0.028426,28469728
2001,0.079594, 0.050799, 0.075737, 0.002000,0.086550,0.049497,0.058866,0.022874,0.101228,0.050699,0.048120,0.012688,0.089806,0.035395,0.042804,0.002000,28467547
2501,0.337750, 0.064175, 0.037603, 0.002000,0.081612,0.079235,0.054752,0.021224,0.079891,0.106674,0.052362,0.011454,0.159653,0.120092,0.079131,0.002000,28463227
3001,0.025870, 0.007440, 0.117670, 0.002000,0.070708,0.066560,0.102220,0.020006,0.084191,0.094327,0.135783,0.008005,0.063503,0.107378,0.176205,0.028826,28465006
3501,0.183451, 0.212982, 0.002138, 0.002000,0.075163,0.086833,0.054849,0.025068,0.138193,0.162978,0.053124,0.013050,0.188857,0.100860,0.056645,0.026918,28507625
4001,0.104565, 0.002000, 0.082981, 0.002000,0.080205,0.052164,0.057433,0.034997,0.085901,0.051388,0.065226,0.023315,0.067154,0.056105,0.028994,0.055393,28538583
4501,0.065943, 0.029376, 0.057888, 0.004609,0.072013,0.047078,0.058130,0.030724,0.097261,0.034669,0.073686,0.015926,0.084182,0.013611,0.074051,0.002870,28422716
5001,0.140090, 0.068706, 0.071171, 0.002000,0.049091,0.073656,0.050945,0.026149,0.060564,0.077323,0.068889,0.017210,0.089657,0.072456,0.047768,0.004616,28442094
5501,0.257381, 0.005749, 0.002000, 0.002000,0.081606,0.067023,0.081463,0.027583,0.095610,0.052082,0.125656,0.019638,0.136567,0.071581,0.060020,0.002000,28436223
6001,0.002000, 0.094673, 0.002000, 0.074300,0.087067,0.063343,0.050237,0.023663,0.089955,0.084508,0.045759,0.014940,0.029512,0.055866,0.062734,0.043917,28428816
6501,0.093394, 0.002000, 0.176735, 0.002000,0.081210,0.061878,0.077540,0.028118,0.144106,0.056020,0.092118,0.015648,0.131431,0.103090,0.121492,0.002000,28409352
7001,0.002000, 0.002000, 0.007952, 0.002000,0.063338,0.055328,0.061637,0.016697,0.089654,0.050928,0.055692,0.008442,0.047845,0.008409,0.112681,0.002000,28402024
7501,0.252253, 0.058021, 0.002000, 0.004240,0.078605,0.067506,0.051709,0.030421,0.072132,0.058024,0.048191,0.020519,0.121648,0.072113,0.019099,0.030969,28451618
8001,0.002000, 0.141247, 0.002000, 0.002000,0.079489,0.059263,0.081689,0.014451,0.078182,0.083838,0.083571,0.007244,0.060853,0.120983,0.171001,0.002000,28500182
8501,0.108583, 0.166487, 0.007996, 0.007849,0.059198,0.056804,0.071481,0.027097,0.074321,0.074125,0.092620,0.014731,0.057802,0.125006,0.049308,0.031744,28485279
9001,0.011535, 0.092620, 0.068275, 0.012284,0.081589,0.083532,0.051650,0.028842,0.079146,0.087531,0.059019,0.015977,0.048303,0.070574,0.062949,0.029959,28391249
9501,0.002000, 0.036504, 0.002000, 0.002000,0.077259,0.085113,0.066583,0.022334,0.093570,0.091164,0.091319,0.012304,0.040354,0.029498,0.093732,0.002000,28412287
10001,0.153197, 0.127908, 0.002000, 0.087358,0.102839,0.062336,0.077359,0.033013,0.146316,0.067231,0.074154,0.019518,0.162923,0.048557,0.010292,0.035233,28520488
10501,0.222593, 0.002000, 0.061711, 0.002000,0.081263,0.054983,0.079387,0.034106,0.083819,0.062394,0.073197,0.021942,0.165105,0.029039,0.078696,0.029603,28443473
11001,0.024793, 0.043753, 0.096719, 0.002000,0.073481,0.068047,0.094498,0.018893,0.074186,0.060823,0.095341,0.009278,0.033782,0.042297,0.052795,0.002000,28411831
11501,0.002000, 0.148142, 0.158122, 0.002000,0.071792,0.075279,0.055731,0.028692,0.101947,0.105000,0.065273,0.018030,0.057085,0.126896,0.105032,0.002000,28393732
12001,0.134813, 0.002000, 0.130052, 0.014771,0.066759,0.060042,0.073343,0.014388,0.129156,0.048806,0.097382,0.008660,0.090676,0.082798,0.109941,0.017245,28422746
12501,0.002000, 0.099328, 0.076729, 0.002000,0.061509,0.064505,0.070479,0.028477,0.087558,0.066163,0.051886,0.016746,0.015725,0.061475,0.026910,0.002000,28423960
13001,0.152502, 0.054555, 0.035150, 0.002000,0.071471,0.073235,0.077155,0.024206,0.089206,0.092658,0.078960,0.010695,0.152027,0.131652,0.013050,0.002000,28530007
13501,0.077752, 0.002000, 0.002000, 0.002000,0.054835,0.069006,0.053822,0.017857,0.066411,0.074112,0.049350,0.008806,0.072184,0.050616,0.062140,0.002000,28403366
14001,0.002000, 0.160796, 0.135011, 0.015450,0.047961,0.081645,0.075816,0.024513,0.059487,0.100941,0.089206,0.017103,0.034353,0.114920,0.145813,0.011579,28489900
14501,0.227635, 0.142363, 0.112743, 0.002000,0.059938,0.083636,0.051050,0.012230,0.060937,0.079379,0.051818,0.006695,0.135610,0.158600,0.073996,0.002000,28391318
15001,0.045957, 0.002000, 0.188048, 0.002000,0.056001,0.074720,0.081863,0.025058,0.051364,0.055190,0.061608,0.012702,0.025151,0.002000,0.068372,0.002000,28502920
15501,0.002000, 0.321685, 0.224004, 0.002000,0.061807,0.073273,0.055213,0.020929,0.088721,0.089513,0.109989,0.010295,0.031496,0.164650,0.161268,0.002000,28481944
16001,0.142333, 0.099822, 0.002000, 0.002000,0.064638,0.056554,0.073903,0.014982,0.069963,0.053537,0.103854,0.006593,0.104460,0.069075,0.032577,0.002000,28439073
16501,0.090695, 0.142475, 0.045458, 0.002000,0.092271,0.078271,0.085773,0.027461,0.094006,0.076090,0.087512,0.011260,0.059535,0.115827,0.028370,0.002000,28439349
17001,0.054699, 0.141174, 0.048948, 0.010080,0.084606,0.066211,0.048673,0.035911,0.122122,0.067724,0.046230,0.021194,0.080934,0.095634,0.040768,0.030792,28429825
17501,0.005676, 0.030084, 0.107701, 0.019226,0.105075,0.060254,0.061786,0.028007,0.126229,0.081546,0.075680,0.016740,0.069325,0.061648,0.116552,0.007742,28446994
18001,0.200948, 0.027524, 0.054096, 0.002000,0.098776,0.050742,0.060928,0.025696,0.122287,0.067860,0.064647,0.013191,0.226513,0.031129,0.023085,0.006961,28493013
18501,0.002000, 0.004691, 0.115704, 0.002000,0.092406,0.058584,0.057974,0.021333,0.088855,0.063377,0.064130,0.010947,0.110809,0.050342,0.094311,0.002000,28403310
19001,0.002000, 0.206955, 0.135041, 0.002000,0.066626,0.080898,0.054711,0.023017,0.058426,0.106824,0.062896,0.014881,0.033152,0.111706,0.052686,0.002000,28410375
19501,0.245026, 0.002000, 0.093711, 0.002000,0.090595,0.076311,0.088575,0.027837,0.116430,0.082735,0.080753,0.014281,0.142486,0.028752,0.072062,0.034889,28415434
20001,0.093717, 0.007681, 0.056679, 0.002000,0.108334,0.043941,0.062287,0.027465,0.120744,0.038968,0.086690,0.013888,0.108518,0.031965,0.020226,0.034955,28378036
20501,0.150852, 0.030343, 0.135228, 0.002000,0.077938,0.102106,0.079181,0.025515,0.102096,0.128877,0.074424,0.014378,0.099457,0.011448,0.089168,0.016219,28494551
21001,0.186595, 0.163662, 0.002000, 0.002000,0.109132,0.084828,0.063005,0.023953,0.107191,0.078362,0.088117,0.015421,0.080434,0.178229,0.022410,0.005826,28468383
21501,0.275518, 0.002000, 0.073401, 0.002000,0.080708,0.078972,0.059505,0.024171,0.128780,0.103818,0.070287,0.015574,0.198163,0.026710,0.040561,0.017352,28423312
22001,0.102684, 0.117389, 0.002000, 0.002000,0.072683,0.073144,0.051936,0.027408,0.078894,0.111811,0.049651,0.014855,0.067744,0.150655,0.037035,0.004956,28431429
22501,0.105331, 0.020555, 0.096694, 0.022293,0.068583,0.061142,0.058419,0.039375,0.057476,0.057140,0.077914,0.027568,0.041761,0.110109,0.110316,0.042344,28387274
23001,0.002000, 0.053793, 0.094192, 0.002000,0.090549,0.071402,0.054633,0.013304,0.100881,0.078134,0.066498,0.005924,0.061164,0.039789,0.062888,0.002000,28463321
23501,0.002000, 0.052846, 0.166980, 0.002000,0.092695,0.068271,0.082114,0.018940,0.105862,0.073016,0.096660,0.009953,0.043938,0.084775,0.187771,0.036366,28490734
24001,0.122764, 0.044117, 0.052308, 0.002000,0.080933,0.055703,0.056316,0.030903,0.131669,0.052728,0.053721,0.015261,0.140836,0.023450,0.114823,0.010900,28511436
24501,0.002000, 0.170545, 0.127437, 0.002000,0.078805,0.074127,0.083609,0.022834,0.081485,0.074040,0.083559,0.012200,0.069316,0.059737,0.065920,0.009740,28396132
25001,0.208579, 0.193218, 0.058007, 0.002000,0.074970,0.069707,0.049393,0.029851,0.112237,0.085334,0.057059,0.018905,0.101688,0.065739,0.055105,0.002000,28475091
25501,0.088318, 0.094257, 0.002000, 0.002000,0.088337,0.055458,0.074899,0.017808,0.136871,0.051758,0.092847,0.008700,0.195670,0.040598,0.050533,0.002000,28351171
26001,0.151978, 0.064608, 0.112719, 0.046555,0.083360,0.080666,0.079856,0.029089,0.074317,0.115140,0.100935,0.017629,0.116606,0.038024,0.138621,0.023773,28423295
26501,0.028012, 0.107902, 0.202077, 0.002000,0.076675,0.074858,0.083867,0.023147,0.126046,0.096634,0.110532,0.012484,0.058972,0.054134,0.165402,0.002000,28453341
27001,0.199432, 0.002000, 0.093424, 0.080374,0.066937,0.065712,0.083307,0.033566,0.104979,0.064197,0.119951,0.019742,0.119562,0.057523,0.122202,0.055117,28432629
27501,0.164361, 0.042835, 0.032329, 0.077708,0.086273,0.070855,0.079696,0.030300,0.088947,0.095963,0.083572,0.023098,0.112668,0.034430,0.081217,0.032193,28454281
28001,0.002000, 0.002000, 0.039465, 0.055682,0.065678,0.065190,0.057080,0.025842,0.075910,0.065499,0.087381,0.016505,0.028620,0.080637,0.075162,0.049224,28483397
28501,0.130569, 0.024096, 0.122877, 0.007579,0.069530,0.057216,0.065405,0.021598,0.068018,0.077153,0.083319,0.012959,0.083906,0.046956,0.048398,0.004277,28443729
29001,0.016553, 0.002000, 0.087300, 0.002000,0.119992,0.088241,0.046742,0.023742,0.188018,0.082762,0.046604,0.011784,0.132243,0.085112,0.097526,0.002000,28520746
29501,0.002000, 0.103761, 0.111685, 0.002000,0.081902,0.083378,0.086425,0.028767,0.066316,0.100190,0.082834,0.022894,0.043300,0.109657,0.040538,0.003422,28423752
30001,0.171662, 0.073875, 0.002000, 0.002000,0.083751,0.077105,0.050885,0.011622,0.104063,0.073709,0.067490,0.005669,0.126225,0.130758,0.087406,0.002000,28463279
30501,0.089546, 0.155844, 0.073213, 0.002000,0.053190,0.071117,0.066653,0.018105,0.066262,0.102837,0.061111,0.010089,0.049452,0.182315,0.025738,0.002000,28532542
31001,0.002000, 0.194929, 0.098263, 0.033873,0.067955,0.065669,0.073418,0.025719,0.071292,0.081424,0.122640,0.017857,0.068647,0.076872,0.133944,0.031671,28428257
31501,0.002000, 0.002000, 0.002000, 0.002000,0.052913,0.075670,0.080307,0.032177,0.051078,0.073778,0.074954,0.012306,0.045177,0.055268,0.102305,0.002000,28449469
32001,0.055249, 0.061375, 0.095680, 0.002000,0.071743,0.082597,0.063053,0.020592,0.074254,0.070691,0.091156,0.013759,0.121852,0.021792,0.082710,0.002000,28459164
32501,0.115561, 0.002000, 0.105765, 0.002000,0.088180,0.060680,0.057328,0.012371,0.102832,0.059867,0.079361,0.007095,0.061309,0.085115,0.111207,0.003150,28481659
33001,0.085377, 0.018797, 0.044750, 0.002000,0.055615,0.074229,0.073015,0.032704,0.077793,0.086758,0.100667,0.015098,0.094283,0.026586,0.145748,0.002000,28491311
33501,0.166595, 0.087298, 0.002000, 0.080618,0.072438,0.083212,0.070847,0.026820,0.086850,0.073869,0.066785,0.015321,0.143880,0.093571,0.005194,0.029926,28493245
34001,0.077925, 0.002000, 0.095548, 0.002000,0.087402,0.061357,0.067503,0.026257,0.116108,0.060501,0.076364,0.015360,0.063857,0.061887,0.044157,0.001705,28505480
34501,0.204222, 0.114394, 0.002000, 0.002000,0.086393,0.067124,0.070602,0.026859,0.135238,0.071745,0.067786,0.018671,0.230364,0.062702,0.075031,0.002000,28546167
35001,0.153029, 0.121719, 0.017080, 0.002000,0.078674,0.062128,0.070160,0.029320,0.116290,0.105001,0.066348,0.020171,0.191896,0.153662,0.034914,0.026466,28496271
35501,0.002000, 0.124440, 0.083236, 0.002000,0.077186,0.056026,0.052177,0.020146,0.101326,0.060255,0.049197,0.009068,0.128808,0.089868,0.074750,0.004545,28465210
36001,0.080464, 0.019616, 0.113534, 0.010161,0.091347,0.076999,0.041194,0.025222,0.111467,0.070743,0.047515,0.016388,0.029033,0.049460,0.070896,0.004720,28437121
36501,0.384479, 0.363819, 0.002000, 0.002000,0.100173,0.077781,0.081584,0.012774,0.121671,0.136524,0.093531,0.010060,0.188739,0.200681,0.044610,0.005193,28357401
37001,0.212413, 0.049952, 0.014008, 0.061578,0.066141,0.053027,0.067955,0.024302,0.094296,0.053176,0.079402,0.017825,0.199839,0.035593,0.044140,0.021859,28410146
37501,0.151290, 0.100244, 0.002000, 0.002000,0.074021,0.061783,0.057928,0.027159,0.086005,0.067420,0.057823,0.013606,0.110170,0.086285,0.001766,0.023538,28419236
38001,0.002000, 0.002000, 0.002000, 0.042548,0.089680,0.066484,0.054283,0.012967,0.108465,0.081267,0.043808,0.008803,0.078184,0.032010,0.047378,0.015516,28403378
38501,0.162545, 0.032229, 0.004826, 0.002000,0.105889,0.055281,0.057768,0.008690,0.106433,0.052005,0.053621,0.004546,0.100761,0.026928,0.014138,0.002000,28454827
39001,0.189224, 0.059866, 0.018110, 0.002000,0.075758,0.061837,0.048794,0.021242,0.105887,0.059551,0.040932,0.012322,0.117681,0.056196,0.007370,0.002000,28399394
39501,0.318108, 0.067227, 0.002000, 0.090923,0.091674,0.065698,0.067341,0.034033,0.107438,0.071511,0.085465,0.019286,0.134848,0.049663,0.049317,0.062904,28427969
40001,0.160493, 0.033893, 0.114519, 0.002000,0.090664,0.075641,0.076147,0.022221,0.161209,0.080354,0.095254,0.013876,0.116594,0.078788,0.093685,0.002000,28429763
40501,0.123661, 0.171700, 0.090524, 0.002000,0.048823,0.083145,0.060291,0.019407,0.087068,0.108681,0.064732,0.013238,0.083817,0.091011,0.044904,0.002593,28443355
41001,0.059211, 0.051567, 0.033575, 0.002000,0.062909,0.081342,0.059697,0.025506,0.091029,0.105740,0.058491,0.014774,0.043556,0.104652,0.023393,0.002000,28484771
41501,0.052948, 0.002000, 0.069464, 0.002000,0.077101,0.065541,0.046621,0.025044,0.072057,0.063002,0.046308,0.014738,0.051396,0.082100,0.070325,0.011769,28338204
42001,0.083285, 0.012081, 0.208198, 0.012900,0.083392,0.071788,0.085204,0.014673,0.093363,0.067631,0.081171,0.007054,0.081913,0.005360,0.143419,0.028602,28415950
42501,0.061070, 0.032001, 0.046890, 0.007048,0.066994,0.059977,0.062803,0.028602,0.076186,0.064255,0.075561,0.017259,0.100673,0.073703,0.080837,0.033435,28591019
43001,0.134145, 0.002000, 0.017417, 0.030553,0.062898,0.082895,0.062426,0.020292,0.071056,0.093501,0.082685,0.012878,0.068934,0.033442,0.065099,0.012074,28416813
43501,0.028255, 0.060197, 0.002000, 0.002000,0.069448,0.068343,0.038406,0.027559,0.091699,0.108939,0.033681,0.012576,0.106379,0.092395,0.011743,0.002000,28391861
44001,0.267495, 0.204951, 0.188860, 0.031440,0.080006,0.077649,0.060839,0.022014,0.140599,0.089130,0.077597,0.012719,0.157289,0.104064,0.112796,0.015719,28417019
44501,0.214509, 0.142051, 0.020904, 0.002000,0.088821,0.076402,0.048992,0.017801,0.109829,0.080935,0.052539,0.008566,0.141268,0.118642,0.070268,0.002000,28368119
45001,0.104533, 0.092370, 0.033571, 0.002000,0.097696,0.072096,0.053960,0.031649,0.093838,0.095265,0.060687,0.019034,0.132900,0.036821,0.012524,0.025040,28408962
45501,0.002000, 0.143842, 0.092893, 0.002000,0.064025,0.061943,0.071367,0.024411,0.063619,0.089603,0.066783,0.011968,0.002000,0.092719,0.115752,0.002000,28564893
46001,0.033035, 0.025362, 0.002000, 0.045655,0.070014,0.071547,0.111139,0.029523,0.092997,0.094831,0.099257,0.019953,0.012345,0.072762,0.057806,0.024841,28352037
46501,0.122498, 0.015755, 0.002000, 0.002000,0.080730,0.064269,0.077938,0.022762,0.134473,0.072765,0.060028,0.015237,0.141885,0.082938,0.007213,0.002000,28544854
47001,0.080687, 0.183280, 0.173469, 0.178777,0.062172,0.085875,0.081907,0.033054,0.078912,0.139087,0.093413,0.014234,0.102025,0.112616,0.081060,0.078144,28536452
47501,0.002000, 0.002000, 0.002000, 0.002000,0.084262,0.051717,0.062784,0.019302,0.127147,0.044877,0.049214,0.009577,0.088373,0.059601,0.026837,0.002000,28357024
48001,0.108296, 0.002000, 0.136561, 0.002000,0.082040,0.071785,0.077195,0.024713,0.112592,0.080403,0.074503,0.018301,0.070373,0.002533,0.104156,0.002000,28421626
48501,0.027526, 0.128787, 0.114435, 0.002000,0.078492,0.055612,0.052196,0.022406,0.074662,0.063104,0.051800,0.012802,0.046557,0.063092,0.066660,0.007350,28331397
49001,0.090570, 0.002000, 0.020149, 0.002000,0.060329,0.088075,0.048313,0.028839,0.047623,0.107998,0.051574,0.017438,0.031523,0.016126,0.040348,0.033360,28437038
49501,0.002000, 0.011823, 0.095729, 0.060993,0.082153,0.071331,0.077737,0.028657,0.075562,0.095058,0.105827,0.020965,0.099267,0.071117,0.118427,0.033552,28475893
50001,0.238441, 0.119470, 0.138598, 0.002000,0.094076,0.074743,0.085276,0.024633,0.142542,0.109808,0.100871,0.013952,0.193186,0.072553,0.181324,0.013461,28425563
50501,0.011683, 0.128210, 0.101461, 0.002000,0.078505,0.082416,0.054161,0.021212,0.072969,0.086401,0.075362,0.013119,0.005228,0.107197,0.102319,0.005555,28449979
51001,0.150174, 0.152616, 0.002000, 0.002000,0.066431,0.074395,0.061192,0.013973,0.081783,0.098046,0.052095,0.007994,0.143003,0.129595,0.051003,0.031614,28443107
51501,0.002000, 0.002000, 0.002000, 0.002000,0.070992,0.069167,0.036789,0.024084,0.067456,0.072849,0.041268,0.012168,0.061988,0.047709,0.020197,0.002000,28428959
52001,0.024393, 0.093803, 0.001995, 0.069739,0.070772,0.098848,0.054838,0.018812,0.086405,0.085630,0.046951,0.010165,0.097548,0.065397,0.001998,0.024580,28411769
52501,0.201900, 0.005898, 0.106368, 0.002000,0.097912,0.078316,0.079695,0.029766,0.125515,0.117494,0.087836,0.011461,0.203638,0.075594,0.196298,0.005765,28504614
53001,0.172150, 0.022950, 0.007209, 0.047498,0.090786,0.059953,0.072820,0.018514,0.154409,0.054306,0.072111,0.010058,0.232691,0.022715,0.047713,0.018057,28493446
53501,0.002000, 0.082551, 0.090916, 0.002000,0.081951,0.061846,0.081229,0.021768,0.088805,0.076263,0.080298,0.010435,0.151200,0.078841,0.101484,0.002000,28442010
54001,0.126672, 0.211821, 0.002000, 0.002000,0.056554,0.071727,0.069398,0.009302,0.072032,0.098051,0.059765,0.005378,0.098515,0.094096,0.007637,0.002000,28416967
54501,0.122953, 0.016030, 0.015708, 0.002000,0.085080,0.070345,0.072910,0.016511,0.094312,0.063515,0.082590,0.009149,0.060102,0.008603,0.061116,0.002000,28453859
55001,0.009998, 0.027519, 0.002000, 0.026893,0.081421,0.074980,0.076618,0.023817,0.091010,0.083868,0.094072,0.013404,0.071561,0.074370,0.022337,0.036309,28415813
55501,0.044622, 0.225287, 0.035632, 0.002000,0.086827,0.083587,0.052064,0.011099,0.121257,0.091500,0.047792,0.006580,0.083691,0.161075,0.039934,0.002000,28486405
56001,0.147580, 0.031743, 0.067223, 0.002000,0.080900,0.091959,0.074283,0.020617,0.116428,0.114800,0.081446,0.010108,0.114616,0.175754,0.052788,0.002220,28444804
56501,0.115438, 0.105118, 0.122588, 0.002000,0.058925,0.095678,0.057238,0.006944,0.109113,0.096741,0.078880,0.003479,0.092228,0.087499,0.115411,0.002000,28418543
57001,0.205376, 0.044783, 0.117486, 0.069410,0.061943,0.040289,0.079586,0.030302,0.053597,0.049063,0.084661,0.021633,0.093556,0.076720,0.066684,0.024470,28464442
57501,0.100520, 0.034118, 0.002000, 0.002000,0.066355,0.071994,0.054545,0.025035,0.077122,0.087140,0.061065,0.014673,0.062541,0.067840,0.059364,0.009467,28427543
58001,0.112997, 0.089499, 0.271917, 0.002000,0.084919,0.062975,0.092672,0.033313,0.118737,0.067923,0.093950,0.019120,0.104390,0.094515,0.165100,0.002000,28475486
58501,0.054690, 0.163732, 0.264723, 0.002000,0.085592,0.062473,0.071703,0.030476,0.106041,0.067387,0.084343,0.019171,0.056281,0.158385,0.122829,0.002000,28491061
59001,0.227847, 0.002000, 0.002000, 0.002000,0.102621,0.068963,0.084742,0.024226,0.170837,0.067323,0.084210,0.011495,0.194574,0.076065,0.129901,0.039128,28487319
59501,0.164655, 0.198750, 0.053182, 0.002000,0.061235,0.069933,0.079975,0.022873,0.073338,0.065269,0.091606,0.012835,0.119083,0.113998,0.070626,0.002000,28396221
60001,0.033143, 0.002000, 0.002000, 0.002000,0.068650,0.067395,0.059096,0.027002,0.057307,0.084958,0.059950,0.014503,0.041589,0.003441,0.055858,0.012864,28425274
60501,0.089319, 0.099790, 0.116468, 0.017428,0.081966,0.064262,0.060240,0.023590,0.115109,0.085791,0.089005,0.012746,0.101012,0.068306,0.116995,0.007143,28411413
61001,0.030037, 0.037858, 0.075356, 0.002000,0.056513,0.074508,0.069980,0.023477,0.064829,0.087113,0.086659,0.016546,0.033587,0.045295,0.111046,0.002000,28475538
61501,0.150777, 0.002000, 0.002000, 0.002000,0.077249,0.067890,0.060962,0.010401,0.105920,0.051613,0.056281,0.006209,0.097462,0.007187,0.019285,0.002888,28504705
62001,0.175102, 0.124831, 0.067169, 0.002000,0.070095,0.068822,0.081353,0.024413,0.103882,0.078022,0.097144,0.013373,0.141703,0.068246,0.081593,0.002000,28539870
62501,0.109606, 0.002000, 0.047015, 0.002000,0.078379,0.072469,0.061114,0.035271,0.099985,0.088166,0.062436,0.020172,0.090872,0.095433,0.097801,0.002000,28433094
63001,0.002000, 0.049069, 0.003047, 0.002000,0.096923,0.069531,0.085312,0.029801,0.135289,0.087477,0.086550,0.016565,0.024115,0.044031,0.111351,0.033997,28456247
63501,0.002000, 0.029297, 0.061868, 0.002000,0.072638,0.078040,0.070953,0.023825,0.110880,0.079027,0.063080,0.013267,0.061851,0.042005,0.026781,0.020007,28572195
64001,0.143528, 0.109191, 0.091349, 0.002000,0.075354,0.075671,0.066182,0.016283,0.102839,0.106995,0.067659,0.008581,0.068678,0.048512,0.043966,0.016065,28472209
64501,0.192827, 0.003062, 0.002000, 0.017457,0.102183,0.070785,0.062673,0.027931,0.115905,0.060872,0.065160,0.015575,0.151872,0.034190,0.048973,0.007152,28426432
65001,0.134120, 0.080400, 0.002000, 0.097299,0.079898,0.062941,0.071301,0.030514,0.089212,0.081616,0.066390,0.016257,0.072357,0.092814,0.002000,0.033766,28469409
65501,0.005777, 0.002000, 0.286445, 0.002000,0.092921,0.082638,0.091618,0.024658,0.086260,0.080004,0.061141,0.015945,0.096734,0.071543,0.156042,0.002000,28403066
66001,0.035860, 0.002000, 0.055627, 0.002000,0.073401,0.060921,0.073194,0.023833,0.101233,0.062334,0.086254,0.010493,0.095929,0.028984,0.129243,0.002000,28406966
66501,0.031255, 0.122218, 0.088002, 0.037515,0.098435,0.083335,0.069490,0.024015,0.192695,0.079356,0.072242,0.015013,0.191884,0.055308,0.053817,0.013958,28405486
67001,0.154564, 0.164886, 0.009256, 0.009211,0.066768,0.070600,0.074302,0.025610,0.087938,0.072680,0.093350,0.012959,0.120469,0.197818,0.089765,0.004404,28492559
67501,0.058683, 0.002000, 0.081886, 0.002000,0.075162,0.057945,0.052491,0.027673,0.090191,0.064551,0.056352,0.015309,0.089288,0.092355,0.108472,0.002000,28402290
68001,0.111520, 0.028538, 0.069359, 0.002000,0.078356,0.058994,0.058732,0.010450,0.079243,0.063895,0.051913,0.006811,0.075209,0.040131,0.104551,0.002000,28452162
68501,0.002000, 0.117561, 0.172506, 0.002000,0.056620,0.073825,0.091173,0.024753,0.059945,0.074536,0.142395,0.015547,0.035406,0.073838,0.130214,0.007281,28377867
69001,0.002000, 0.160436, 0.039058, 0.029415,0.100337,0.070566,0.068894,0.015687,0.142241,0.084871,0.077502,0.010139,0.148618,0.131951,0.048787,0.023250,28649881
69501,0.095189, 0.134546, 0.002000, 0.002000,0.061944,0.078242,0.069154,0.028933,0.104756,0.106343,0.104338,0.020703,0.119066,0.102923,0.089668,0.023697,28478771
70001,0.002000, 0.091225, 0.200903, 0.002000,0.075852,0.051961,0.079026,0.025436,0.089898,0.067581,0.108519,0.018167,0.094521,0.095132,0.073711,0.002000,28366526
70501,0.139266, 0.037199, 0.147111, 0.040305,0.076885,0.052122,0.061994,0.026032,0.081515,0.050941,0.087101,0.015757,0.107417,0.034530,0.101664,0.034377,28364211
71001,0.031747, 0.078429, 0.059041, 0.012856,0.074883,0.066730,0.069783,0.018534,0.074580,0.053208,0.066557,0.010273,0.092762,0.114718,0.058754,0.019611,28472080
71501,0.235573, 0.081475, 0.002000, 0.002000,0.088359,0.075511,0.073490,0.023041,0.111753,0.076915,0.116160,0.013737,0.172151,0.151067,0.036709,0.002000,28394314
72001,0.186121, 0.215911, 0.029287, 0.002000,0.055612,0.084863,0.078694,0.023464,0.057298,0.126392,0.075035,0.011523,0.119568,0.073304,0.065554,0.002000,28483209
72501,0.052237, 0.165818, 0.044260, 0.002000,0.084861,0.078197,0.089885,0.024317,0.092815,0.084783,0.081149,0.013608,0.091911,0.056606,0.106606,0.034248,28496044
73001,0.125396, 0.002000, 0.002000, 0.002000,0.056450,0.067230,0.050198,0.011862,0.074985,0.053658,0.039974,0.006283,0.131764,0.002000,0.006099,0.003516,28399522
73501,0.228684, 0.002000, 0.002000, 0.002000,0.097562,0.096997,0.058210,0.025920,0.173544,0.114374,0.077591,0.014036,0.180936,0.051079,0.053258,0.002000,28468733
74001,0.163256, 0.002000, 0.036233, 0.002000,0.076860,0.034446,0.063036,0.032039,0.097079,0.029153,0.077232,0.022854,0.086259,0.002681,0.044914,0.039146,28409598
74501,0.051434, 0.120964, 0.138115, 0.002000,0.072107,0.088134,0.082018,0.024570,0.079478,0.137324,0.072308,0.011794,0.032129,0.093632,0.092296,0.028097,28475690
75001,0.061094, 0.136147, 0.043618, 0.038506,0.080427,0.067457,0.072376,0.014500,0.092413,0.069860,0.059242,0.010757,0.086123,0.063879,0.087216,0.014169,28469910
75501,0.106842, 0.002888, 0.013768, 0.002000,0.071606,0.042470,0.082990,0.027995,0.064884,0.040388,0.066887,0.017351,0.078963,0.002296,0.044391,0.006263,28430750
76001,0.117483, 0.069736, 0.072059, 0.002000,0.059039,0.072007,0.059770,0.022137,0.064532,0.112665,0.053914,0.013844,0.067410,0.073968,0.063132,0.023182,28455741
76501,0.141793, 0.002000, 0.002000, 0.002000,0.094901,0.060773,0.064629,0.016383,0.134065,0.075524,0.059050,0.008975,0.085220,0.008513,0.036743,0.012314,28479060
