Generation, BPA-R, BPA-S, BPA-T, BPA-P, SD-R, SD-S, SD-T, SD-P, AA-R, AA-S, AA-T, AA-P, ABPA-R, ABPA-S, ABPA-T, ABPA-P, Total Score
531501,0.132214, 0.152108, 0.071863, 0.002000,0.060682,0.078592,0.056303,0.018131,0.091195,0.072909,0.071754,0.010450,0.089169,0.081370,0.046706,0.026530,28450949
532001,0.002000, 0.081666, 0.055601, 0.002000,0.066574,0.045527,0.053071,0.020100,0.083127,0.069159,0.048343,0.009008,0.087322,0.085578,0.043310,0.002000,28414744
532501,0.002000, 0.005102, 0.002000, 0.002000,0.079855,0.058204,0.081330,0.019108,0.112525,0.056827,0.100000,0.009819,0.081948,0.032740,0.006831,0.002000,28415829
533001,0.002000, 0.121507, 0.092053, 0.002000,0.086976,0.055436,0.059181,0.029733,0.137572,0.065049,0.052222,0.017659,0.052581,0.065762,0.088768,0.004286,28355690
533501,0.365279, 0.182383, 0.175498, 0.002000,0.095433,0.070452,0.060123,0.017701,0.128008,0.087599,0.062343,0.008309,0.157199,0.062128,0.135548,0.006981,28367430
534001,0.130311, 0.029670, 0.087006, 0.002000,0.069985,0.063074,0.057242,0.027047,0.079014,0.072277,0.069331,0.013457,0.100207,0.068114,0.083941,0.002519,28485617
534501,0.002000, 0.210882, 0.002000, 0.002000,0.073387,0.058681,0.058967,0.021409,0.081814,0.056644,0.063009,0.009304,0.032188,0.082862,0.008375,0.027953,28505488
535001,0.037085, 0.002000, 0.002000, 0.002000,0.068082,0.070668,0.089191,0.020462,0.061161,0.070390,0.089096,0.011810,0.121517,0.051435,0.072656,0.015668,28432395
535501,0.077683, 0.002000, 0.002000, 0.032525,0.068643,0.058551,0.076057,0.024576,0.089202,0.064214,0.080788,0.011780,0.049213,0.044076,0.016458,0.043142,28448851
536001,0.221867, 0.145264, 0.096091, 0.028549,0.066006,0.084230,0.049168,0.027162,0.064557,0.092595,0.054688,0.016208,0.113599,0.053458,0.095368,0.010850,28398610
536501,0.002000, 0.009161, 0.102415, 0.002000,0.065331,0.059765,0.052386,0.018711,0.077905,0.075762,0.056111,0.011183,0.060389,0.081179,0.058682,0.006816,28521346
537001,0.069332, 0.002000, 0.103011, 0.002000,0.063373,0.076395,0.051168,0.018120,0.070870,0.094408,0.050251,0.010735,0.080429,0.040769,0.064593,0.002000,28468490
537501,0.035902, 0.089776, 0.119025, 0.028559,0.059025,0.059005,0.063899,0.018698,0.058403,0.095931,0.099387,0.009406,0.054801,0.133412,0.115629,0.014019,28434576
538001,0.002000, 0.036900, 0.164588, 0.002000,0.105786,0.090989,0.058053,0.014273,0.118154,0.103712,0.066995,0.008810,0.129945,0.104586,0.116514,0.002000,28464302
538501,0.154376, 0.124140, 0.263357, 0.101411,0.064273,0.062307,0.069318,0.028002,0.060142,0.073228,0.120437,0.015344,0.130924,0.055988,0.170981,0.047995,28476114
539001,0.002000, 0.146947, 0.059396, 0.002000,0.101861,0.057746,0.050622,0.022015,0.134418,0.100390,0.064841,0.014127,0.049528,0.154175,0.094256,0.002000,28457745
539501,0.002000, 0.002000, 0.002000, 0.002000,0.083836,0.079351,0.082218,0.028043,0.068779,0.067396,0.100884,0.015146,0.002000,0.021234,0.004361,0.025252,28441624
540001,0.002000, 0.101912, 0.166746, 0.004901,0.054738,0.096528,0.056300,0.022035,0.059850,0.098550,0.064446,0.014301,0.054653,0.035052,0.132375,0.002967,28323826
540501,0.246701, 0.002000, 0.092284, 0.002000,0.081539,0.059539,0.065361,0.003583,0.166703,0.069353,0.082082,0.002937,0.249179,0.054106,0.122263,0.002000,28521961
541001,0.106638, 0.094401, 0.002000, 0.001644,0.060582,0.069467,0.066242,0.033448,0.101263,0.064097,0.077815,0.016386,0.128512,0.033223,0.031031,0.001881,28504084
541501,0.105361, 0.141033, 0.002000, 0.003707,0.060212,0.059874,0.061324,0.019446,0.086443,0.083578,0.077975,0.008547,0.095191,0.061238,0.062381,0.008470,28487891
542001,0.232292, 0.108611, 0.008347, 0.020647,0.079077,0.075615,0.055123,0.032086,0.077079,0.110133,0.057231,0.022258,0.094934,0.176335,0.056433,0.008216,28422363
542501,0.002000, 0.203080, 0.017534, 0.002000,0.089660,0.112764,0.080271,0.026851,0.103217,0.105211,0.080364,0.010422,0.072655,0.106122,0.070497,0.002000,28478747
543001,0.109280, 0.189047, 0.016982, 0.002000,0.099602,0.086345,0.067303,0.025334,0.123091,0.095019,0.072021,0.018797,0.057134,0.143049,0.126788,0.002000,28368907
543501,0.095642, 0.002000, 0.027010, 0.002000,0.078244,0.062164,0.051888,0.023173,0.122759,0.056204,0.051327,0.009525,0.121789,0.042472,0.058190,0.002000,28475257
544001,0.002000, 0.108217, 0.115933, 0.002000,0.082250,0.062913,0.081729,0.026399,0.076873,0.061479,0.085112,0.016530,0.002000,0.066767,0.090314,0.002000,28490579
544501,0.279810, 0.002000, 0.005454, 0.002000,0.077081,0.057645,0.074396,0.023604,0.106753,0.065557,0.070025,0.012964,0.177914,0.002000,0.023358,0.002000,28399168
545001,0.111879, 0.092533, 0.066202, 0.002000,0.071968,0.061847,0.059091,0.022918,0.125149,0.081366,0.059638,0.010352,0.108181,0.041914,0.063209,0.004597,28381012
545501,0.138262, 0.152877, 0.173781, 0.002000,0.080139,0.072890,0.064248,0.032377,0.088028,0.097042,0.086523,0.021088,0.085242,0.131257,0.150677,0.002000,28468723
546001,0.035955, 0.002000, 0.004800, 0.002000,0.104272,0.077328,0.053018,0.026329,0.088206,0.085859,0.067002,0.011955,0.013318,0.051483,0.063194,0.033167,28418083
546501,0.048378, 0.050834, 0.055382, 0.002000,0.041569,0.056563,0.064245,0.022508,0.047873,0.067941,0.094335,0.012573,0.038680,0.077171,0.057859,0.002000,28415985
547001,0.002000, 0.035587, 0.032533, 0.035655,0.087463,0.080905,0.069780,0.029457,0.091705,0.085654,0.086016,0.017262,0.016803,0.013196,0.106876,0.015604,28378393
547501,0.189385, 0.001534, 0.064641, 0.002000,0.076249,0.083365,0.054971,0.014634,0.114954,0.080758,0.068309,0.008767,0.095609,0.055631,0.077397,0.002000,28403561
548001,0.002000, 0.078456, 0.128017, 0.092631,0.049030,0.069494,0.071845,0.019314,0.069267,0.062866,0.093214,0.009146,0.046602,0.069979,0.145083,0.032210,28488413
548501,0.201762, 0.011043, 0.020063, 0.002000,0.055813,0.082867,0.068875,0.024194,0.115377,0.069102,0.079180,0.012755,0.156243,0.037611,0.049025,0.020745,28448665
549001,0.123170, 0.011214, 0.058910, 0.002000,0.066756,0.061867,0.065137,0.025595,0.106793,0.064715,0.073891,0.013436,0.178137,0.022340,0.020970,0.002000,28464626
549501,0.056480, 0.168110, 0.002000, 0.002000,0.052799,0.084018,0.080606,0.006819,0.067885,0.084416,0.075457,0.005328,0.076189,0.177671,0.051201,0.007177,28432703
550001,0.002000, 0.096930, 0.076696, 0.002000,0.068076,0.057231,0.067472,0.021986,0.089288,0.059869,0.095320,0.013081,0.048912,0.061402,0.107384,0.005386,28373174
550501,0.236379, 0.191514, 0.089131, 0.004175,0.064088,0.071180,0.063599,0.022732,0.097971,0.082645,0.072486,0.010835,0.118929,0.124862,0.073540,0.002725,28481339
551001,0.056002, 0.077058, 0.002000, 0.021964,0.080212,0.062708,0.052390,0.023412,0.094897,0.066709,0.064173,0.011843,0.147576,0.055022,0.018951,0.008655,28400711
551501,0.040456, 0.177131, 0.087628, 0.002000,0.077885,0.086216,0.082662,0.021296,0.086798,0.115696,0.088296,0.010903,0.018158,0.120869,0.056030,0.019207,28467816
552001,0.084999, 0.140257, 0.193093, 0.002000,0.098755,0.083857,0.080044,0.023616,0.106881,0.112659,0.091391,0.015915,0.071078,0.090249,0.144241,0.002000,28409655
552501,0.002000, 0.004461, 0.002000, 0.002000,0.078830,0.091252,0.035301,0.029828,0.075714,0.092563,0.027498,0.016542,0.109105,0.021354,0.028766,0.008201,28459170
553001,0.066097, 0.216541, 0.002000, 0.003164,0.057415,0.077847,0.069702,0.026578,0.060729,0.103911,0.088798,0.014102,0.073374,0.115133,0.100507,0.011089,28351104
553501,0.244577, 0.160229, 0.092747, 0.002000,0.093619,0.060813,0.075122,0.015915,0.106690,0.061309,0.070516,0.010104,0.102380,0.084886,0.136181,0.016533,28518595
554001,0.049409, 0.002000, 0.002000, 0.002000,0.076137,0.065475,0.083078,0.025927,0.108626,0.066685,0.085692,0.012589,0.099586,0.015332,0.002000,0.002000,28430815
554501,0.085128, 0.002000, 0.068404, 0.012667,0.083600,0.046428,0.045653,0.021813,0.088377,0.037552,0.061130,0.010745,0.029709,0.064727,0.087838,0.009053,28475751
555001,0.141488, 0.181208, 0.002000, 0.002000,0.071781,0.068648,0.074162,0.017283,0.109866,0.076762,0.080103,0.007347,0.112594,0.086176,0.052053,0.002372,28418705
555501,0.025380, 0.257542, 0.002000, 0.042216,0.087366,0.072664,0.054517,0.027161,0.136036,0.060421,0.059010,0.014479,0.050777,0.114227,0.055055,0.037204,28414102
556001,0.361504, 0.169767, 0.003182, 0.002000,0.094438,0.086283,0.065567,0.019948,0.121292,0.132833,0.061538,0.009588,0.250105,0.182151,0.005047,0.002000,28385960
556501,0.027649, 0.172307, 0.002000, 0.002000,0.069636,0.072386,0.084527,0.009897,0.080236,0.111790,0.115440,0.006020,0.028460,0.135221,0.077783,0.002000,28430872
557001,0.246952, 0.043122, 0.002178, 0.007588,0.099247,0.074234,0.070530,0.013534,0.123651,0.088836,0.077303,0.007398,0.150076,0.031903,0.050801,0.027907,28476038
557501,0.091763, 0.053858, 0.032578, 0.002000,0.074986,0.049352,0.059807,0.031040,0.105311,0.051225,0.054575,0.017312,0.066610,0.066006,0.068155,0.023957,28440112
558001,0.002000, 0.060740, 0.002000, 0.012026,0.082003,0.088529,0.066187,0.013026,0.100471,0.089195,0.070325,0.006947,0.122196,0.037725,0.015251,0.005342,28465291
558501,0.002000, 0.194920, 0.002000, 0.002000,0.078907,0.074029,0.069845,0.023252,0.077290,0.066701,0.062497,0.011939,0.020809,0.089592,0.049838,0.010056,28541408
559001,0.059757, 0.014504, 0.101754, 0.002000,0.062691,0.043135,0.060235,0.022995,0.064126,0.033156,0.070320,0.012873,0.135293,0.035268,0.081684,0.002000,28400380
559501,0.113574, 0.223202, 0.138921, 0.002000,0.074223,0.094539,0.084691,0.016104,0.102548,0.128348,0.088264,0.010112,0.120406,0.187638,0.096478,0.002000,28442319
560001,0.002000, 0.131829, 0.024151, 0.002000,0.077899,0.067403,0.059054,0.028740,0.061891,0.076288,0.058094,0.017238,0.012281,0.113707,0.048720,0.002000,28447375
560501,0.086708, 0.002000, 0.091471, 0.023619,0.073227,0.078247,0.083908,0.023378,0.070180,0.065338,0.084496,0.013790,0.030236,0.076642,0.056422,0.021158,28453467
561001,0.097634, 0.087335, 0.002000, 0.006513,0.074506,0.047274,0.076570,0.021310,0.079682,0.048546,0.095824,0.011729,0.163062,0.044947,0.050849,0.003504,28473454
561501,0.024193, 0.188334, 0.050591, 0.002000,0.078143,0.091711,0.061510,0.027743,0.075439,0.107495,0.068405,0.014756,0.079554,0.182074,0.073055,0.002000,28445125
562001,0.173887, 0.050976, 0.010589, 0.002000,0.073746,0.065471,0.085103,0.014774,0.082277,0.066583,0.084590,0.008709,0.103875,0.043139,0.059818,0.002000,28450684
562501,0.133599, 0.190024, 0.075802, 0.002000,0.087186,0.083078,0.079047,0.025829,0.106134,0.095899,0.099435,0.013415,0.139964,0.125382,0.072234,0.027637,28509187
563001,0.047029, 0.120730, 0.041624, 0.002000,0.076860,0.055391,0.072847,0.025286,0.064215,0.071807,0.064319,0.014932,0.034729,0.093577,0.016454,0.005599,28457925
563501,0.276730, 0.002000, 0.134190, 0.002000,0.097586,0.066921,0.069726,0.023447,0.104168,0.079247,0.061880,0.010155,0.211639,0.050949,0.075506,0.009000,28382800
564001,0.002000, 0.002000, 0.092683, 0.027574,0.058034,0.039966,0.058525,0.023072,0.049748,0.034030,0.057719,0.013210,0.025039,0.041641,0.130524,0.010525,28415386
564501,0.091330, 0.060922, 0.031842, 0.002000,0.049882,0.068886,0.070911,0.028845,0.051337,0.069956,0.079846,0.016117,0.037329,0.098700,0.032919,0.002000,28502528
565001,0.171284, 0.008116, 0.103966, 0.099026,0.105278,0.053771,0.072540,0.025555,0.210856,0.050740,0.104889,0.017121,0.164611,0.004424,0.126411,0.034342,28485490
565501,0.114903, 0.115517, 0.174708, 0.002750,0.078036,0.076575,0.055259,0.030360,0.125186,0.082356,0.064558,0.019539,0.101227,0.039839,0.099686,0.002250,28452368
566001,0.019267, 0.159687, 0.137090, 0.056110,0.058792,0.059155,0.046442,0.015207,0.069730,0.074041,0.045870,0.009183,0.049223,0.111038,0.093232,0.020037,28432158
566501,0.041160, 0.020268, 0.037321, 0.002000,0.097271,0.061491,0.086890,0.022884,0.140417,0.091976,0.111303,0.015169,0.105740,0.108675,0.126323,0.002000,28437880
567001,0.002000, 0.020678, 0.017562, 0.063858,0.075321,0.073310,0.046518,0.025755,0.097771,0.095947,0.049425,0.015818,0.053801,0.104042,0.032137,0.022619,28442556
567501,0.328740, 0.002000, 0.066598, 0.002000,0.094461,0.075893,0.063092,0.013671,0.077085,0.070529,0.066181,0.007299,0.241222,0.144485,0.071066,0.002000,28435757
568001,0.131416, 0.002000, 0.009156, 0.002000,0.073319,0.047254,0.063937,0.021458,0.080925,0.040501,0.072433,0.012167,0.062434,0.003929,0.043007,0.002000,28395948
568501,0.098972, 0.002000, 0.002000, 0.002000,0.073918,0.064079,0.058468,0.029290,0.084084,0.060012,0.061147,0.016563,0.167468,0.065709,0.073600,0.002000,28410762
569001,0.138855, 0.018410, 0.096417, 0.174283,0.100371,0.068616,0.050738,0.034437,0.150208,0.057777,0.040174,0.017873,0.208730,0.062390,0.068741,0.067944,28462469
569501,0.086548, 0.002000, 0.089791, 0.013493,0.088333,0.068504,0.047862,0.033433,0.145492,0.064596,0.047944,0.019091,0.111012,0.030331,0.031264,0.018438,28435452
570001,0.129540, 0.064051, 0.056789, 0.002000,0.060454,0.064506,0.066954,0.026089,0.070994,0.060624,0.067583,0.013501,0.097549,0.076334,0.116000,0.002982,28401470
570501,0.007516, 0.063053, 0.004127, 0.002000,0.098849,0.041380,0.055353,0.026771,0.094733,0.044349,0.065870,0.015718,0.075782,0.044060,0.017619,0.004447,28410531
571001,0.002000, 0.002000, 0.047274, 0.002000,0.067511,0.049675,0.054874,0.027133,0.075839,0.057932,0.052474,0.011604,0.027849,0.026053,0.040584,0.002000,28525994
571501,0.080560, 0.016328, 0.083675, 0.002000,0.066560,0.079221,0.061221,0.020053,0.085287,0.075301,0.064789,0.013069,0.130100,0.043370,0.037011,0.002000,28428434
572001,0.135164, 0.161644, 0.077789, 0.021914,0.068577,0.057532,0.052220,0.028203,0.092966,0.068355,0.070997,0.019427,0.093424,0.117460,0.076082,0.008638,28482213
572501,0.103180, 0.141565, 0.002000, 0.002000,0.096900,0.081897,0.044451,0.041151,0.092130,0.089841,0.045372,0.020399,0.035727,0.161487,0.017650,0.002000,28534610
573001,0.032656, 0.103902, 0.205230, 0.002000,0.062436,0.070157,0.066757,0.026237,0.084542,0.068352,0.068068,0.015892,0.100749,0.050889,0.088793,0.013415,28468256
573501,0.092603, 0.002000, 0.002000, 0.006832,0.071597,0.066446,0.072121,0.018380,0.078964,0.062228,0.068729,0.009284,0.106139,0.002000,0.087118,0.003611,28504263
574001,0.002000, 0.072693, 0.123895, 0.031412,0.064958,0.079775,0.055737,0.016275,0.051825,0.095090,0.081674,0.006474,0.002000,0.076950,0.050988,0.011804,28475578
574501,0.065722, 0.016279, 0.096694, 0.001212,0.103201,0.072949,0.062395,0.023835,0.067782,0.100676,0.052688,0.012293,0.025064,0.133027,0.038434,0.001737,28447185
575001,0.072721, 0.002000, 0.154624, 0.088243,0.076635,0.085160,0.058152,0.023821,0.080231,0.116610,0.077488,0.011096,0.064350,0.046476,0.115762,0.038177,28390238
575501,0.100532, 0.018504, 0.055065, 0.085101,0.090165,0.071708,0.062650,0.020353,0.105851,0.066243,0.064953,0.011871,0.064344,0.041918,0.019688,0.031702,28489379
576001,0.076783, 0.011468, 0.084224, 0.002000,0.074008,0.073255,0.078039,0.019900,0.149270,0.058295,0.065025,0.010614,0.146649,0.059089,0.057317,0.002000,28422079
576501,0.202163, 0.102894, 0.029357, 0.002000,0.081983,0.078920,0.086925,0.019361,0.129426,0.097128,0.096613,0.010336,0.156942,0.159657,0.014517,0.004843,28440474
577001,0.069658, 0.002000, 0.025642, 0.002000,0.059203,0.071748,0.057569,0.022776,0.066180,0.071397,0.091322,0.012022,0.122217,0.003496,0.014609,0.018182,28395397
577501,0.145001, 0.116251, 0.013182, 0.002000,0.091949,0.066074,0.075232,0.022296,0.112385,0.113898,0.083800,0.011377,0.062106,0.071043,0.091220,0.004199,28354574
578001,0.360326, 0.002000, 0.095107, 0.002000,0.113767,0.086851,0.057164,0.028904,0.198262,0.079478,0.052303,0.014193,0.214902,0.079714,0.040656,0.002000,28555703
578501,0.372402, 0.002000, 0.242619, 0.002000,0.087748,0.066631,0.067023,0.024576,0.116554,0.056447,0.050986,0.014737,0.257805,0.039893,0.105771,0.029248,28617997
579001,0.170919, 0.026084, 0.042794, 0.002000,0.089534,0.059434,0.056205,0.027422,0.149806,0.060733,0.059033,0.012927,0.195142,0.069305,0.074217,0.002000,28445413
579501,0.149682, 0.130836, 0.118043, 0.002000,0.077676,0.064972,0.067445,0.027390,0.076815,0.093913,0.081469,0.015169,0.077514,0.085987,0.073245,0.002000,28621530
580001,0.002000, 0.205321, 0.106891, 0.002000,0.056757,0.070099,0.087571,0.019580,0.057673,0.085521,0.095734,0.010472,0.087771,0.103622,0.102759,0.002000,28438395
580501,0.140162, 0.087802, 0.052574, 0.002000,0.052430,0.078165,0.066874,0.019037,0.105364,0.094284,0.087454,0.011160,0.123315,0.049601,0.107923,0.002000,28370094
581001,0.114472, 0.056497, 0.002000, 0.002000,0.060644,0.100942,0.070921,0.022421,0.110379,0.090612,0.075961,0.011030,0.055632,0.034843,0.017193,0.016147,28396064
581501,0.137110, 0.043196, 0.082911, 0.078853,0.091271,0.075405,0.044876,0.016925,0.088463,0.077226,0.050310,0.007167,0.074320,0.080192,0.053987,0.027618,28449096
582001,0.107095, 0.186662, 0.082065, 0.002000,0.071319,0.080800,0.061357,0.023417,0.081841,0.141320,0.075772,0.012175,0.135641,0.137694,0.068758,0.002000,28422630
582501,0.002000, 0.054522, 0.130197, 0.002000,0.101999,0.085436,0.073095,0.022915,0.095202,0.089981,0.094786,0.010914,0.057633,0.019248,0.111948,0.008864,28421107
583001,0.125574, 0.002000, 0.187314, 0.002195,0.072821,0.086078,0.062790,0.035680,0.107657,0.100731,0.074990,0.020513,0.101733,0.078805,0.147353,0.013049,28451314
583501,0.020535, 0.045388, 0.086260, 0.021545,0.062266,0.080113,0.047458,0.025887,0.053974,0.099496,0.058720,0.011611,0.023391,0.048420,0.060468,0.008515,28498933
584001,0.112549, 0.050444, 0.002000, 0.002000,0.070601,0.068078,0.067543,0.024509,0.118695,0.075495,0.056625,0.016595,0.074579,0.098295,0.016977,0.002000,28431591
584501,0.451031, 0.055680, 0.002000, 0.064150,0.121917,0.073826,0.057809,0.021035,0.158495,0.068467,0.072399,0.017232,0.167609,0.183447,0.050364,0.022717,28512601
585001,0.002000, 0.121718, 0.097499, 0.002000,0.073601,0.058513,0.071551,0.022531,0.108555,0.061430,0.084033,0.012226,0.078336,0.081193,0.081438,0.011225,28547047
585501,0.255643, 0.174592, 0.002000, 0.017619,0.083828,0.073027,0.056629,0.021369,0.086176,0.134241,0.059768,0.013276,0.153132,0.205841,0.018822,0.033360,28486008
586001,0.294507, 0.028702, 0.002000, 0.002000,0.100207,0.074962,0.089307,0.023960,0.117478,0.078924,0.107592,0.015718,0.185837,0.066858,0.034856,0.005206,28549999
586501,0.091290, 0.002000, 0.195171, 0.013763,0.050235,0.053596,0.093177,0.022868,0.081416,0.039810,0.082356,0.009725,0.063567,0.020498,0.087013,0.005921,28434587
587001,0.065547, 0.002000, 0.002000, 0.002000,0.065406,0.047286,0.078261,0.012268,0.110291,0.049179,0.079957,0.005755,0.105847,0.036647,0.088552,0.021766,28493964
587501,0.035038, 0.004867, 0.101582, 0.002000,0.058775,0.068062,0.057351,0.023725,0.060254,0.082914,0.062196,0.014812,0.067835,0.062464,0.101063,0.026727,28403960
588001,0.140390, 0.141476, 0.145653, 0.002000,0.083882,0.071302,0.063838,0.027465,0.113255,0.121851,0.079495,0.017082,0.139360,0.090549,0.069749,0.022519,28444613
588501,0.218982, 0.156214, 0.120141, 0.002000,0.078632,0.056264,0.057370,0.025175,0.107281,0.075364,0.064569,0.011534,0.124612,0.080386,0.112353,0.002000,28423508
589001,0.120917, 0.066560, 0.099447, 0.002000,0.073267,0.079941,0.057495,0.018597,0.131373,0.089014,0.061177,0.011110,0.089090,0.081874,0.083287,0.016265,28463612
589501,0.076376, 0.031176, 0.234856, 0.002000,0.076632,0.059388,0.070919,0.030404,0.100389,0.055370,0.088901,0.016257,0.100623,0.030955,0.084785,0.002000,28456943
590001,0.191317, 0.145745, 0.131787, 0.087530,0.070838,0.047802,0.074829,0.030752,0.092442,0.068879,0.092448,0.021130,0.122052,0.049915,0.088409,0.030510,28583819
590501,0.116511, 0.069112, 0.055151, 0.002000,0.052494,0.068743,0.067287,0.022832,0.066678,0.066008,0.049146,0.013836,0.064099,0.073223,0.102985,0.002000,28446999
591001,0.002000, 0.096627, 0.096947, 0.015397,0.075481,0.053479,0.068193,0.016727,0.084287,0.061000,0.080235,0.011989,0.078716,0.052109,0.033649,0.006466,28469427
591501,0.183570, 0.002000, 0.002000, 0.002995,0.066604,0.066523,0.054762,0.019315,0.102854,0.092852,0.053921,0.011073,0.123058,0.078903,0.011908,0.022215,28425706
592001,0.099518, 0.065762, 0.056788, 0.002000,0.120238,0.052441,0.056406,0.026619,0.141188,0.059926,0.056040,0.016772,0.120280,0.061386,0.035011,0.004949,28473997
592501,0.002000, 0.094866, 0.082657, 0.002000,0.069746,0.067189,0.058747,0.022301,0.064466,0.066663,0.061042,0.011142,0.029505,0.067372,0.074067,0.002000,28406178
593001,0.140917, 0.190961, 0.080068, 0.002000,0.091347,0.081679,0.105237,0.020497,0.114490,0.119661,0.126277,0.014094,0.089004,0.098257,0.085392,0.010060,28362888
593501,0.229314, 0.050583, 0.059554, 0.030057,0.073511,0.060927,0.061587,0.023745,0.083087,0.085533,0.071675,0.016322,0.155983,0.067285,0.046612,0.011352,28367612
594001,0.103596, 0.141720, 0.181525, 0.002000,0.079206,0.083320,0.092922,0.025186,0.098062,0.126163,0.099364,0.012893,0.089379,0.102843,0.152215,0.003201,28500082
594501,0.098046, 0.002000, 0.191338, 0.002000,0.132350,0.083465,0.069356,0.020864,0.165392,0.072706,0.099006,0.012449,0.158646,0.018368,0.095659,0.002000,28461270
595001,0.002000, 0.059982, 0.083574, 0.058220,0.080322,0.101884,0.067294,0.022488,0.080420,0.109916,0.072251,0.011149,0.080418,0.082375,0.052674,0.020740,28491974
595501,0.002000, 0.045953, 0.018983, 0.022390,0.068727,0.083562,0.049155,0.021976,0.061104,0.074112,0.050645,0.013850,0.102194,0.016651,0.052047,0.008740,28392484
596001,0.036802, 0.002000, 0.002000, 0.002000,0.083035,0.073800,0.068148,0.036864,0.106367,0.081993,0.067699,0.017113,0.081384,0.002000,0.069032,0.002000,28359600
596501,0.216305, 0.046647, 0.013599, 0.002000,0.074965,0.055888,0.064435,0.030292,0.128334,0.072084,0.047618,0.015664,0.250393,0.051416,0.020531,0.033575,28479943
597001,0.023484, 0.128129, 0.002000, 0.002000,0.075538,0.068442,0.052213,0.036846,0.115143,0.067786,0.043015,0.015655,0.062760,0.080327,0.039005,0.064350,28471809
597501,0.164551, 0.062579, 0.025906, 0.002000,0.059238,0.060870,0.057812,0.012594,0.064981,0.070355,0.093398,0.007715,0.069430,0.072134,0.020172,0.002000,28402054
598001,0.002000, 0.002000, 0.007586, 0.002000,0.084793,0.053088,0.066954,0.013675,0.078407,0.063910,0.061650,0.007788,0.049125,0.039266,0.055615,0.002000,28392900
598501,0.026795, 0.049421, 0.002000, 0.002000,0.076191,0.077434,0.070980,0.022821,0.079824,0.081732,0.062204,0.013590,0.089103,0.048675,0.006495,0.002000,28383528
599001,0.075070, 0.017623, 0.067778, 0.002000,0.067269,0.069244,0.068873,0.022013,0.082707,0.063686,0.074522,0.018517,0.056137,0.023676,0.048220,0.020807,28485583
599501,0.008264, 0.285777, 0.223171, 0.002000,0.079942,0.085334,0.072087,0.028647,0.093090,0.100079,0.081077,0.019088,0.043319,0.141346,0.097052,0.033132,28380462
600001,0.124658, 0.104373, 0.146661, 0.002000,0.050829,0.051381,0.050722,0.029478,0.052780,0.052922,0.067732,0.017086,0.071422,0.062580,0.050358,0.007403,28460480
600501,0.121221, 0.115135, 0.002000, 0.001896,0.056707,0.063098,0.045188,0.030965,0.052446,0.068138,0.031936,0.021691,0.058402,0.063164,0.002000,0.008566,28457067
601001,0.002000, 0.145411, 0.063609, 0.002000,0.093050,0.047376,0.063100,0.028455,0.111806,0.047833,0.080890,0.011644,0.050049,0.091152,0.076902,0.002000,28418159
601501,0.036482, 0.002000, 0.002000, 0.002000,0.088368,0.082233,0.068127,0.024481,0.087148,0.070674,0.063944,0.013667,0.096784,0.037285,0.031210,0.002000,28410605
602001,0.173893, 0.156886, 0.064932, 0.002000,0.080977,0.072246,0.072662,0.021524,0.126688,0.092613,0.098374,0.013286,0.088274,0.144844,0.104025,0.026892,28358037
602501,0.078794, 0.003869, 0.104224, 0.002000,0.070341,0.044455,0.066586,0.033275,0.081273,0.043676,0.083834,0.014306,0.075123,0.031505,0.064048,0.002000,28437938
603001,0.136916, 0.129103, 0.060391, 0.002000,0.102197,0.069752,0.052932,0.027723,0.150324,0.086000,0.052784,0.014333,0.126705,0.077198,0.036876,0.002000,28537572
603501,0.230701, 0.053223, 0.168006, 0.002000,0.093877,0.053556,0.072249,0.029803,0.092848,0.035353,0.085742,0.021224,0.082192,0.019074,0.097837,0.002249,28434766
604001,0.002000, 0.069657, 0.002000, 0.002000,0.087253,0.065937,0.055692,0.018796,0.087277,0.067425,0.069702,0.011752,0.133314,0.046741,0.039727,0.002000,28459956
604501,0.035976, 0.184373, 0.081653, 0.002000,0.073789,0.073734,0.054956,0.019262,0.091006,0.065950,0.065398,0.011045,0.093293,0.136979,0.072081,0.002000,28423422
605001,0.002000, 0.004399, 0.088549, 0.002000,0.079591,0.068541,0.072889,0.030928,0.076868,0.067553,0.059738,0.024556,0.002000,0.033830,0.030850,0.027645,28449643
605501,0.008479, 0.076499, 0.002000, 0.002000,0.063331,0.044020,0.072630,0.019910,0.090554,0.044549,0.093882,0.011165,0.064034,0.058635,0.025138,0.002000,28433555
606001,0.278874, 0.104360, 0.002000, 0.002000,0.106879,0.084608,0.074209,0.029745,0.226680,0.057698,0.107805,0.016732,0.220312,0.112174,0.135545,0.009493,28545519
606501,0.122068, 0.002000, 0.070663, 0.012752,0.095594,0.069732,0.070032,0.017262,0.164168,0.092057,0.063379,0.007355,0.205339,0.043952,0.077941,0.005584,28491596
607001,0.048071, 0.158901, 0.022116, 0.023299,0.073846,0.088124,0.055919,0.019804,0.078103,0.103231,0.053659,0.009480,0.048659,0.199347,0.073164,0.010308,28547071
607501,0.002000, 0.070765, 0.152362, 0.015709,0.069661,0.057846,0.047930,0.028202,0.076372,0.057611,0.056731,0.019966,0.085022,0.048954,0.090504,0.010618,28487618
608001,0.017798, 0.002000, 0.049056, 0.002000,0.064336,0.070526,0.067159,0.028581,0.073333,0.064233,0.068316,0.015135,0.036930,0.019853,0.054666,0.004799,28370376
