Generation, BPA-R, BPA-S, BPA-T, BPA-P, WPA-R, WPA-S, WPA-T, WPA-P, AA-R, AA-S, AA-T, AA-P
19500,0.125869, 0.090795, 0.005341, 0.003165,0.988120, 0.981885, 0.865092, 0.782333,0.376539,0.249486,0.171374,0.184079
19600,0.090882, 0.136759, 0.033539, 0.003377,0.942887, 0.963941, 0.568914, 0.784288,0.344807,0.291548,0.137618,0.156060
19700,0.125334, 0.255669, 0.009436, 0.006530,0.713777, 0.955055, 0.370228, 0.708718,0.363341,0.275381,0.157080,0.134381
19800,0.087757, 0.158447, 0.035013, 0.007791,0.576977, 0.836763, 0.411059, 0.676619,0.365310,0.287613,0.154456,0.143434
19900,0.487157, 0.151462, 0.012182, 0.002854,0.532144, 0.948362, 0.580240, 0.714103,0.324841,0.286559,0.188853,0.167122
20000,0.112067, 0.235968, 0.024622, 0.004226,0.263496, 0.903871, 0.683929, 0.911442,0.360191,0.270058,0.161254,0.156463
20100,0.188224, 0.088466, 0.012930, 0.006452,0.595234, 0.911971, 0.652622, 0.648465,0.404964,0.251617,0.165824,0.187115
20200,0.650728, 0.187518, 0.002937, 0.002271,0.699636, 0.957522, 0.667544, 0.822438,0.386884,0.272312,0.152057,0.165070
20300,0.014588, 0.132443, 0.008239, 0.004025,0.926297, 0.854380, 0.130904, 0.898608,0.361887,0.295571,0.161944,0.158720
20400,0.188224, 0.088466, 0.012930, 0.006452,0.795726, 0.976276, 0.913024, 0.732236,0.380263,0.301456,0.182529,0.155823
20500,0.160142, 0.115049, 0.026373, 0.010903,0.497113, 0.984881, 0.824844, 0.690343,0.358347,0.278958,0.162640,0.138348
20600,0.014588, 0.132443, 0.008239, 0.004025,0.771521, 0.997741, 0.840997, 0.587488,0.410741,0.278367,0.173558,0.179888
20700,0.028219, 0.022328, 0.025115, 0.002152,0.780318, 0.937399, 0.530669, 0.885157,0.397178,0.267772,0.128992,0.159282
20800,0.380046, 0.019305, 0.002539, 0.030153,0.071428, 0.826483, 0.461382, 0.946010,0.349274,0.270871,0.143034,0.140132
20900,0.210694, 0.040976, 0.009205, 0.015092,0.581143, 0.939264, 0.846945, 0.998912,0.387905,0.272997,0.165539,0.174016
21000,0.650728, 0.187518, 0.002937, 0.002271,0.623666, 0.936644, 0.923432, 0.597626,0.382724,0.257005,0.159297,0.152736
21100,0.014588, 0.132443, 0.008239, 0.004025,0.698530, 0.954902, 0.487603, 0.989425,0.410504,0.278732,0.176569,0.151043
21200,0.331428, 0.069618, 0.009964, 0.005594,0.606933, 0.995938, 0.160476, 0.446732,0.392699,0.278862,0.166139,0.173560
21300,0.390679, 0.131497, 0.002886, 0.007380,0.544750, 0.937292, 0.311120, 0.698820,0.376445,0.280075,0.143370,0.170499
21400,0.405154, 0.052030, 0.012976, 0.003932,0.423582, 0.942685, 0.643745, 0.909425,0.408419,0.283054,0.141920,0.163889
21500,0.370632, 0.093093, 0.017893, 0.004718,0.985961, 0.980014, 0.945519, 0.553256,0.361120,0.268614,0.176749,0.145193
21600,0.175792, 0.240007, 0.003828, 0.011441,0.990784, 0.972796, 0.933729, 0.537513,0.374497,0.298451,0.175125,0.152443
21700,0.014588, 0.132443, 0.008239, 0.004025,0.836868, 0.980193, 0.230855, 0.891563,0.392974,0.271676,0.158594,0.146742
21800,0.294072, 0.154881, 0.005008, 0.009448,0.160212, 0.999364, 0.826612, 0.504501,0.367688,0.268372,0.160378,0.131312
21900,0.125334, 0.255669, 0.009436, 0.006530,0.438739, 0.971167, 0.390353, 0.985498,0.392671,0.257532,0.164745,0.165003
22000,0.607690, 0.033363, 0.010993, 0.002951,0.946518, 0.985973, 0.986502, 0.038167,0.380025,0.263701,0.181850,0.170596
22100,0.091390, 0.170445, 0.009169, 0.013496,0.012753, 0.864889, 0.654195, 0.899301,0.367654,0.262471,0.166664,0.163692
22200,0.451834, 0.090544, 0.033990, 0.008966,0.774057, 0.958640, 0.614885, 0.890140,0.367952,0.278796,0.197020,0.137100
22300,0.040628, 0.243076, 0.004020, 0.019025,0.337941, 0.879334, 0.100276, 0.780947,0.384116,0.267418,0.141899,0.169379
22400,0.014588, 0.132443, 0.008239, 0.004025,0.917638, 0.998937, 0.902794, 0.757304,0.369199,0.280545,0.186223,0.163925
22500,0.601442, 0.267317, 0.004866, 0.001517,0.826254, 0.989637, 0.780935, 0.816226,0.380387,0.284846,0.157979,0.141884
22600,0.418204, 0.008676, 0.019084, 0.002236,0.800341, 0.856500, 0.393848, 0.705764,0.371824,0.247272,0.189732,0.152198
22700,0.014588, 0.132443, 0.008239, 0.004025,0.784931, 0.974906, 0.200566, 0.510492,0.385537,0.244560,0.163385,0.182290
22800,0.014588, 0.132443, 0.008239, 0.004025,0.888981, 0.976393, 0.942890, 0.422826,0.382631,0.283878,0.161539,0.126207
22900,0.267986, 0.245729, 0.019190, 0.003605,0.842578, 0.861342, 0.871289, 0.881549,0.355970,0.267471,0.178464,0.187090
23000,0.125869, 0.090795, 0.005341, 0.003165,0.849922, 0.930275, 0.370834, 0.675035,0.396383,0.288326,0.180137,0.176499
23100,0.090882, 0.136759, 0.033539, 0.003377,0.882897, 0.942216, 0.873098, 0.764544,0.362844,0.271476,0.165288,0.151051
23200,0.091390, 0.170445, 0.009169, 0.013496,0.847350, 0.915845, 0.745393, 0.996667,0.367499,0.274887,0.194652,0.141751
23300,0.650728, 0.187518, 0.002937, 0.002271,0.254706, 0.996550, 0.137461, 0.414480,0.376706,0.275873,0.139529,0.147839
23400,0.764379, 0.006810, 0.010708, 0.009183,0.779972, 0.982106, 0.623316, 0.649145,0.392687,0.290787,0.183457,0.112441
23500,0.764379, 0.006810, 0.010708, 0.009183,0.469999, 0.933426, 0.742064, 0.614192,0.392879,0.267024,0.171055,0.177001
23600,0.487157, 0.151462, 0.012182, 0.002854,0.498923, 0.718529, 0.819816, 0.907004,0.378499,0.254558,0.156631,0.182219
23700,0.262520, 0.141528, 0.004146, 0.002962,0.796850, 0.973737, 0.796225, 0.495498,0.358487,0.277909,0.163148,0.167842
23800,0.390679, 0.131497, 0.002886, 0.007380,0.542317, 0.970578, 0.897774, 0.989087,0.355259,0.275469,0.198254,0.153543
23900,0.210694, 0.040976, 0.009205, 0.015092,0.870312, 0.916452, 0.695179, 0.572890,0.390608,0.263293,0.146959,0.145493
24000,0.365424, 0.035019, 0.028692, 0.011839,0.902097, 0.997769, 0.755372, 0.863872,0.411513,0.305092,0.165239,0.161635
24100,0.125869, 0.090795, 0.005341, 0.003165,0.536741, 0.588366, 0.968749, 0.997792,0.352394,0.269956,0.186428,0.159692
24200,0.390679, 0.131497, 0.002886, 0.007380,0.689113, 0.985939, 0.819520, 0.664948,0.387590,0.268033,0.162316,0.164177
24300,0.028219, 0.022328, 0.025115, 0.002152,0.975515, 0.915685, 0.739919, 0.426677,0.357455,0.274703,0.169544,0.136561
24400,0.028219, 0.022328, 0.025115, 0.002152,0.824624, 0.883741, 0.785139, 0.809434,0.382429,0.267345,0.152637,0.170430
24500,0.331428, 0.069618, 0.009964, 0.005594,0.239591, 0.962909, 0.650142, 0.333259,0.346560,0.250199,0.158886,0.134559
24600,0.601442, 0.267317, 0.004866, 0.001517,0.428945, 0.923796, 0.882555, 0.811179,0.350659,0.263775,0.183351,0.121870
24700,0.262520, 0.141528, 0.004146, 0.002962,0.972277, 0.781657, 0.433653, 0.721018,0.368199,0.276233,0.150964,0.148156
24800,0.033184, 0.266331, 0.013006, 0.013441,0.827533, 0.879704, 0.913070, 0.910835,0.339308,0.263816,0.150801,0.153563
24900,0.028219, 0.022328, 0.025115, 0.002152,0.734174, 0.988438, 0.886282, 0.802434,0.383739,0.264668,0.162508,0.181581
25000,0.125334, 0.255669, 0.009436, 0.006530,0.823702, 0.905595, 0.360581, 0.561774,0.341429,0.259168,0.163195,0.163130
25100,0.611809, 0.093310, 0.009144, 0.013140,0.594613, 0.857128, 0.352054, 0.993176,0.376592,0.217282,0.180653,0.150554
25200,0.033184, 0.266331, 0.013006, 0.013441,0.324453, 0.899240, 0.698289, 0.988472,0.351600,0.281002,0.132947,0.166237
25300,0.418204, 0.008676, 0.019084, 0.002236,0.524657, 0.840012, 0.823811, 0.643749,0.384377,0.243165,0.156230,0.152796
25400,0.593426, 0.056524, 0.014620, 0.007193,0.035454, 0.913305, 0.975683, 0.803076,0.373099,0.252823,0.146028,0.179984
25500,0.601442, 0.267317, 0.004866, 0.001517,0.947322, 0.873630, 0.387320, 0.921272,0.367414,0.268202,0.147353,0.176282
25600,0.262520, 0.141528, 0.004146, 0.002962,0.907128, 0.907587, 0.867187, 0.846514,0.329049,0.255599,0.157751,0.160369
25700,0.016816, 0.024428, 0.013027, 0.007208,0.471889, 0.919388, 0.216048, 0.560271,0.351341,0.257709,0.153533,0.143552
25800,0.125869, 0.090795, 0.005341, 0.003165,0.303712, 0.995530, 0.711996, 0.730284,0.320110,0.224694,0.180347,0.156117
25900,0.267986, 0.245729, 0.019190, 0.003605,0.440502, 0.962709, 0.694666, 0.747623,0.376171,0.264046,0.174369,0.136376
26000,0.089531, 0.080711, 0.007889, 0.008640,0.451781, 0.914573, 0.164744, 0.804349,0.360938,0.254436,0.150677,0.146358
26100,0.390679, 0.131497, 0.002886, 0.007380,0.953275, 0.951909, 0.686724, 0.839348,0.377028,0.255276,0.196428,0.156766
26200,0.028219, 0.022328, 0.025115, 0.002152,0.998706, 0.879295, 0.470194, 0.618047,0.361938,0.251021,0.160204,0.170003
26300,0.028219, 0.022328, 0.025115, 0.002152,0.564729, 0.919007, 0.722585, 0.769007,0.365050,0.264755,0.186861,0.151436
26400,0.262520, 0.141528, 0.004146, 0.002962,0.611935, 0.929543, 0.359066, 0.740425,0.373876,0.232588,0.147440,0.126072
26500,0.113961, 0.126008, 0.025156, 0.008309,0.034731, 0.960469, 0.997306, 0.847618,0.398268,0.231819,0.167465,0.153717
26600,0.267986, 0.245729, 0.019190, 0.003605,0.973842, 0.998950, 0.342446, 0.861166,0.370640,0.262278,0.146785,0.151532
26700,0.376048, 0.288566, 0.007801, 0.005288,0.645672, 0.852572, 0.667425, 0.705448,0.346244,0.254666,0.169448,0.148215
26800,0.418204, 0.008676, 0.019084, 0.002236,0.485726, 0.959609, 0.369569, 0.925391,0.396671,0.266352,0.144486,0.189603
26900,0.091390, 0.170445, 0.009169, 0.013496,0.822017, 0.923320, 0.384997, 0.524245,0.401465,0.265776,0.168752,0.133648
27000,0.405154, 0.052030, 0.012976, 0.003932,0.750971, 0.825346, 0.846351, 0.968691,0.347225,0.281529,0.168271,0.160544
27100,0.125869, 0.090795, 0.005341, 0.003165,0.873897, 0.895184, 0.976059, 0.884023,0.343834,0.289780,0.145843,0.158602
27200,0.089531, 0.080711, 0.007889, 0.008640,0.552300, 0.856983, 0.919980, 0.691269,0.345849,0.259539,0.184806,0.155582
27300,0.014588, 0.132443, 0.008239, 0.004025,0.724680, 0.988941, 0.785387, 0.581507,0.389484,0.284908,0.138144,0.145072
27400,0.598857, 0.115970, 0.009080, 0.009519,0.390367, 0.926368, 0.469528, 0.949141,0.351676,0.240649,0.162350,0.181366
27500,0.125869, 0.090795, 0.005341, 0.003165,0.431598, 0.998055, 0.748619, 0.812407,0.374585,0.248748,0.163808,0.170251
27600,0.512942, 0.030496, 0.005984, 0.002670,0.275575, 0.986828, 0.781621, 0.634418,0.396928,0.249294,0.154127,0.140857
27700,0.331428, 0.069618, 0.009964, 0.005594,0.858536, 0.777584, 0.831857, 0.930963,0.404809,0.243537,0.179389,0.162049
27800,0.249394, 0.146075, 0.014736, 0.016619,0.887702, 0.976603, 0.788137, 0.444258,0.398005,0.255091,0.182623,0.143322
27900,0.125869, 0.090795, 0.005341, 0.003165,0.940334, 0.984748, 0.871135, 0.783849,0.378378,0.250319,0.182026,0.145261
28000,0.014588, 0.132443, 0.008239, 0.004025,0.678870, 0.871923, 0.586055, 0.867982,0.357959,0.244672,0.171355,0.149141
28100,0.125869, 0.090795, 0.005341, 0.003165,0.993627, 0.928054, 0.320917, 0.895671,0.363056,0.235354,0.158303,0.163361
28200,0.405154, 0.052030, 0.012976, 0.003932,0.759671, 0.933656, 0.682919, 0.577288,0.338992,0.272576,0.159472,0.132259
28300,0.586537, 0.038469, 0.012464, 0.014939,0.607082, 0.931576, 0.814816, 0.968612,0.379188,0.223275,0.184356,0.152113
28400,0.525373, 0.043327, 0.013067, 0.008068,0.456328, 0.911997, 0.396957, 0.978854,0.362238,0.261890,0.158871,0.145655
28500,0.125334, 0.255669, 0.009436, 0.006530,0.665163, 0.865694, 0.786710, 0.745043,0.341534,0.237009,0.161493,0.167764
28600,0.125869, 0.090795, 0.005341, 0.003165,0.724550, 0.926516, 0.335056, 0.926060,0.367657,0.246479,0.165818,0.169669
28700,0.336072, 0.144973, 0.001562, 0.009190,0.802872, 0.922649, 0.664913, 0.829379,0.355738,0.246823,0.161547,0.143288
28800,0.405154, 0.052030, 0.012976, 0.003932,0.837530, 0.824651, 0.988048, 0.527009,0.358262,0.248849,0.156430,0.174443
28900,0.014588, 0.132443, 0.008239, 0.004025,0.564227, 0.971207, 0.189213, 0.894825,0.365531,0.226148,0.160123,0.159325
29000,0.005612, 0.322018, 0.021249, 0.002113,0.864277, 0.834874, 0.409546, 0.886356,0.356184,0.254073,0.159150,0.127044
29100,0.383385, 0.056603, 0.002318, 0.012735,0.555388, 0.890939, 0.775970, 0.376148,0.329650,0.234671,0.165221,0.169683
29200,0.028219, 0.022328, 0.025115, 0.002152,0.646499, 0.936413, 0.939431, 0.520313,0.351699,0.254287,0.166327,0.149756
29300,0.005612, 0.322018, 0.021249, 0.002113,0.545971, 0.888536, 0.353684, 0.967334,0.343368,0.247139,0.155062,0.131178
29400,0.160142, 0.115049, 0.026373, 0.010903,0.954802, 0.968570, 0.322350, 0.945732,0.348556,0.254831,0.149203,0.156196
29500,0.091390, 0.170445, 0.009169, 0.013496,0.842883, 0.974869, 0.332950, 0.866166,0.336009,0.304572,0.153306,0.183915
29600,0.078445, 0.099562, 0.007163, 0.018612,0.605234, 0.977205, 0.278758, 0.814909,0.324766,0.248746,0.154658,0.164737
29700,0.135625, 0.404341, 0.020152, 0.002895,0.964609, 0.939698, 0.933335, 0.323930,0.330348,0.285435,0.156339,0.152508
29800,0.089531, 0.080711, 0.007889, 0.008640,0.833222, 0.885463, 0.437767, 0.958828,0.358175,0.266273,0.147800,0.131924
29900,0.331428, 0.069618, 0.009964, 0.005594,0.124376, 0.872337, 0.111276, 0.946830,0.302645,0.254238,0.144863,0.150248
30000,0.512942, 0.030496, 0.005984, 0.002670,0.714281, 0.942755, 0.313475, 0.848250,0.343363,0.260475,0.175395,0.155410
30100,0.262520, 0.141528, 0.004146, 0.002962,0.787730, 0.975969, 0.660601, 0.625865,0.345296,0.246785,0.174953,0.123983
30200,0.434020, 0.013636, 0.016675, 0.002513,0.721317, 0.987899, 0.637043, 0.209085,0.340853,0.267273,0.140954,0.142470
30300,0.051145, 0.048319, 0.009829, 0.009885,0.810208, 0.922913, 0.911558, 0.935658,0.330890,0.271420,0.134203,0.137732
30400,0.120460, 0.292072, 0.004533, 0.002608,0.980368, 0.972655, 0.812322, 0.356371,0.343321,0.264725,0.178989,0.155050
30500,0.048948, 0.147460, 0.019644, 0.003807,0.730726, 0.975643, 0.330583, 0.795602,0.321475,0.267862,0.176797,0.155790
30600,0.541761, 0.031029, 0.006146, 0.006093,0.528830, 0.911666, 0.150441, 0.946960,0.342529,0.264477,0.167866,0.137639
30700,0.512942, 0.030496, 0.005984, 0.002670,0.754038, 0.972833, 0.796061, 0.596145,0.344639,0.265649,0.159535,0.165827
30800,0.434020, 0.013636, 0.016675, 0.002513,0.414674, 0.971927, 0.990072, 0.737577,0.315888,0.293625,0.170894,0.172901
30900,0.014588, 0.132443, 0.008239, 0.004025,0.943011, 0.983100, 0.400822, 0.442811,0.358396,0.273482,0.177825,0.175146
31000,0.541761, 0.031029, 0.006146, 0.006093,0.097307, 0.999844, 0.176840, 0.938081,0.324922,0.248325,0.153962,0.165859
31100,0.512942, 0.030496, 0.005984, 0.002670,0.511702, 0.991450, 0.929700, 0.747591,0.337628,0.273588,0.159969,0.133815
31200,0.262520, 0.141528, 0.004146, 0.002962,0.785597, 0.941504, 0.750351, 0.684205,0.369464,0.287817,0.177939,0.162461
31300,0.262520, 0.141528, 0.004146, 0.002962,0.936244, 0.866708, 0.010806, 0.823892,0.325796,0.270808,0.141271,0.167439
31400,0.051145, 0.048319, 0.009829, 0.009885,0.784603, 0.992695, 0.842385, 0.399769,0.318699,0.292978,0.177418,0.183454
31500,0.051145, 0.048319, 0.009829, 0.009885,0.908818, 0.997621, 0.701863, 0.749122,0.307871,0.251181,0.173765,0.180931
31600,0.014588, 0.132443, 0.008239, 0.004025,0.267325, 0.927646, 0.513922, 0.912308,0.310482,0.241337,0.132861,0.151933
31700,0.125869, 0.090795, 0.005341, 0.003165,0.499221, 0.986670, 0.794986, 0.413279,0.348781,0.283727,0.174274,0.158000
31800,0.487157, 0.151462, 0.012182, 0.002854,0.891999, 0.904975, 0.563733, 0.880739,0.285071,0.261922,0.158281,0.181657
31900,0.166213, 0.421931, 0.002883, 0.005113,0.947444, 0.918931, 0.927304, 0.588823,0.354765,0.273226,0.173567,0.161168
32000,0.207823, 0.369496, 0.015688, 0.001415,0.420427, 0.940583, 0.198865, 0.955930,0.328250,0.251895,0.165148,0.172334
32100,0.125869, 0.090795, 0.005341, 0.003165,0.055543, 0.991487, 0.897365, 0.300050,0.290444,0.242542,0.160672,0.121180
32200,0.113961, 0.126008, 0.025156, 0.008309,0.686828, 0.897294, 0.994952, 0.632548,0.309289,0.232730,0.168252,0.131158
32300,0.028219, 0.022328, 0.025115, 0.002152,0.273018, 0.994350, 0.742807, 0.663771,0.295604,0.237651,0.176293,0.147656
32400,0.376048, 0.288566, 0.007801, 0.005288,0.839844, 0.758274, 0.652790, 0.946996,0.327066,0.269253,0.172431,0.149384
32500,0.390679, 0.131497, 0.002886, 0.007380,0.816910, 0.966119, 0.822346, 0.684316,0.329121,0.241103,0.152556,0.171942
32600,0.418204, 0.008676, 0.019084, 0.002236,0.280897, 0.945252, 0.964579, 0.578734,0.352845,0.283403,0.184925,0.176038
32700,0.014588, 0.132443, 0.008239, 0.004025,0.707366, 0.999990, 0.288261, 0.585357,0.324287,0.224960,0.147606,0.165070
32800,0.262520, 0.141528, 0.004146, 0.002962,0.805651, 0.681243, 0.245932, 0.924021,0.318846,0.248331,0.143449,0.153585
32900,0.125869, 0.090795, 0.005341, 0.003165,0.688884, 0.887519, 0.279734, 0.686338,0.315981,0.245556,0.176910,0.155780
33000,0.306761, 0.062816, 0.034712, 0.002666,0.723839, 0.788349, 0.264513, 0.899317,0.301118,0.265332,0.176406,0.156320
33100,0.188224, 0.088466, 0.012930, 0.006452,0.684466, 0.877802, 0.143936, 0.550445,0.335021,0.240131,0.159589,0.153741
33200,0.014588, 0.132443, 0.008239, 0.004025,0.644503, 0.863047, 0.632125, 0.600959,0.331762,0.242493,0.156200,0.164853
33300,0.113961, 0.126008, 0.025156, 0.008309,0.848112, 0.949684, 0.724772, 0.932216,0.324029,0.254002,0.164020,0.146191
33400,0.188224, 0.088466, 0.012930, 0.006452,0.978498, 0.957890, 0.210105, 0.480819,0.337682,0.226842,0.155530,0.165426
33500,0.434020, 0.013636, 0.016675, 0.002513,0.518507, 0.965484, 0.922147, 0.757631,0.331765,0.247219,0.159347,0.119496
33600,0.331428, 0.069618, 0.009964, 0.005594,0.433737, 0.929374, 0.440722, 0.536587,0.334536,0.227926,0.139801,0.152525
33700,0.014588, 0.132443, 0.008239, 0.004025,0.869097, 0.989784, 0.959442, 0.452246,0.335116,0.275409,0.175759,0.148793
33800,0.005612, 0.322018, 0.021249, 0.002113,0.921070, 0.975432, 0.045038, 0.528895,0.340884,0.277727,0.197427,0.155737
33900,0.091390, 0.170445, 0.009169, 0.013496,0.959212, 0.922808, 0.387256, 0.522312,0.346366,0.263777,0.148113,0.185989
34000,0.120460, 0.292072, 0.004533, 0.002608,0.931567, 0.975813, 0.766520, 0.431752,0.366542,0.261156,0.147710,0.138682
34100,0.125869, 0.090795, 0.005341, 0.003165,0.716667, 0.925601, 0.842623, 0.820438,0.321640,0.279885,0.161010,0.170427
34200,0.434020, 0.013636, 0.016675, 0.002513,0.920001, 0.917684, 0.767221, 0.515046,0.310104,0.238882,0.171124,0.159268
34300,0.005612, 0.322018, 0.021249, 0.002113,0.999875, 0.967806, 0.535656, 0.518631,0.319782,0.270667,0.154674,0.164632
34400,0.125869, 0.090795, 0.005341, 0.003165,0.727152, 0.987283, 0.139214, 0.857405,0.319876,0.254423,0.191054,0.162760
34500,0.383385, 0.056603, 0.002318, 0.012735,0.903947, 0.804022, 0.160265, 0.973014,0.308751,0.254585,0.172051,0.155656
34600,0.014588, 0.132443, 0.008239, 0.004025,0.864299, 0.857025, 0.729621, 0.768968,0.338976,0.225652,0.169692,0.175544
34700,0.120460, 0.292072, 0.004533, 0.002608,0.557746, 0.951907, 0.048054, 0.995068,0.313504,0.252561,0.148376,0.136364
34800,0.434020, 0.013636, 0.016675, 0.002513,0.982277, 0.985835, 0.203798, 0.863650,0.359827,0.252518,0.200484,0.153834
34900,0.089531, 0.080711, 0.007889, 0.008640,0.966909, 0.943700, 0.354683, 0.883322,0.335463,0.276041,0.164624,0.139917
35000,0.048948, 0.147460, 0.019644, 0.003807,0.438133, 0.892733, 0.808083, 0.923766,0.341891,0.255404,0.136302,0.144109
35100,0.188224, 0.088466, 0.012930, 0.006452,0.726097, 0.956802, 0.984978, 0.342195,0.375565,0.236990,0.160972,0.170505
35200,0.262520, 0.141528, 0.004146, 0.002962,0.904869, 0.943304, 0.849634, 0.577840,0.321866,0.251248,0.173134,0.148981
35300,0.487157, 0.151462, 0.012182, 0.002854,0.822500, 0.951311, 0.107505, 0.672266,0.358261,0.243083,0.163341,0.125476
35400,0.090882, 0.136759, 0.033539, 0.003377,0.992503, 0.897467, 0.381121, 0.913220,0.348212,0.289915,0.148256,0.182115
35500,0.113228, 0.013411, 0.027634, 0.003172,0.819441, 0.972010, 0.616981, 0.955483,0.346065,0.267853,0.206304,0.164181
35600,0.019886, 0.115669, 0.022190, 0.023564,0.733088, 0.994206, 0.709834, 0.803331,0.376273,0.258989,0.177613,0.160710
35700,0.188224, 0.088466, 0.012930, 0.006452,0.679620, 0.962618, 0.979807, 0.312044,0.353314,0.227873,0.178119,0.166347
35800,0.205255, 0.117187, 0.026447, 0.007244,0.829723, 0.958592, 0.337769, 0.915574,0.324217,0.237309,0.136519,0.182894
35900,0.051145, 0.048319, 0.009829, 0.009885,0.414747, 0.972581, 0.438133, 0.709466,0.375571,0.283170,0.165399,0.137599
36000,0.262520, 0.141528, 0.004146, 0.002962,0.989317, 0.915852, 0.839572, 0.328089,0.357050,0.263217,0.173550,0.145510
36100,0.188224, 0.088466, 0.012930, 0.006452,0.894818, 0.885919, 0.963896, 0.665539,0.337327,0.271158,0.174439,0.152653
36200,0.199450, 0.035622, 0.008872, 0.018754,0.861771, 0.933738, 0.838088, 0.559574,0.363837,0.266164,0.124478,0.156358
36300,0.512942, 0.030496, 0.005984, 0.002670,0.796896, 0.966568, 0.947311, 0.547173,0.368701,0.265593,0.167940,0.151432
36400,0.051145, 0.048319, 0.009829, 0.009885,0.835929, 0.970198, 0.277924, 0.917259,0.379942,0.266286,0.144897,0.167880
36500,0.383385, 0.056603, 0.002318, 0.012735,0.529787, 0.995476, 0.377184, 0.578356,0.352381,0.270869,0.153993,0.114477
36600,0.188224, 0.088466, 0.012930, 0.006452,0.795203, 0.992250, 0.427199, 0.546324,0.355586,0.257803,0.176028,0.158058
36700,0.125334, 0.255669, 0.009436, 0.006530,0.759998, 0.962515, 0.310085, 0.476374,0.331441,0.243314,0.169567,0.183118
36800,0.508612, 0.152887, 0.014663, 0.007944,0.799108, 0.876952, 0.249467, 0.996880,0.321070,0.246707,0.158731,0.170801
36900,0.030542, 0.045505, 0.007854, 0.010711,0.640858, 0.920124, 0.467832, 0.696429,0.310907,0.248186,0.173793,0.149167
37000,0.512942, 0.030496, 0.005984, 0.002670,0.820969, 0.983831, 0.803191, 0.225189,0.368689,0.272143,0.155567,0.170561
37100,0.390679, 0.131497, 0.002886, 0.007380,0.941157, 0.983712, 0.946764, 0.215673,0.363519,0.248445,0.181032,0.143841
37200,0.061800, 0.076669, 0.014611, 0.014473,0.855628, 0.989134, 0.513770, 0.831709,0.366718,0.225977,0.152988,0.184391
37300,0.113228, 0.013411, 0.027634, 0.003172,0.759993, 0.999037, 0.495600, 0.445151,0.355436,0.245418,0.193610,0.166095
37400,0.262520, 0.141528, 0.004146, 0.002962,0.917012, 0.915692, 0.359714, 0.728195,0.356574,0.225084,0.149239,0.159358
37500,0.331428, 0.069618, 0.009964, 0.005594,0.704343, 0.966009, 0.751843, 0.510414,0.383946,0.236664,0.150712,0.159344
37600,0.014588, 0.132443, 0.008239, 0.004025,0.907908, 0.863158, 0.923124, 0.774426,0.363092,0.234248,0.162060,0.180113
37700,0.512942, 0.030496, 0.005984, 0.002670,0.964433, 0.890545, 0.297482, 0.898991,0.363645,0.251356,0.146756,0.162409
37800,0.405154, 0.052030, 0.012976, 0.003932,0.922011, 0.999666, 0.962772, 0.460448,0.343542,0.243702,0.162505,0.163483
37900,0.113228, 0.013411, 0.027634, 0.003172,0.795810, 0.925006, 0.869994, 0.831883,0.382333,0.247883,0.170908,0.149834
38000,0.418204, 0.008676, 0.019084, 0.002236,0.572671, 0.974156, 0.713011, 0.763053,0.360228,0.254846,0.158226,0.129042
38100,0.207823, 0.369496, 0.015688, 0.001415,0.558253, 0.986716, 0.717538, 0.938531,0.373850,0.256424,0.148476,0.167772
38200,0.090882, 0.136759, 0.033539, 0.003377,0.729554, 0.954348, 0.904316, 0.735250,0.328542,0.271343,0.175402,0.154082
38300,0.014588, 0.132443, 0.008239, 0.004025,0.704480, 0.985806, 0.358074, 0.556490,0.344946,0.246692,0.177322,0.179003
38400,0.028219, 0.022328, 0.025115, 0.002152,0.817694, 0.975814, 0.643554, 0.516488,0.334313,0.255337,0.166922,0.157061
38500,0.062123, 0.176132, 0.018328, 0.009809,0.306420, 0.991691, 0.822068, 0.974114,0.340836,0.282481,0.147095,0.149443
38600,0.087757, 0.158447, 0.035013, 0.007791,0.345761, 0.983415, 0.871595, 0.762401,0.317641,0.259107,0.199998,0.160603
38700,0.512942, 0.030496, 0.005984, 0.002670,0.965758, 0.675680, 0.940116, 0.866451,0.346238,0.247683,0.162104,0.146870
38800,0.030542, 0.045505, 0.007854, 0.010711,0.430103, 0.982981, 0.831032, 0.657766,0.357574,0.252283,0.157033,0.166299
38900,0.051145, 0.048319, 0.009829, 0.009885,0.476715, 0.970143, 0.457037, 0.374112,0.345038,0.233111,0.202733,0.138261
39000,0.030542, 0.045505, 0.007854, 0.010711,0.369655, 0.913156, 0.825145, 0.749595,0.328271,0.267085,0.133096,0.164619
39100,0.512942, 0.030496, 0.005984, 0.002670,0.714954, 0.922045, 0.774338, 0.888539,0.347410,0.246503,0.150122,0.181943
39200,0.125869, 0.090795, 0.005341, 0.003165,0.823893, 0.943260, 0.327570, 0.909903,0.367008,0.261824,0.167500,0.143695
39300,0.331428, 0.069618, 0.009964, 0.005594,0.927743, 0.927357, 0.651393, 0.735084,0.363728,0.273982,0.154324,0.158021
39400,0.091390, 0.170445, 0.009169, 0.013496,0.914791, 0.905849, 0.964361, 0.731344,0.383754,0.259671,0.189036,0.150893
39500,0.541761, 0.031029, 0.006146, 0.006093,0.528736, 0.904780, 0.682570, 0.366626,0.377506,0.237058,0.163778,0.146141
