Generation, BPA-R, BPA-S, BPA-T, BPA-P, WPA-R, WPA-S, WPA-T, WPA-P, AA-R, AA-S, AA-T, AA-P
2100,0.997358, 0.007393, 0.007937, 0.854148,0.919141, 0.103361, 0.096145, 0.970457,0.991902,0.016317,0.020808,0.864641
2150,0.996985, 0.010504, 0.015828, 0.861682,0.939148, 0.029178, 0.148595, 0.899897,0.991844,0.019729,0.023796,0.860592
2200,0.997255, 0.017802, 0.020513, 0.866940,0.911804, 0.002000, 0.080424, 0.818810,0.990781,0.016159,0.020074,0.858053
2250,0.997249, 0.012719, 0.015274, 0.861474,0.913840, 0.002000, 0.070674, 0.951159,0.992665,0.017088,0.018860,0.863193
2300,0.997695, 0.045956, 0.007495, 0.861064,0.900450, 0.039955, 0.086157, 0.657570,0.988208,0.016770,0.021883,0.867373
2350,0.997447, 0.012010, 0.013435, 0.859935,0.922156, 0.168449, 0.002000, 0.850899,0.989510,0.020944,0.019036,0.872501
2400,0.997420, 0.013293, 0.015905, 0.869120,0.905228, 0.002000, 0.096764, 0.938167,0.990139,0.018494,0.016650,0.880757
2450,0.997323, 0.011884, 0.016644, 0.872414,0.942785, 0.049357, 0.108241, 0.830711,0.991353,0.021739,0.023830,0.870941
2500,0.997468, 0.012345, 0.012887, 0.877462,0.906033, 0.064536, 0.080035, 0.888579,0.989948,0.020906,0.017938,0.873584
2550,0.998000, 0.002000, 0.048180, 0.788904,0.897278, 0.086472, 0.042802, 0.789479,0.991601,0.024697,0.018918,0.870761
2600,0.997490, 0.014150, 0.017791, 0.885233,0.945263, 0.037232, 0.053882, 0.818511,0.989942,0.017578,0.022652,0.882848
2650,0.997378, 0.013527, 0.017006, 0.885592,0.930808, 0.002000, 0.101605, 0.903612,0.991097,0.017327,0.020647,0.886301
2700,0.997404, 0.014038, 0.020326, 0.873799,0.910224, 0.054789, 0.139291, 0.812815,0.991513,0.014967,0.019422,0.886969
2750,0.995458, 0.011488, 0.021726, 0.896754,0.902310, 0.027773, 0.109118, 0.924388,0.989461,0.015275,0.022808,0.882289
2800,0.997260, 0.012912, 0.013952, 0.876274,0.899091, 0.097693, 0.095185, 0.741801,0.988321,0.024703,0.025392,0.873273
2850,0.997099, 0.013635, 0.010818, 0.871157,0.917894, 0.099803, 0.071218, 0.889180,0.994938,0.015502,0.015829,0.872888
2900,0.979517, 0.009200, 0.009890, 0.846654,0.886770, 0.121548, 0.023772, 0.805808,0.991995,0.016986,0.022351,0.878870
2950,0.997426, 0.013708, 0.014172, 0.844555,0.905653, 0.110622, 0.098074, 0.876136,0.991669,0.018313,0.018350,0.880799
3000,0.997449, 0.011392, 0.012644, 0.880564,0.910010, 0.102909, 0.002000, 0.864410,0.989002,0.018044,0.014741,0.868236
3050,0.997347, 0.011177, 0.009992, 0.879010,0.898334, 0.002000, 0.116594, 0.828397,0.990243,0.020048,0.019474,0.884170
3100,0.997280, 0.011502, 0.014137, 0.884383,0.921546, 0.103050, 0.086017, 0.643071,0.991557,0.020001,0.016488,0.874408
3150,0.997508, 0.012328, 0.016953, 0.888789,0.854515, 0.069592, 0.021775, 0.888024,0.988282,0.015195,0.016474,0.881967
3200,0.995744, 0.011201, 0.013882, 0.894123,0.944833, 0.094086, 0.111951, 0.782083,0.985726,0.019727,0.018515,0.888467
3250,0.996552, 0.010196, 0.015494, 0.892315,0.899874, 0.002000, 0.104728, 0.799105,0.990724,0.017394,0.018665,0.884484
3300,0.998000, 0.002000, 0.002000, 0.947151,0.918032, 0.133487, 0.108092, 0.872088,0.989368,0.017138,0.023040,0.892487
3350,0.996646, 0.009908, 0.014273, 0.896355,0.921255, 0.008797, 0.093724, 0.967706,0.990713,0.017007,0.025554,0.884732
3400,0.997019, 0.007674, 0.011672, 0.843605,0.900678, 0.071005, 0.002000, 0.867355,0.990727,0.013053,0.019292,0.856090
3450,0.996791, 0.009276, 0.013585, 0.853565,0.868100, 0.002000, 0.024886, 0.972101,0.992851,0.012539,0.017613,0.863808
3500,0.996907, 0.008318, 0.016276, 0.865166,0.956663, 0.040999, 0.179992, 0.860133,0.992385,0.015483,0.022392,0.871778
3550,0.996875, 0.009769, 0.016157, 0.861597,0.901341, 0.085958, 0.078663, 0.927716,0.990055,0.015193,0.020019,0.871081
3600,0.996961, 0.009405, 0.017916, 0.856041,0.944968, 0.055724, 0.074190, 0.945051,0.993967,0.016442,0.021706,0.866424
3650,0.997295, 0.014474, 0.015889, 0.871473,0.939238, 0.106676, 0.104634, 0.791651,0.992506,0.015977,0.023890,0.868591
3700,0.997544, 0.018452, 0.015603, 0.865935,0.924441, 0.036161, 0.037897, 0.998000,0.992474,0.016500,0.024171,0.874898
3750,0.997318, 0.014085, 0.017233, 0.876449,0.918537, 0.002000, 0.095857, 0.801077,0.993161,0.018539,0.023881,0.871374
3800,0.996966, 0.015584, 0.017090, 0.874567,0.900702, 0.107990, 0.091326, 0.792599,0.991298,0.018798,0.021643,0.879518
3850,0.997304, 0.011397, 0.019381, 0.865334,0.927793, 0.079280, 0.068376, 0.998000,0.990518,0.018885,0.024670,0.866346
3900,0.996468, 0.012061, 0.016707, 0.866718,0.900469, 0.006807, 0.052144, 0.907794,0.994066,0.016577,0.021492,0.857504
3950,0.997139, 0.013528, 0.016999, 0.861666,0.905949, 0.091416, 0.049416, 0.836134,0.993027,0.016311,0.019103,0.857578
4000,0.997219, 0.013990, 0.015040, 0.855803,0.955371, 0.129990, 0.002000, 0.877003,0.993305,0.021763,0.017655,0.863810
4050,0.997340, 0.011973, 0.014104, 0.864177,0.914461, 0.002000, 0.133532, 0.730041,0.989639,0.018673,0.021951,0.862847
4100,0.997284, 0.012487, 0.015048, 0.867830,0.934325, 0.002000, 0.063493, 0.923119,0.991518,0.015864,0.020606,0.867886
4150,0.997573, 0.008322, 0.013693, 0.870996,0.926997, 0.030979, 0.055577, 0.814181,0.991122,0.020265,0.022960,0.874724
4200,0.998000, 0.002000, 0.002000, 0.898810,0.925606, 0.051859, 0.136017, 0.998000,0.993501,0.014891,0.023467,0.863228
4250,0.997508, 0.010295, 0.014317, 0.859087,0.931092, 0.002000, 0.029492, 0.888542,0.991802,0.015058,0.016706,0.860627
4300,0.997483, 0.016161, 0.012894, 0.868316,0.897887, 0.066485, 0.021141, 0.913306,0.992430,0.015759,0.018751,0.874891
4350,0.997543, 0.013317, 0.015565, 0.874492,0.946785, 0.067012, 0.092965, 0.883305,0.990176,0.021461,0.024000,0.877611
4400,0.997457, 0.019983, 0.019101, 0.880853,0.907461, 0.040744, 0.074277, 0.998000,0.993122,0.020108,0.021983,0.875643
4450,0.997655, 0.012362, 0.016938, 0.873457,0.964255, 0.108928, 0.088608, 0.932778,0.989074,0.021152,0.023317,0.882949
4500,0.997330, 0.038265, 0.014976, 0.882999,0.922877, 0.019086, 0.072347, 0.821980,0.992289,0.019082,0.026273,0.882643
4550,0.997086, 0.008534, 0.011791, 0.846660,0.911349, 0.012698, 0.087852, 0.973524,0.991799,0.014334,0.021637,0.879811
4600,0.997171, 0.014495, 0.011192, 0.862664,0.909129, 0.023837, 0.097678, 0.856960,0.989838,0.018773,0.017248,0.870277
4650,0.996661, 0.002000, 0.002000, 0.956862,0.898365, 0.105510, 0.025109, 0.852464,0.992419,0.021634,0.015086,0.875955
4700,0.997214, 0.012556, 0.009406, 0.862771,0.925944, 0.007579, 0.130789, 0.809591,0.990293,0.018573,0.019720,0.863387
4750,0.997298, 0.016031, 0.009847, 0.864781,0.901484, 0.027588, 0.114390, 0.913076,0.991913,0.016998,0.014251,0.862624
4800,0.997352, 0.013980, 0.016747, 0.867439,0.870130, 0.111135, 0.032258, 0.836774,0.991961,0.017543,0.013758,0.860875
4850,0.997321, 0.014432, 0.010929, 0.871242,0.954340, 0.002000, 0.002000, 0.954950,0.993144,0.018642,0.016537,0.877032
4900,0.997489, 0.013468, 0.012679, 0.885571,0.952057, 0.002000, 0.090356, 0.806783,0.988485,0.016518,0.018398,0.883899
4950,0.997449, 0.013345, 0.011262, 0.879351,0.918960, 0.143312, 0.099843, 0.899014,0.989910,0.019832,0.018874,0.879483
5000,0.997520, 0.013696, 0.011355, 0.885541,0.873388, 0.020558, 0.002000, 0.729665,0.990837,0.019275,0.013414,0.885025
5050,0.997529, 0.013581, 0.012001, 0.878361,0.889104, 0.162798, 0.075241, 0.901684,0.987709,0.022112,0.019922,0.877807
5100,0.997543, 0.013047, 0.017180, 0.878872,0.943452, 0.103055, 0.002000, 0.960526,0.993740,0.019746,0.020828,0.872539
5150,0.997540, 0.013795, 0.013852, 0.864124,0.958395, 0.100428, 0.002000, 0.856232,0.995177,0.019435,0.018261,0.876165
5200,0.997595, 0.011984, 0.012223, 0.876811,0.920914, 0.109639, 0.003398, 0.949492,0.992941,0.021820,0.014553,0.874514
5250,0.998000, 0.002000, 0.030210, 0.950633,0.900656, 0.002000, 0.035217, 0.854535,0.993701,0.020625,0.018859,0.873431
5300,0.997681, 0.011832, 0.010954, 0.877683,0.984513, 0.007012, 0.075935, 0.924515,0.995077,0.023968,0.018817,0.888765
5350,0.997710, 0.011330, 0.013870, 0.885097,0.975837, 0.008767, 0.095356, 0.965963,0.996754,0.018513,0.012756,0.883281
5400,0.997656, 0.012493, 0.012002, 0.881184,0.902762, 0.077201, 0.087716, 0.861227,0.991541,0.019995,0.014799,0.880431
5450,0.997706, 0.017413, 0.011018, 0.880996,0.946999, 0.099686, 0.101571, 0.900580,0.990877,0.017432,0.023578,0.895081
5500,0.997433, 0.014043, 0.011266, 0.891411,0.892732, 0.101169, 0.028571, 0.942006,0.994160,0.016693,0.014148,0.891813
5550,0.997237, 0.013370, 0.011598, 0.892221,0.939314, 0.110282, 0.070206, 0.862759,0.989973,0.019589,0.017271,0.887898
5600,0.997580, 0.010720, 0.009345, 0.911168,0.915957, 0.002000, 0.002000, 0.931192,0.987698,0.017158,0.013379,0.885526
5650,0.997143, 0.011477, 0.010807, 0.894208,0.899710, 0.080561, 0.166967, 0.935285,0.990089,0.017058,0.016380,0.893022
5700,0.997384, 0.021746, 0.006723, 0.904417,0.926612, 0.084565, 0.109030, 0.993620,0.992058,0.016982,0.014420,0.888644
5750,0.997031, 0.012464, 0.011550, 0.882632,0.902631, 0.086423, 0.067907, 0.867182,0.988772,0.027321,0.022941,0.863096
5800,0.996883, 0.012419, 0.012287, 0.883340,0.924759, 0.096580, 0.105663, 0.998000,0.992356,0.019772,0.018559,0.891054
5850,0.997139, 0.013189, 0.013043, 0.876485,0.937065, 0.002000, 0.094849, 0.699352,0.993285,0.017852,0.020153,0.874090
5900,0.997300, 0.012046, 0.015340, 0.874758,0.900332, 0.001207, 0.061974, 0.936901,0.991251,0.018935,0.024541,0.869784
5950,0.997322, 0.011757, 0.018012, 0.875510,0.904997, 0.057057, 0.041669, 0.997999,0.993253,0.013876,0.023055,0.881445
6000,0.998000, 0.010724, 0.016093, 0.830801,0.916311, 0.054448, 0.082831, 0.772437,0.992744,0.018478,0.021576,0.871037
6050,0.997498, 0.010423, 0.018142, 0.881387,0.908949, 0.121922, 0.124335, 0.878412,0.992647,0.016510,0.023128,0.889706
6100,0.997541, 0.009162, 0.017212, 0.890435,0.908515, 0.002000, 0.098222, 0.768325,0.992941,0.012747,0.021353,0.888580
6150,0.997437, 0.030311, 0.015009, 0.914082,0.951990, 0.105406, 0.096010, 0.898057,0.989359,0.018342,0.031163,0.887601
6200,0.997354, 0.010924, 0.019839, 0.896452,0.941621, 0.002000, 0.097101, 0.855528,0.993500,0.023581,0.024322,0.887030
6250,0.995364, 0.008852, 0.013996, 0.839800,0.913509, 0.097457, 0.017706, 0.904417,0.992006,0.017712,0.018322,0.877209
6300,0.997205, 0.010908, 0.015493, 0.883310,0.907546, 0.044492, 0.073449, 0.803382,0.993724,0.013198,0.019619,0.885895
6350,0.997195, 0.010116, 0.014729, 0.875063,0.911231, 0.012330, 0.073776, 0.802829,0.988611,0.015702,0.023025,0.867357
6400,0.997385, 0.009873, 0.012193, 0.872229,0.899941, 0.002000, 0.120380, 0.893916,0.988223,0.017779,0.018241,0.877951
6450,0.997211, 0.011388, 0.013384, 0.875239,0.963859, 0.040821, 0.120863, 0.926593,0.994065,0.016362,0.021609,0.872962
6500,0.997332, 0.013714, 0.012128, 0.873904,0.898806, 0.001028, 0.088847, 0.773060,0.993304,0.016605,0.022050,0.877646
6550,0.997307, 0.013013, 0.013408, 0.876282,0.915003, 0.024006, 0.051005, 0.998000,0.993164,0.020126,0.018896,0.879420
6600,0.997341, 0.012468, 0.012817, 0.878619,0.940319, 0.068854, 0.057117, 0.812744,0.995292,0.018948,0.020395,0.876634
6650,0.997398, 0.011460, 0.015079, 0.887384,0.898040, 0.002000, 0.002000, 0.920411,0.994605,0.015473,0.016971,0.880686
6700,0.997434, 0.012820, 0.013866, 0.881828,0.932668, 0.002000, 0.100762, 0.969885,0.992189,0.017643,0.017963,0.886674
6750,0.998000, 0.002000, 0.023692, 0.796791,0.936023, 0.067529, 0.103962, 0.998000,0.992343,0.015874,0.019100,0.884284
6800,0.997406, 0.012487, 0.021644, 0.884562,0.948571, 0.007265, 0.022853, 0.866044,0.991010,0.019386,0.019423,0.893863
6850,0.997400, 0.013465, 0.015850, 0.885249,0.899082, 0.119201, 0.063706, 0.788079,0.991864,0.022235,0.021673,0.877072
6900,0.997360, 0.014392, 0.014230, 0.886057,0.875000, 0.091681, 0.015425, 0.994353,0.987260,0.021447,0.019184,0.879535
6950,0.997308, 0.013125, 0.014231, 0.883651,0.965119, 0.155801, 0.002000, 0.773460,0.988373,0.017193,0.015647,0.877256
7000,0.995992, 0.012301, 0.013378, 0.873508,0.861992, 0.050671, 0.037756, 0.998000,0.992004,0.015570,0.016606,0.883313
7050,0.997016, 0.012881, 0.011195, 0.872446,0.934258, 0.066141, 0.072779, 0.817477,0.993054,0.017843,0.014359,0.868934
7100,0.997093, 0.012155, 0.010714, 0.875226,0.926624, 0.105296, 0.102670, 0.898343,0.989277,0.018251,0.020076,0.873112
7150,0.997229, 0.011714, 0.010116, 0.855049,0.891566, 0.002000, 0.023116, 0.816894,0.993822,0.016325,0.013185,0.850663
7200,0.997385, 0.012177, 0.009380, 0.877735,0.900843, 0.002000, 0.003065, 0.791816,0.993873,0.014768,0.014719,0.865133
7250,0.997432, 0.010896, 0.011258, 0.844674,0.875464, 0.002000, 0.051671, 0.948802,0.989477,0.017117,0.020244,0.860240
7300,0.997375, 0.011951, 0.013882, 0.860432,0.941944, 0.113331, 0.074312, 0.899270,0.991330,0.015233,0.019203,0.869105
7350,0.997291, 0.011754, 0.014287, 0.862507,0.947960, 0.002000, 0.078960, 0.844499,0.992746,0.015584,0.017996,0.863105
7400,0.997447, 0.011789, 0.014239, 0.870630,0.876078, 0.002000, 0.002000, 0.802239,0.992351,0.015865,0.013446,0.872365
7450,0.997536, 0.013262, 0.013322, 0.876602,0.902938, 0.009735, 0.064979, 0.905262,0.993398,0.016451,0.019602,0.870724
7500,0.997545, 0.010936, 0.015334, 0.871802,0.909636, 0.002000, 0.081764, 0.819366,0.992879,0.016208,0.024488,0.868985
7550,0.997582, 0.010548, 0.017563, 0.871467,0.900050, 0.007249, 0.152803, 0.851658,0.991139,0.014528,0.023551,0.878433
7600,0.997342, 0.010425, 0.017919, 0.875128,0.917923, 0.002000, 0.117543, 0.899837,0.994321,0.015807,0.024991,0.876465
7650,0.997169, 0.009791, 0.017088, 0.879469,0.963711, 0.076626, 0.084570, 0.709251,0.993658,0.016410,0.019475,0.873519
7700,0.997180, 0.010017, 0.016790, 0.881110,0.927586, 0.002000, 0.150493, 0.778933,0.991910,0.017402,0.022020,0.887340
7750,0.997217, 0.011631, 0.016122, 0.885446,0.913154, 0.094907, 0.060543, 0.961776,0.992268,0.019802,0.022038,0.888402
7800,0.997191, 0.011926, 0.016319, 0.887210,0.919858, 0.102904, 0.086166, 0.894388,0.990352,0.018867,0.019272,0.889156
7850,0.997246, 0.011719, 0.017309, 0.888477,0.933571, 0.002000, 0.056174, 0.921191,0.991060,0.017884,0.018276,0.885216
7900,0.997370, 0.011520, 0.015971, 0.896470,0.953636, 0.002000, 0.202985, 0.979353,0.993667,0.015531,0.021526,0.900060
7950,0.992337, 0.012226, 0.011806, 0.925853,0.943252, 0.101300, 0.096519, 0.923505,0.990640,0.013918,0.026737,0.901902
8000,0.996495, 0.009716, 0.017038, 0.877775,0.880518, 0.046497, 0.060899, 0.863706,0.992959,0.015150,0.020001,0.889193
8050,0.998000, 0.002000, 0.025408, 0.837105,0.898414, 0.002000, 0.259528, 0.998000,0.990672,0.016834,0.024939,0.887054
8100,0.996485, 0.010943, 0.017213, 0.882456,0.926860, 0.099941, 0.145505, 0.940451,0.992727,0.017524,0.020313,0.873367
8150,0.996405, 0.013192, 0.016782, 0.886093,0.904632, 0.039954, 0.071241, 0.987284,0.994000,0.016280,0.017608,0.887473
8200,0.996432, 0.012471, 0.018417, 0.883307,0.907043, 0.045079, 0.099113, 0.729902,0.989178,0.018393,0.025372,0.883635
8250,0.996707, 0.014250, 0.017867, 0.891466,0.925442, 0.002000, 0.256817, 0.974465,0.987722,0.017578,0.029239,0.895018
8300,0.996833, 0.013378, 0.019280, 0.894802,0.926718, 0.071559, 0.108231, 0.975417,0.991271,0.019065,0.027943,0.898789
8350,0.998000, 0.002546, 0.075670, 0.947905,0.943640, 0.081622, 0.010141, 0.935879,0.987092,0.021737,0.024594,0.920100
8400,0.992903, 0.017054, 0.016312, 0.883447,0.924461, 0.049704, 0.101728, 0.475793,0.984495,0.017068,0.026609,0.891631
8450,0.946527, 0.008679, 0.012297, 0.848792,0.898638, 0.076509, 0.067277, 0.989357,0.985277,0.017607,0.028025,0.897391
8500,0.994398, 0.017205, 0.018105, 0.894635,0.883062, 0.002000, 0.035759, 0.898273,0.987736,0.017286,0.028734,0.888385
8550,0.994610, 0.016745, 0.014205, 0.882513,0.905392, 0.023795, 0.051026, 0.740443,0.988071,0.023906,0.019552,0.880117
8600,0.994762, 0.017062, 0.014109, 0.886991,0.865553, 0.002000, 0.061564, 0.830894,0.985029,0.019243,0.020411,0.883679
8650,0.995368, 0.014755, 0.013829, 0.884051,0.856205, 0.048999, 0.075318, 0.829071,0.987592,0.017103,0.018566,0.883913
8700,0.996130, 0.012130, 0.012934, 0.887476,0.898172, 0.054796, 0.071178, 0.798212,0.989705,0.021130,0.026214,0.889474
8750,0.994586, 0.016449, 0.010568, 0.873076,0.972597, 0.101572, 0.111892, 0.917536,0.989373,0.022164,0.019683,0.893114
8800,0.996232, 0.015392, 0.012253, 0.887125,0.932793, 0.103438, 0.112225, 0.894753,0.990194,0.022287,0.018837,0.881713
8850,0.995632, 0.012349, 0.011192, 0.892681,0.863983, 0.037884, 0.051286, 0.998380,0.989309,0.021727,0.023348,0.895293
8900,0.996361, 0.015042, 0.014193, 0.892613,0.903918, 0.014529, 0.002000, 0.827480,0.991120,0.017525,0.015930,0.880797
8950,0.995973, 0.014542, 0.013676, 0.891315,0.998000, 0.017378, 0.135147, 0.823607,0.989749,0.020161,0.021597,0.892256
9000,0.998000, 0.047708, 0.002000, 0.729212,0.947268, 0.122616, 0.132928, 0.849219,0.986772,0.021289,0.026789,0.885268
9050,0.996417, 0.013128, 0.014531, 0.879151,0.906124, 0.098689, 0.080844, 0.829062,0.990599,0.018767,0.017768,0.883418
9100,0.998000, 0.041895, 0.081683, 0.871831,0.908799, 0.113886, 0.104841, 0.862120,0.990144,0.021786,0.015945,0.886423
9150,0.996590, 0.016917, 0.015243, 0.889582,0.901408, 0.042909, 0.064203, 0.748995,0.989654,0.019691,0.017292,0.873056
9200,0.996935, 0.012522, 0.012106, 0.869815,0.901800, 0.076568, 0.091593, 0.861866,0.992431,0.018686,0.021814,0.874931
9250,0.997085, 0.012039, 0.011632, 0.863765,0.914175, 0.075699, 0.098623, 0.893665,0.986678,0.019522,0.021409,0.880184
9300,0.996662, 0.013593, 0.011664, 0.878379,0.931280, 0.002357, 0.034656, 0.779572,0.994059,0.021418,0.015975,0.874619
9350,0.996993, 0.012330, 0.011573, 0.880314,0.925046, 0.066610, 0.034905, 0.948496,0.993016,0.017320,0.015885,0.881905
9400,0.997058, 0.013433, 0.011235, 0.884398,0.898097, 0.031108, 0.067012, 0.817587,0.992573,0.017285,0.017194,0.883692
9450,0.997208, 0.012060, 0.011544, 0.895482,0.914491, 0.049946, 0.004394, 0.867680,0.991655,0.017741,0.017544,0.892623
9500,0.997273, 0.014082, 0.011437, 0.892606,0.998000, 0.134754, 0.090162, 0.891173,0.991745,0.018158,0.015511,0.887844
9550,0.997407, 0.013103, 0.011019, 0.894655,0.952449, 0.032233, 0.083773, 0.958190,0.994267,0.017112,0.013808,0.894038
9600,0.997589, 0.021852, 0.008267, 0.845375,0.918119, 0.002000, 0.073036, 0.998000,0.991640,0.014234,0.017507,0.879695
9650,0.997243, 0.016311, 0.008089, 0.878467,0.904109, 0.002000, 0.052603, 0.857506,0.989998,0.015520,0.011926,0.877608
9700,0.997667, 0.007797, 0.004938, 0.890121,0.908383, 0.002000, 0.083621, 0.737150,0.992361,0.015755,0.015399,0.885211
9750,0.997021, 0.012810, 0.010584, 0.876956,0.901345, 0.076954, 0.078493, 0.779261,0.989419,0.015785,0.018609,0.877777
9800,0.998000, 0.002000, 0.002000, 0.973789,0.897596, 0.056033, 0.043638, 0.834638,0.991598,0.017465,0.017968,0.882347
9850,0.997379, 0.010332, 0.015089, 0.833712,0.928272, 0.037126, 0.002000, 0.799341,0.991195,0.014993,0.014187,0.855228
9900,0.997174, 0.009814, 0.015267, 0.864397,0.850878, 0.099544, 0.027062, 0.807462,0.992204,0.014489,0.019103,0.864494
9950,0.997148, 0.009671, 0.016336, 0.864600,0.920170, 0.055590, 0.002000, 0.866412,0.994642,0.011978,0.016765,0.861521
10000,0.997487, 0.006574, 0.012403, 0.873223,0.929792, 0.014702, 0.111003, 0.895353,0.991872,0.013245,0.021829,0.872480
