Generation, BPA-R, BPA-S, BPA-T, BPA-P, SD-R, SD-S, SD-T, SD-P, AA-R, AA-S, AA-T, AA-P, ABPA-R, ABPA-S, ABPA-T, ABPA-P,Total Score
835501,0.002000, 0.135080, 0.002000, 0.013646,0.092992,0.058908,0.070438,0.022616,0.112453,0.065458,0.057223,0.009468,0.101594,0.063026,0.053742,0.008272,28451164
836001,0.212348, 0.002000, 0.099528, 0.002000,0.079616,0.063420,0.074451,0.022876,0.071384,0.093972,0.079190,0.009921,0.107428,0.056696,0.079138,0.002000,28454143
836501,0.072317, 0.008427, 0.085780, 0.002000,0.089699,0.089204,0.059276,0.018659,0.112727,0.085550,0.074592,0.010870,0.130700,0.145681,0.116346,0.002000,28398795
837001,0.036111, 0.097328, 0.107893, 0.002000,0.060711,0.068744,0.082618,0.016951,0.050051,0.093338,0.064245,0.009041,0.013370,0.070927,0.056532,0.004236,28379920
837501,0.056406, 0.169541, 0.077454, 0.021036,0.079327,0.068629,0.056188,0.027439,0.081244,0.079217,0.053357,0.016221,0.062876,0.106478,0.050612,0.012311,28495516
838001,0.120757, 0.046167, 0.048383, 0.002000,0.052264,0.049005,0.045217,0.024510,0.054104,0.057297,0.036110,0.014676,0.068451,0.049204,0.036872,0.002000,28357465
838501,0.027581, 0.244323, 0.077062, 0.002000,0.093994,0.071683,0.077918,0.023946,0.101231,0.074609,0.092480,0.013437,0.096317,0.082774,0.080637,0.002000,28405051
839001,0.002000, 0.093989, 0.010037, 0.003154,0.068505,0.074958,0.050783,0.031440,0.073078,0.084782,0.078785,0.018079,0.039256,0.064660,0.061230,0.030345,28541440
839501,0.219492, 0.249399, 0.185307, 0.002000,0.071862,0.079196,0.058154,0.028936,0.098084,0.085814,0.061206,0.019278,0.146243,0.175723,0.121830,0.002297,28412082
840001,0.083539, 0.002000, 0.133142, 0.002000,0.098280,0.080230,0.061300,0.022112,0.132361,0.080398,0.070446,0.010145,0.092099,0.067323,0.067723,0.003027,28519327
840501,0.146517, 0.115049, 0.125723, 0.002000,0.099724,0.063771,0.098211,0.025835,0.095402,0.085609,0.098656,0.014089,0.132645,0.100895,0.099329,0.002987,28371367
841001,0.042309, 0.031261, 0.135982, 0.002000,0.097411,0.063938,0.085611,0.012625,0.115370,0.062842,0.082534,0.007411,0.180011,0.014440,0.095401,0.002000,28445155
841501,0.075386, 0.002000, 0.065035, 0.002000,0.061571,0.058831,0.064107,0.020154,0.056477,0.059183,0.066220,0.011842,0.026462,0.023426,0.120359,0.016810,28476260
842001,0.139230, 0.041248, 0.210967, 0.014929,0.069624,0.062534,0.069275,0.023239,0.069327,0.079900,0.080550,0.013530,0.047743,0.085859,0.140630,0.006310,28418324
842501,0.012434, 0.002000, 0.064266, 0.002000,0.083444,0.079451,0.061383,0.026158,0.099077,0.109208,0.061319,0.011592,0.055169,0.094272,0.079698,0.002872,28458133
843001,0.226864, 0.017249, 0.098427, 0.002000,0.076704,0.069489,0.066189,0.022165,0.074316,0.058354,0.065415,0.012647,0.171953,0.047968,0.065191,0.002000,28421953
843501,0.409119, 0.198564, 0.034584, 0.002000,0.088430,0.096855,0.068648,0.022417,0.103011,0.120360,0.108545,0.009787,0.191613,0.160589,0.112099,0.032555,28499128
844001,0.130817, 0.059488, 0.082516, 0.019674,0.103254,0.059640,0.056457,0.032138,0.147614,0.069814,0.057847,0.019704,0.086948,0.029824,0.034615,0.007891,28493415
844501,0.002000, 0.151632, 0.089771, 0.002000,0.077005,0.065266,0.067249,0.035908,0.091482,0.080305,0.075305,0.019861,0.045257,0.126771,0.053627,0.015482,28424926
845001,0.001147, 0.039732, 0.223662, 0.051960,0.110322,0.077774,0.058320,0.026373,0.147198,0.092547,0.052474,0.018744,0.053682,0.065509,0.097677,0.032029,28389127
845501,0.089318, 0.103640, 0.069395, 0.002000,0.072310,0.064181,0.051022,0.024530,0.100584,0.081388,0.069967,0.013114,0.086109,0.140785,0.043566,0.028857,28398449
846001,0.127860, 0.129334, 0.002000, 0.002000,0.099776,0.072085,0.058855,0.019411,0.103981,0.089341,0.076887,0.011893,0.123047,0.098716,0.025041,0.001771,28398985
846501,0.122577, 0.007403, 0.094663, 0.002000,0.071394,0.077851,0.090540,0.022171,0.074969,0.066801,0.098886,0.012178,0.146952,0.084778,0.071191,0.002000,28500224
847001,0.268540, 0.050119, 0.041228, 0.002000,0.085602,0.079244,0.069500,0.030113,0.117883,0.085052,0.109507,0.014038,0.216692,0.029978,0.066662,0.005476,28463881
847501,0.110629, 0.138866, 0.011392, 0.002000,0.062450,0.075893,0.081343,0.024837,0.069118,0.082884,0.089825,0.016788,0.128833,0.072810,0.033920,0.009419,28491822
848001,0.002000, 0.183111, 0.002920, 0.002000,0.078038,0.068370,0.081595,0.029407,0.095346,0.064752,0.090892,0.016712,0.032337,0.113912,0.046294,0.002000,28420105
848501,0.254680, 0.002000, 0.002000, 0.017202,0.081492,0.059853,0.054479,0.021900,0.107352,0.051587,0.051846,0.009236,0.121188,0.018748,0.045173,0.007067,28451787
849001,0.002307, 0.046528, 0.002000, 0.002000,0.055167,0.066667,0.054586,0.020083,0.042791,0.076557,0.055565,0.009091,0.002102,0.035975,0.018527,0.002000,28490315
849501,0.002000, 0.051789, 0.038907, 0.002000,0.079686,0.056822,0.077329,0.012423,0.089129,0.082620,0.093742,0.006626,0.035678,0.064190,0.032211,0.002000,28430632
850001,0.181068, 0.128772, 0.132619, 0.002000,0.075017,0.078994,0.068019,0.025917,0.112285,0.089813,0.141604,0.016317,0.208567,0.065449,0.126699,0.032804,28465155
850501,0.100711, 0.120916, 0.047603, 0.002000,0.102728,0.073604,0.089617,0.020414,0.101594,0.073791,0.055802,0.009681,0.140217,0.141957,0.151272,0.002000,28505860
851001,0.120647, 0.002000, 0.046059, 0.025679,0.075499,0.062279,0.048093,0.023213,0.105597,0.068443,0.053065,0.015164,0.079589,0.073882,0.060566,0.027565,28424892
851501,0.009047, 0.015208, 0.002000, 0.002000,0.072438,0.056843,0.067698,0.022574,0.083559,0.080607,0.047105,0.014382,0.068878,0.050835,0.009617,0.002000,28488794
852001,0.141600, 0.080059, 0.087775, 0.002000,0.057028,0.063822,0.056624,0.021210,0.074219,0.080906,0.054224,0.013975,0.082011,0.129161,0.046300,0.009144,28517760
852501,0.002000, 0.023628, 0.022204, 0.032498,0.072216,0.054344,0.044242,0.027181,0.081861,0.069776,0.042500,0.015098,0.049845,0.026091,0.030131,0.012166,28444905
853001,0.002000, 0.040124, 0.067531, 0.007192,0.118517,0.076735,0.067777,0.024828,0.139013,0.094534,0.100145,0.015532,0.086740,0.061818,0.131419,0.018373,28455317
853501,0.026177, 0.018683, 0.127252, 0.002000,0.085184,0.074904,0.066587,0.009939,0.091829,0.073174,0.101533,0.005710,0.072872,0.034861,0.125238,0.002000,28446673
854001,0.002000, 0.086592, 0.002000, 0.002000,0.086077,0.050701,0.067002,0.026039,0.098088,0.046402,0.060797,0.015777,0.093471,0.076121,0.056182,0.005757,28281099
854501,0.202911, 0.037827, 0.123593, 0.059782,0.082899,0.050388,0.057152,0.015104,0.139527,0.059877,0.046790,0.009720,0.153420,0.034498,0.050443,0.021261,28468650
855001,0.163035, 0.168785, 0.002000, 0.009038,0.092059,0.064355,0.053427,0.026347,0.117572,0.066206,0.046460,0.011820,0.136524,0.077495,0.038963,0.004346,28401840
855501,0.225904, 0.010523, 0.079145, 0.010824,0.072010,0.078693,0.061704,0.026381,0.098128,0.063695,0.078530,0.016176,0.093846,0.056333,0.108793,0.004941,28421894
856001,0.002000, 0.066198, 0.099758, 0.002000,0.068007,0.061289,0.052396,0.022456,0.071738,0.073068,0.070986,0.009667,0.002000,0.053356,0.095135,0.003297,28383389
856501,0.093139, 0.002000, 0.002000, 0.036768,0.090410,0.062498,0.050120,0.029976,0.103071,0.073824,0.052869,0.015845,0.032380,0.096661,0.002000,0.022292,28426217
857001,0.256787, 0.108955, 0.074134, 0.002000,0.079381,0.052014,0.087029,0.023017,0.112213,0.059989,0.118413,0.011003,0.155235,0.079979,0.124747,0.002000,28444173
857501,0.030612, 0.080502, 0.002000, 0.002000,0.060232,0.053200,0.061297,0.016747,0.061995,0.061173,0.071624,0.008854,0.080359,0.051825,0.070410,0.002000,28378128
858001,0.177486, 0.155352, 0.081886, 0.002000,0.063465,0.100863,0.050405,0.019515,0.061782,0.113396,0.059837,0.012196,0.120580,0.264571,0.034056,0.007334,28405816
858501,0.172255, 0.023029, 0.115131, 0.003581,0.076078,0.079180,0.076884,0.023997,0.119895,0.050510,0.076310,0.018169,0.121885,0.076393,0.051690,0.002527,28528486
859001,0.066710, 0.017847, 0.011087, 0.002000,0.084377,0.077748,0.060720,0.029762,0.090790,0.087895,0.069153,0.023858,0.060215,0.057997,0.081009,0.025070,28446067
859501,0.022945, 0.002000, 0.112664, 0.007214,0.070025,0.056990,0.058367,0.027079,0.082700,0.052001,0.059420,0.017315,0.049664,0.003727,0.092076,0.003738,28413090
860001,0.117428, 0.112838, 0.016304, 0.045839,0.081359,0.068162,0.044108,0.019527,0.119899,0.092140,0.028205,0.007705,0.187867,0.073845,0.025726,0.018332,28531820
860501,0.057001, 0.002000, 0.087241, 0.002000,0.062989,0.045165,0.055389,0.030446,0.073700,0.047421,0.071297,0.010894,0.057744,0.051833,0.069340,0.013638,28394624
861001,0.078998, 0.098337, 0.211016, 0.007085,0.060622,0.046138,0.062497,0.022606,0.060544,0.051870,0.085642,0.017171,0.027666,0.048151,0.147512,0.026753,28403653
861501,0.233456, 0.015072, 0.002000, 0.006291,0.077381,0.071950,0.046852,0.022078,0.085000,0.083582,0.059491,0.011342,0.151483,0.059773,0.055003,0.003430,28449921
862001,0.041140, 0.002000, 0.002000, 0.028544,0.071191,0.060106,0.049359,0.023709,0.109445,0.068698,0.058731,0.012767,0.082873,0.018555,0.042122,0.022852,28435333
862501,0.159672, 0.204157, 0.141626, 0.002000,0.106496,0.063195,0.076959,0.022063,0.132116,0.056330,0.069165,0.010584,0.283770,0.141686,0.058239,0.002000,28496030
863001,0.088112, 0.002000, 0.179166, 0.002000,0.076358,0.080378,0.091021,0.023723,0.083311,0.115577,0.088801,0.011920,0.124896,0.098436,0.061055,0.003763,28495556
863501,0.002000, 0.074345, 0.032149, 0.002000,0.075843,0.059386,0.083937,0.023695,0.074147,0.052470,0.085795,0.012832,0.039766,0.081289,0.012050,0.034767,28414301
864001,0.077468, 0.145247, 0.214185, 0.026475,0.104821,0.068620,0.084431,0.017504,0.192882,0.067642,0.095369,0.009911,0.182339,0.095366,0.169998,0.010158,28425755
864501,0.225156, 0.052481, 0.166433, 0.001332,0.071606,0.064903,0.082366,0.015596,0.090218,0.094083,0.094680,0.008329,0.178919,0.087717,0.076539,0.001777,28415274
865001,0.002000, 0.069490, 0.039898, 0.019325,0.096396,0.078677,0.093659,0.013940,0.120519,0.083270,0.120754,0.008062,0.068350,0.065475,0.026151,0.011123,28478669
865501,0.036860, 0.071726, 0.114321, 0.016233,0.079038,0.073359,0.061511,0.021085,0.090640,0.095183,0.056846,0.009706,0.056529,0.075648,0.082434,0.009869,28429891
866001,0.193687, 0.009203, 0.052051, 0.002000,0.074949,0.060314,0.059059,0.030340,0.068297,0.054994,0.055758,0.014123,0.125493,0.040761,0.061508,0.010875,28458018
866501,0.089945, 0.058332, 0.078766, 0.002000,0.066934,0.066757,0.072632,0.027693,0.103309,0.095159,0.096122,0.014679,0.102023,0.058351,0.074930,0.008671,28537147
867001,0.030998, 0.002000, 0.017661, 0.010528,0.086359,0.082415,0.076991,0.039961,0.163552,0.091972,0.064530,0.024505,0.137911,0.113957,0.075923,0.004710,28444983
867501,0.103860, 0.133770, 0.241057, 0.089179,0.083598,0.089991,0.079753,0.023206,0.127398,0.118323,0.092991,0.012173,0.110418,0.128181,0.081686,0.033630,28478255
868001,0.002000, 0.134780, 0.002000, 0.002000,0.077124,0.088677,0.062204,0.029688,0.105221,0.099582,0.056615,0.017300,0.087294,0.068507,0.035584,0.035132,28396894
868501,0.094780, 0.062865, 0.097191, 0.002000,0.093209,0.054539,0.064912,0.035485,0.125804,0.044733,0.066935,0.017553,0.145729,0.022288,0.095173,0.002000,28449754
869001,0.171708, 0.002000, 0.112392, 0.002000,0.064556,0.060014,0.062142,0.020576,0.093110,0.049203,0.069640,0.011892,0.116731,0.030207,0.054295,0.002000,28366991
869501,0.059421, 0.048045, 0.044390, 0.016245,0.063173,0.052326,0.069422,0.029256,0.084122,0.042401,0.072263,0.016296,0.105194,0.060166,0.108862,0.006748,28424312
870001,0.203878, 0.068985, 0.022497, 0.002000,0.067552,0.071154,0.060311,0.017546,0.093336,0.081315,0.065730,0.008688,0.139906,0.084573,0.060411,0.002000,28483131
870501,0.002000, 0.082720, 0.002000, 0.016819,0.053540,0.071628,0.056193,0.016626,0.050843,0.068267,0.052747,0.006200,0.002000,0.076191,0.063589,0.006940,28405380
871001,0.024631, 0.002000, 0.031471, 0.002000,0.081551,0.056334,0.086482,0.033041,0.087637,0.082143,0.079010,0.019080,0.074886,0.043259,0.086427,0.006995,28362986
871501,0.002000, 0.016174, 0.146571, 0.002000,0.085613,0.060989,0.058944,0.029691,0.071378,0.089025,0.058481,0.016827,0.034724,0.054474,0.110194,0.002000,28452124
872001,0.040206, 0.044368, 0.168614, 0.002000,0.062613,0.087473,0.062850,0.010124,0.061576,0.116196,0.056664,0.005310,0.088342,0.058223,0.057374,0.002000,28424056
872501,0.170319, 0.061969, 0.044068, 0.002000,0.078534,0.058957,0.055887,0.035335,0.096134,0.060849,0.057388,0.021573,0.107464,0.101132,0.049612,0.046274,28419376
873001,0.133209, 0.095323, 0.002000, 0.002000,0.063888,0.060796,0.062234,0.026055,0.104776,0.061715,0.071949,0.015032,0.091433,0.033108,0.030045,0.011172,28404695
873501,0.136000, 0.080781, 0.045119, 0.007129,0.104418,0.054025,0.064107,0.036657,0.153884,0.079264,0.059854,0.017700,0.169544,0.086865,0.031874,0.003710,28496384
874001,0.176791, 0.071677, 0.002000, 0.049841,0.090115,0.066136,0.073002,0.024352,0.195149,0.074031,0.088428,0.013067,0.240226,0.051807,0.016984,0.039051,28472703
874501,0.094066, 0.108667, 0.127243, 0.023905,0.076160,0.067699,0.061496,0.020385,0.088564,0.079193,0.069735,0.011377,0.083851,0.091688,0.155870,0.009302,28495460
875001,0.187385, 0.056538, 0.002000, 0.002000,0.102711,0.075869,0.071565,0.023648,0.172688,0.088438,0.055735,0.010730,0.187959,0.061449,0.051483,0.002000,28439920
875501,0.002000, 0.050212, 0.184346, 0.002000,0.099741,0.050924,0.091164,0.027671,0.096442,0.041299,0.086361,0.015903,0.040424,0.075012,0.141299,0.012317,28496186
876001,0.148336, 0.118765, 0.017026, 0.002000,0.087115,0.060553,0.066146,0.013498,0.102549,0.078864,0.090150,0.006493,0.173088,0.069099,0.111600,0.002000,28436021
876501,0.095917, 0.002000, 0.136099, 0.002000,0.059797,0.041233,0.063745,0.020344,0.070988,0.039318,0.075631,0.008504,0.102016,0.040225,0.060396,0.002000,28447928
877001,0.046117, 0.002000, 0.034046, 0.002000,0.072658,0.072506,0.055903,0.034751,0.099944,0.071144,0.059223,0.022112,0.046331,0.054714,0.097620,0.010996,28396619
877501,0.148790, 0.016396, 0.027808, 0.002000,0.083404,0.071643,0.092461,0.011502,0.115305,0.058747,0.098644,0.004930,0.172605,0.055848,0.030808,0.002000,28497089
878001,0.073136, 0.009510, 0.002000, 0.006012,0.056373,0.062937,0.057211,0.028201,0.054346,0.054275,0.051112,0.015540,0.080091,0.004503,0.005468,0.010851,28411352
878501,0.016943, 0.048262, 0.109598, 0.026436,0.055277,0.060264,0.053578,0.032895,0.062960,0.062049,0.051387,0.020164,0.033952,0.017421,0.080329,0.010145,28504846
879001,0.019230, 0.050558, 0.003110, 0.087322,0.071873,0.070200,0.059635,0.027401,0.106192,0.075491,0.059993,0.019422,0.092523,0.056484,0.060837,0.051649,28383394
879501,0.110194, 0.002000, 0.095341, 0.025636,0.093773,0.064010,0.080904,0.023033,0.136312,0.083854,0.097996,0.012993,0.165682,0.104501,0.100609,0.010680,28438767
880001,0.142727, 0.059383, 0.021537, 0.002000,0.105728,0.062970,0.063244,0.025976,0.139531,0.066699,0.069065,0.013835,0.071595,0.021128,0.073893,0.002000,28452886
880501,0.194111, 0.163490, 0.002000, 0.002000,0.074660,0.071726,0.060629,0.031284,0.117710,0.101700,0.050249,0.017455,0.160011,0.142783,0.002000,0.021181,28403344
881001,0.056802, 0.108841, 0.002000, 0.045773,0.073476,0.065881,0.067611,0.019633,0.065069,0.064149,0.070122,0.010892,0.020267,0.065108,0.029170,0.016591,28422003
881501,0.002000, 0.041832, 0.055283, 0.075809,0.068878,0.082242,0.063579,0.022235,0.057049,0.066293,0.068340,0.012866,0.002000,0.054798,0.064294,0.026603,28510492
882001,0.086909, 0.062659, 0.180278, 0.002000,0.077173,0.089648,0.076106,0.025022,0.158315,0.073515,0.077054,0.016541,0.144135,0.111212,0.098272,0.006025,28519572
882501,0.048634, 0.002762, 0.039327, 0.002000,0.062580,0.095347,0.070590,0.021515,0.067109,0.085481,0.103489,0.010450,0.116996,0.110402,0.114530,0.002000,28463890
883001,0.081783, 0.026761, 0.068346, 0.002000,0.069522,0.055679,0.056002,0.020819,0.105585,0.064056,0.047224,0.010310,0.100960,0.029261,0.024115,0.002000,28536425
883501,0.002000, 0.163441, 0.002000, 0.009103,0.077710,0.090642,0.062940,0.024073,0.069502,0.128687,0.048935,0.017258,0.041178,0.103380,0.003363,0.017552,28474081
884001,0.262402, 0.176563, 0.086247, 0.027380,0.070788,0.075977,0.091564,0.007261,0.082672,0.099935,0.084764,0.004293,0.150168,0.071415,0.034354,0.010460,28459799
884501,0.026952, 0.065310, 0.002000, 0.002000,0.082448,0.092133,0.064628,0.022963,0.080524,0.077103,0.072509,0.012568,0.048891,0.088971,0.050692,0.009192,28418569
885001,0.167759, 0.152538, 0.002000, 0.002000,0.090859,0.081329,0.059247,0.016638,0.121844,0.126477,0.052416,0.008978,0.101831,0.110392,0.036311,0.006754,28434557
885501,0.053637, 0.067350, 0.185420, 0.002000,0.067495,0.064419,0.066390,0.023969,0.071234,0.071887,0.065760,0.016233,0.058698,0.058249,0.063140,0.045459,28471988
886001,0.179463, 0.224318, 0.002000, 0.098362,0.076079,0.068803,0.054072,0.029446,0.090057,0.071886,0.051490,0.020136,0.201335,0.160452,0.073551,0.044478,28425634
886501,0.098090, 0.279021, 0.032589, 0.002000,0.076085,0.062474,0.077547,0.040299,0.094443,0.046413,0.093333,0.022397,0.091099,0.152330,0.096537,0.004047,28482346
887001,0.097782, 0.062664, 0.113238, 0.002000,0.073385,0.052056,0.061974,0.021972,0.099689,0.067263,0.061664,0.012002,0.122304,0.085080,0.039079,0.015524,28461417
887501,0.180644, 0.170943, 0.002000, 0.010485,0.063343,0.088814,0.062311,0.026168,0.068817,0.118662,0.057717,0.019822,0.061548,0.096150,0.027421,0.011100,28408103
888001,0.002000, 0.120071, 0.038724, 0.002000,0.071842,0.063235,0.063977,0.015952,0.116994,0.055964,0.073797,0.009736,0.079140,0.049952,0.015933,0.004907,28489787
888501,0.002000, 0.002000, 0.171329, 0.002000,0.093897,0.083202,0.065506,0.032171,0.144398,0.125596,0.076745,0.022386,0.158714,0.078284,0.066290,0.062202,28452480
889001,0.010228, 0.053445, 0.110402, 0.002000,0.067284,0.070353,0.049781,0.022595,0.080849,0.101053,0.062481,0.010444,0.060458,0.102520,0.082814,0.002000,28487428
889501,0.061849, 0.144441, 0.009815, 0.002000,0.065552,0.093659,0.064048,0.016509,0.086360,0.117967,0.094730,0.005878,0.090503,0.110256,0.048961,0.032571,28415102
890001,0.002000, 0.012078, 0.002000, 0.078707,0.086207,0.061982,0.065015,0.025161,0.095985,0.068411,0.061638,0.014518,0.027997,0.038374,0.068165,0.027569,28430704
890501,0.121154, 0.024153, 0.096401, 0.002000,0.081592,0.045495,0.072783,0.027689,0.116846,0.049238,0.076562,0.013122,0.087301,0.009384,0.076185,0.005053,28481484
891001,0.027497, 0.200764, 0.191790, 0.002000,0.078261,0.069619,0.064285,0.026566,0.099253,0.074688,0.066802,0.017663,0.051190,0.117448,0.122805,0.002000,28362206
891501,0.002000, 0.015372, 0.132280, 0.002000,0.068351,0.089463,0.065254,0.022355,0.077107,0.090035,0.077090,0.012372,0.047401,0.144134,0.078987,0.002000,28521202
892001,0.002000, 0.029157, 0.053180, 0.002000,0.073071,0.062951,0.055567,0.033863,0.092593,0.066819,0.063541,0.020762,0.085793,0.015100,0.073685,0.002000,28385324
892501,0.228168, 0.052584, 0.074371, 0.002000,0.090811,0.069770,0.066774,0.033714,0.082350,0.099054,0.084402,0.018622,0.116104,0.111767,0.069898,0.002000,28427315
893001,0.169085, 0.002000, 0.102588, 0.126303,0.079029,0.077556,0.058220,0.032228,0.095809,0.088006,0.058755,0.020274,0.066169,0.047363,0.095000,0.043434,28385083
893501,0.082906, 0.281992, 0.054700, 0.002000,0.070061,0.089179,0.056966,0.017944,0.077722,0.130788,0.059603,0.008088,0.075834,0.161372,0.038134,0.002000,28442062
894001,0.110462, 0.002000, 0.181340, 0.008040,0.073067,0.067351,0.071391,0.029764,0.091656,0.085483,0.078570,0.018186,0.091065,0.061616,0.125196,0.042576,28486714
894501,0.102811, 0.048917, 0.002000, 0.002000,0.113726,0.062544,0.067297,0.037959,0.172569,0.090226,0.059124,0.022155,0.163136,0.060696,0.033710,0.002000,28431577
895001,0.002000, 0.002085, 0.183291, 0.002000,0.079425,0.064304,0.058265,0.027185,0.091676,0.054962,0.062817,0.012234,0.026478,0.041283,0.105725,0.002000,28528869
895501,0.084140, 0.002000, 0.035850, 0.034525,0.087927,0.065041,0.057147,0.020955,0.119897,0.077194,0.066793,0.012169,0.099494,0.024740,0.052736,0.016863,28415332
896001,0.039415, 0.038475, 0.043200, 0.002000,0.106328,0.044969,0.048291,0.020913,0.149969,0.046330,0.051462,0.011525,0.098271,0.050268,0.070070,0.005112,28525758
896501,0.002000, 0.040641, 0.002000, 0.002000,0.082426,0.075651,0.089332,0.028271,0.085410,0.078276,0.098737,0.016797,0.121574,0.085668,0.075784,0.033921,28473846
897001,0.105017, 0.002000, 0.132680, 0.002000,0.109648,0.080676,0.072217,0.030622,0.153044,0.073492,0.094222,0.011904,0.096126,0.041843,0.130548,0.002000,28423587
897501,0.119542, 0.124796, 0.035752, 0.002000,0.086010,0.077001,0.058451,0.024222,0.091468,0.101602,0.065422,0.015360,0.111307,0.119225,0.057434,0.021544,28509470
898001,0.055664, 0.002000, 0.129091, 0.054977,0.093274,0.087570,0.065764,0.030573,0.094356,0.082023,0.076298,0.019429,0.052660,0.002647,0.100731,0.050405,28486591
898501,0.303957, 0.093204, 0.131505, 0.002000,0.098388,0.078310,0.082425,0.018458,0.140760,0.077597,0.079796,0.011113,0.261776,0.032401,0.125360,0.002000,28525904
899001,0.091354, 0.113275, 0.063926, 0.002000,0.078460,0.064560,0.073869,0.016698,0.085006,0.075163,0.085285,0.009474,0.039835,0.122698,0.089375,0.002000,28441905
899501,0.196824, 0.061123, 0.002000, 0.002000,0.069941,0.074521,0.080929,0.013794,0.096473,0.077011,0.121556,0.008958,0.164681,0.056998,0.090236,0.010267,28450083
900001,0.166766, 0.032275, 0.002000, 0.002995,0.076651,0.086940,0.066205,0.019387,0.130585,0.104583,0.080326,0.011525,0.109914,0.080497,0.060304,0.002332,28360933
900501,0.056511, 0.200099, 0.088244, 0.002000,0.085530,0.064942,0.089594,0.029458,0.118316,0.064372,0.100284,0.013675,0.116944,0.123796,0.061770,0.002000,28406971
901001,0.002000, 0.071555, 0.110845, 0.002000,0.075527,0.066142,0.101108,0.040803,0.083107,0.080368,0.120845,0.019371,0.116786,0.122847,0.111809,0.002519,28364737
901501,0.002000, 0.002000, 0.049901, 0.002000,0.075041,0.056241,0.071508,0.006501,0.068188,0.048108,0.088369,0.004442,0.034932,0.012903,0.072208,0.002802,28538826
902001,0.067161, 0.002000, 0.109839, 0.002000,0.079646,0.060691,0.079998,0.037349,0.093369,0.062375,0.071449,0.017973,0.059051,0.018517,0.064338,0.002000,28576681
902501,0.028899, 0.123679, 0.012330, 0.002000,0.074652,0.068295,0.098153,0.022655,0.075016,0.069951,0.115034,0.014151,0.010966,0.063094,0.158197,0.002000,28395370
903001,0.068917, 0.002000, 0.002000, 0.002000,0.055273,0.035717,0.056289,0.027480,0.062299,0.035100,0.054829,0.013701,0.131115,0.062665,0.098596,0.016463,28479671
903501,0.165948, 0.073267, 0.002000, 0.036089,0.086058,0.077875,0.088828,0.029364,0.091218,0.069636,0.114453,0.019896,0.056649,0.090748,0.146587,0.037819,28486309
904001,0.159884, 0.002000, 0.108497, 0.099464,0.070106,0.087071,0.060903,0.031319,0.165854,0.109057,0.065163,0.015695,0.192352,0.050207,0.095853,0.040462,28554908
904501,0.003534, 0.002000, 0.137317, 0.002000,0.079481,0.059738,0.071129,0.028031,0.092884,0.047047,0.086863,0.014875,0.132696,0.082631,0.136136,0.030986,28510393
905001,0.008063, 0.119462, 0.285261, 0.002000,0.089896,0.056423,0.077217,0.007663,0.084917,0.124200,0.071754,0.005095,0.070691,0.119494,0.132599,0.002000,28381376
905501,0.156405, 0.195344, 0.085152, 0.002000,0.083164,0.054911,0.066372,0.035540,0.092576,0.067123,0.070116,0.018772,0.087740,0.074361,0.069110,0.002000,28431999
906001,0.002000, 0.074854, 0.002000, 0.002000,0.102173,0.050935,0.060901,0.033226,0.118528,0.071690,0.068043,0.022747,0.098163,0.076218,0.029005,0.021357,28469275
906501,0.164773, 0.002000, 0.174506, 0.002000,0.068908,0.057928,0.057921,0.021140,0.078547,0.046978,0.065604,0.009257,0.112954,0.015264,0.078995,0.002000,28418377
907001,0.002000, 0.002000, 0.012811, 0.002000,0.070194,0.059860,0.061441,0.024267,0.068760,0.075291,0.066345,0.010039,0.006176,0.077430,0.017906,0.002000,28420875
907501,0.092637, 0.079066, 0.150281, 0.002000,0.100437,0.073850,0.087803,0.025348,0.157770,0.075368,0.144860,0.013406,0.126852,0.075036,0.143484,0.002000,28469902
908001,0.017985, 0.036058, 0.036401, 0.002000,0.069815,0.067099,0.060050,0.038694,0.069256,0.060617,0.062122,0.018538,0.033232,0.044831,0.019348,0.002000,28421737
908501,0.099355, 0.002000, 0.114352, 0.002000,0.075445,0.060762,0.057040,0.029366,0.095643,0.083176,0.068353,0.015295,0.073741,0.041288,0.089493,0.005939,28373077
909001,0.053292, 0.169706, 0.002000, 0.002000,0.078769,0.060887,0.057366,0.021933,0.106900,0.077062,0.061899,0.011861,0.102578,0.068200,0.045378,0.007523,28411784
909501,0.150814, 0.125070, 0.176929, 0.002000,0.078433,0.088772,0.069370,0.020208,0.101543,0.073727,0.094882,0.012635,0.093137,0.058850,0.107786,0.017436,28480479
910001,0.110578, 0.047039, 0.006480, 0.017999,0.086896,0.100612,0.078092,0.015351,0.137556,0.075881,0.091583,0.007044,0.082966,0.090854,0.096116,0.007333,28396150
910501,0.019529, 0.024741, 0.063035, 0.002000,0.075883,0.077852,0.061901,0.025336,0.095203,0.107002,0.053301,0.011833,0.054790,0.091109,0.070095,0.002000,28521414
911001,0.036650, 0.089447, 0.037409, 0.049741,0.071568,0.057446,0.053179,0.019712,0.069226,0.061296,0.078332,0.013471,0.013550,0.105518,0.054649,0.035269,28419048
911501,0.002000, 0.077426, 0.002000, 0.008945,0.077528,0.071335,0.062633,0.025056,0.083262,0.086845,0.057699,0.012521,0.010352,0.055302,0.020103,0.045143,28455630
912001,0.143849, 0.011541, 0.069578, 0.002000,0.093478,0.059245,0.051680,0.011855,0.109716,0.079197,0.055722,0.006571,0.125686,0.051888,0.025698,0.003968,28443074
