Generation, BPA-R, BPA-S, BPA-T, BPA-P, WPA-R, WPA-S, WPA-T, WPA-P, AA-R, AA-S, AA-T, AA-P
9850,0.991364, 0.113106, 0.010529, 0.045185,0.678681, 0.981851, 0.085802, 0.738105,0.909721,0.153805,0.126016,0.124477
9900,0.991930, 0.027360, 0.059481, 0.013993,0.089291, 0.965298, 0.916355, 0.965871,0.908519,0.160408,0.099853,0.083871
9950,0.992064, 0.066024, 0.014532, 0.022000,0.100311, 0.528087, 0.738679, 0.974658,0.890879,0.135321,0.106896,0.099649
10000,0.988297, 0.125506, 0.011873, 0.019771,0.035754, 0.992062, 0.934540, 0.936263,0.882395,0.194322,0.104600,0.144479
10050,0.991925, 0.045055, 0.007816, 0.021170,0.697956, 0.985595, 0.977236, 0.641855,0.906264,0.183109,0.136155,0.133739
10100,0.986712, 0.026975, 0.010043, 0.014714,0.112323, 0.968540, 0.942291, 0.984877,0.875970,0.199541,0.108428,0.114806
10150,0.991312, 0.016608, 0.007474, 0.009440,0.115226, 0.990319, 0.830394, 0.823728,0.897843,0.195484,0.122810,0.130590
10200,0.987800, 0.065505, 0.018979, 0.007432,0.079220, 0.982134, 0.769562, 0.952708,0.927737,0.158768,0.113449,0.127180
10250,0.991312, 0.016608, 0.007474, 0.009440,0.094219, 0.969483, 0.975394, 0.922598,0.868626,0.159814,0.117452,0.147570
10300,0.992239, 0.019221, 0.007242, 0.014717,0.227702, 0.890036, 0.989448, 0.983407,0.897436,0.168055,0.119707,0.087148
10350,0.992748, 0.014748, 0.008665, 0.008962,0.256495, 0.992141, 0.367900, 0.706569,0.891570,0.154455,0.103327,0.099809
10400,0.991320, 0.012255, 0.009445, 0.016424,0.396470, 0.985699, 0.972783, 0.889218,0.898901,0.158809,0.097033,0.082567
10450,0.992064, 0.066024, 0.014532, 0.022000,0.499137, 0.988218, 0.980824, 0.896554,0.892623,0.185295,0.122713,0.110532
10500,0.992129, 0.055087, 0.011423, 0.008667,0.160254, 0.976142, 0.805446, 0.246069,0.928231,0.166949,0.123919,0.068667
10550,0.991573, 0.035076, 0.007553, 0.017085,0.017188, 0.980058, 0.937273, 0.991945,0.898374,0.166329,0.125517,0.140514
10600,0.991342, 0.115173, 0.008024, 0.027627,0.025670, 0.940253, 0.730047, 0.859343,0.887091,0.134811,0.111926,0.089151
10650,0.992391, 0.028397, 0.020537, 0.007189,0.641730, 0.944414, 0.974338, 0.580930,0.878174,0.173535,0.132311,0.092177
10700,0.992050, 0.083062, 0.007734, 0.009202,0.148443, 0.978362, 0.877737, 0.982500,0.889954,0.178237,0.109008,0.113253
10750,0.992239, 0.019221, 0.007242, 0.014717,0.145005, 0.645531, 0.985090, 0.648176,0.909776,0.161485,0.132758,0.132824
10800,0.992129, 0.055087, 0.011423, 0.008667,0.322017, 0.942648, 0.392201, 0.888971,0.885763,0.149058,0.122656,0.120884
10850,0.992883, 0.041555, 0.022874, 0.008130,0.118988, 0.964973, 0.977232, 0.979113,0.864743,0.150103,0.122246,0.125259
10900,0.991739, 0.008011, 0.038323, 0.013047,0.041320, 0.988978, 0.721350, 0.991528,0.881543,0.159458,0.142056,0.148277
10950,0.991883, 0.007142, 0.019795, 0.009615,0.029188, 0.900275, 0.969085, 0.985280,0.869466,0.124315,0.126111,0.102269
11000,0.991312, 0.016608, 0.007474, 0.009440,0.265237, 0.944609, 0.784359, 0.975758,0.896554,0.193538,0.111109,0.150605
11050,0.991312, 0.016608, 0.007474, 0.009440,0.235229, 0.966752, 0.026446, 0.976004,0.925488,0.174084,0.104229,0.102154
11100,0.992515, 0.089915, 0.008363, 0.008145,0.266116, 0.870250, 0.425650, 0.972107,0.919156,0.150493,0.091016,0.109373
11150,0.991153, 0.015900, 0.009502, 0.010542,0.056068, 0.985970, 0.602371, 0.944053,0.875897,0.161609,0.143007,0.103188
11200,0.991153, 0.015900, 0.009502, 0.010542,0.400291, 0.950971, 0.947863, 0.745846,0.875706,0.188955,0.088309,0.115048
11250,0.992748, 0.014748, 0.008665, 0.008962,0.443403, 0.988440, 0.962701, 0.938350,0.896977,0.168458,0.138379,0.152718
11300,0.993015, 0.013470, 0.019200, 0.010474,0.012694, 0.974900, 0.944817, 0.976159,0.895398,0.176653,0.118350,0.124489
11350,0.992748, 0.014748, 0.008665, 0.008962,0.608218, 0.992768, 0.009579, 0.986739,0.930120,0.177698,0.091403,0.120688
11400,0.992748, 0.014748, 0.008665, 0.008962,0.072702, 0.987706, 0.646561, 0.972186,0.919180,0.139761,0.134199,0.120079
11450,0.991573, 0.035076, 0.007553, 0.017085,0.291861, 0.901182, 0.109779, 0.834784,0.907705,0.166242,0.096156,0.104863
11500,0.986712, 0.026975, 0.010043, 0.014714,0.075990, 0.985506, 0.026857, 0.984971,0.883065,0.144941,0.108541,0.136877
11550,0.992827, 0.011616, 0.011701, 0.035341,0.329469, 0.989669, 0.442619, 0.993041,0.878274,0.156605,0.117838,0.137011
11600,0.991383, 0.007822, 0.008106, 0.040427,0.401950, 0.989921, 0.159670, 0.992759,0.913206,0.174518,0.095022,0.115212
11650,0.992050, 0.083062, 0.007734, 0.009202,0.059354, 0.966525, 0.911801, 0.978428,0.916834,0.171005,0.122005,0.139979
11700,0.992827, 0.011616, 0.011701, 0.035341,0.064887, 0.980661, 0.163582, 0.788286,0.912599,0.188447,0.109624,0.126809
11750,0.993015, 0.013470, 0.019200, 0.010474,0.046413, 0.990658, 0.550495, 0.089047,0.929938,0.179548,0.095339,0.133177
11800,0.992064, 0.066024, 0.014532, 0.022000,0.140065, 0.941027, 0.991103, 0.755199,0.888454,0.162345,0.161150,0.085233
11850,0.991573, 0.035076, 0.007553, 0.017085,0.092031, 0.946793, 0.875463, 0.992522,0.873817,0.163595,0.099139,0.127282
11900,0.991364, 0.113106, 0.010529, 0.045185,0.080201, 0.981697, 0.976088, 0.518320,0.922102,0.166709,0.127533,0.100250
11950,0.992382, 0.164280, 0.007199, 0.009725,0.137915, 0.993057, 0.871793, 0.986715,0.915930,0.170104,0.122182,0.131724
12000,0.991925, 0.045055, 0.007816, 0.021170,0.087442, 0.987538, 0.956730, 0.935043,0.898245,0.165674,0.144822,0.142557
12050,0.989788, 0.006880, 0.014684, 0.020459,0.641059, 0.987444, 0.987727, 0.983912,0.881816,0.158530,0.119863,0.110809
12100,0.992129, 0.055087, 0.011423, 0.008667,0.312739, 0.882271, 0.695504, 0.644719,0.913415,0.142220,0.114280,0.099824
12150,0.992129, 0.055087, 0.011423, 0.008667,0.905495, 0.968719, 0.520319, 0.959475,0.919068,0.153802,0.092997,0.119060
12200,0.992515, 0.089915, 0.008363, 0.008145,0.008822, 0.947284, 0.307964, 0.959665,0.907241,0.153071,0.135924,0.126263
12250,0.987485, 0.025227, 0.008186, 0.007542,0.012695, 0.975965, 0.521593, 0.868675,0.885384,0.141794,0.125937,0.122239
12300,0.991925, 0.045055, 0.007816, 0.021170,0.010615, 0.893262, 0.933490, 0.803659,0.869025,0.148345,0.165431,0.119377
12350,0.990428, 0.008953, 0.010163, 0.007521,0.402849, 0.991552, 0.963204, 0.908778,0.887030,0.196805,0.089637,0.128145
12400,0.991153, 0.015900, 0.009502, 0.010542,0.318980, 0.992169, 0.953354, 0.191453,0.895357,0.196961,0.126321,0.121114
12450,0.990428, 0.008953, 0.010163, 0.007521,0.171337, 0.970561, 0.057068, 0.973718,0.880658,0.162221,0.137567,0.118709
12500,0.992166, 0.017954, 0.028670, 0.009145,0.257413, 0.993269, 0.427366, 0.392906,0.881548,0.152473,0.128676,0.100315
12550,0.988399, 0.014116, 0.008907, 0.007024,0.192551, 0.987548, 0.886756, 0.158434,0.881573,0.136173,0.080963,0.124578
12600,0.987800, 0.065505, 0.018979, 0.007432,0.265736, 0.978452, 0.121466, 0.906705,0.900897,0.179967,0.129315,0.080654
12650,0.992129, 0.055087, 0.011423, 0.008667,0.014944, 0.989080, 0.990682, 0.987727,0.893044,0.153680,0.092093,0.114754
12700,0.992748, 0.014748, 0.008665, 0.008962,0.096333, 0.983822, 0.399885, 0.829271,0.873880,0.171488,0.099903,0.119547
12750,0.990660, 0.162403, 0.010229, 0.010636,0.185472, 0.991179, 0.275974, 0.161061,0.901758,0.159592,0.108600,0.085773
12800,0.990660, 0.162403, 0.010229, 0.010636,0.012721, 0.978148, 0.983037, 0.264086,0.873066,0.151790,0.131349,0.147942
12850,0.988262, 0.187406, 0.007295, 0.021032,0.042421, 0.975329, 0.053939, 0.947777,0.886805,0.159276,0.104523,0.122864
12900,0.991153, 0.015900, 0.009502, 0.010542,0.159317, 0.990962, 0.957381, 0.988412,0.891893,0.163910,0.119021,0.105899
12950,0.991925, 0.045055, 0.007816, 0.021170,0.054100, 0.873513, 0.060106, 0.993225,0.889699,0.144946,0.122040,0.118396
13000,0.993149, 0.027292, 0.025347, 0.021144,0.013258, 0.979110, 0.072432, 0.532692,0.915548,0.151921,0.104251,0.107161
13050,0.990428, 0.008953, 0.010163, 0.007521,0.358309, 0.991694, 0.947276, 0.984031,0.889880,0.132351,0.110632,0.126419
13100,0.991416, 0.177870, 0.016787, 0.020791,0.099365, 0.981008, 0.986459, 0.991363,0.894515,0.148576,0.139939,0.108225
13150,0.992643, 0.079674, 0.017194, 0.011940,0.064173, 0.952887, 0.785072, 0.930868,0.894810,0.168689,0.142119,0.085694
13200,0.992758, 0.108588, 0.009251, 0.031950,0.018493, 0.987390, 0.991712, 0.957713,0.877484,0.167334,0.142952,0.094418
13250,0.991537, 0.030564, 0.020009, 0.011743,0.395524, 0.884779, 0.253050, 0.989992,0.861374,0.134009,0.121355,0.130697
13300,0.992239, 0.019221, 0.007242, 0.014717,0.079957, 0.917038, 0.127091, 0.800300,0.908755,0.158819,0.125904,0.110973
13350,0.990428, 0.008953, 0.010163, 0.007521,0.056553, 0.981899, 0.294058, 0.945471,0.872761,0.143287,0.112002,0.114797
13400,0.992486, 0.016498, 0.011053, 0.036683,0.475418, 0.974435, 0.954459, 0.930783,0.889193,0.166416,0.113692,0.116797
13450,0.992945, 0.041745, 0.044334, 0.008474,0.010299, 0.991480, 0.933672, 0.985371,0.896711,0.150571,0.136330,0.149240
13500,0.992129, 0.055087, 0.011423, 0.008667,0.056258, 0.849445, 0.991262, 0.798940,0.913248,0.161163,0.091440,0.122108
13550,0.991416, 0.177870, 0.016787, 0.020791,0.349062, 0.971668, 0.177890, 0.488945,0.873199,0.152704,0.121410,0.136837
13600,0.991441, 0.032851, 0.015617, 0.010696,0.011682, 0.991103, 0.055819, 0.985711,0.884497,0.141360,0.105095,0.118392
13650,0.992239, 0.019221, 0.007242, 0.014717,0.145551, 0.882184, 0.082239, 0.989699,0.913236,0.154617,0.104238,0.123956
13700,0.990428, 0.008953, 0.010163, 0.007521,0.022256, 0.946014, 0.038479, 0.558030,0.936829,0.169001,0.075080,0.113409
13750,0.988399, 0.014116, 0.008907, 0.007024,0.023377, 0.958497, 0.209804, 0.781174,0.905431,0.134326,0.133521,0.132326
13800,0.992239, 0.019221, 0.007242, 0.014717,0.153543, 0.992963, 0.978466, 0.977092,0.870237,0.191206,0.119842,0.129932
13850,0.992515, 0.089915, 0.008363, 0.008145,0.036352, 0.947542, 0.962468, 0.856002,0.852695,0.139585,0.158562,0.112747
13900,0.991441, 0.032851, 0.015617, 0.010696,0.007157, 0.969762, 0.984874, 0.991330,0.877076,0.166925,0.095266,0.129685
13950,0.991955, 0.010462, 0.006700, 0.010973,0.516035, 0.990580, 0.949834, 0.057016,0.902443,0.147215,0.133609,0.109933
14000,0.991441, 0.032851, 0.015617, 0.010696,0.010758, 0.987289, 0.981329, 0.993097,0.872561,0.176969,0.154753,0.137904
14050,0.991592, 0.024432, 0.022030, 0.009775,0.223651, 0.963674, 0.353398, 0.990018,0.891209,0.159807,0.120458,0.103692
14100,0.992239, 0.019221, 0.007242, 0.014717,0.150045, 0.989391, 0.937930, 0.918910,0.877389,0.147810,0.094477,0.102785
14150,0.991592, 0.024432, 0.022030, 0.009775,0.410657, 0.933542, 0.845633, 0.984074,0.875350,0.149587,0.102618,0.109615
14200,0.992382, 0.164280, 0.007199, 0.009725,0.013753, 0.976068, 0.545475, 0.863715,0.917857,0.177808,0.151439,0.112440
14250,0.991955, 0.010462, 0.006700, 0.010973,0.084349, 0.970855, 0.989105, 0.856381,0.857489,0.164905,0.100200,0.129485
14300,0.991955, 0.010462, 0.006700, 0.010973,0.274315, 0.989355, 0.957162, 0.968847,0.878639,0.178631,0.123730,0.122966
14350,0.993015, 0.013470, 0.019200, 0.010474,0.201730, 0.993168, 0.952961, 0.920828,0.878808,0.200089,0.121265,0.118892
14400,0.990663, 0.047749, 0.006884, 0.006924,0.619379, 0.974465, 0.912997, 0.611792,0.925218,0.180940,0.159249,0.118745
14450,0.993163, 0.035700, 0.024828, 0.010989,0.048221, 0.946974, 0.923506, 0.565406,0.900374,0.156086,0.120552,0.122016
14500,0.990177, 0.025960, 0.019517, 0.014537,0.584975, 0.958520, 0.967720, 0.978195,0.898216,0.174083,0.094642,0.131613
14550,0.989981, 0.028408, 0.022968, 0.021295,0.644400, 0.989133, 0.988889, 0.868365,0.895483,0.140425,0.146140,0.103242
14600,0.991592, 0.024432, 0.022030, 0.009775,0.194183, 0.985744, 0.965729, 0.916701,0.903930,0.167019,0.053118,0.119859
14650,0.993106, 0.018746, 0.023727, 0.020707,0.556846, 0.722142, 0.940868, 0.985149,0.921108,0.137114,0.096445,0.096236
14700,0.991312, 0.016608, 0.007474, 0.009440,0.641969, 0.990350, 0.009489, 0.991563,0.880624,0.147567,0.068845,0.135775
14750,0.992166, 0.017954, 0.028670, 0.009145,0.049241, 0.885218, 0.956863, 0.883175,0.909199,0.192728,0.109715,0.144104
14800,0.993217, 0.128229, 0.013660, 0.027702,0.329705, 0.965733, 0.846314, 0.991932,0.864794,0.167817,0.133182,0.114019
14850,0.992300, 0.012501, 0.016931, 0.014974,0.011625, 0.992572, 0.988679, 0.982050,0.871575,0.167173,0.114436,0.111810
14900,0.991883, 0.007142, 0.019795, 0.009615,0.258747, 0.981644, 0.244662, 0.898206,0.913541,0.180294,0.129832,0.117210
14950,0.991441, 0.032851, 0.015617, 0.010696,0.492371, 0.992160, 0.983221, 0.986005,0.903637,0.134791,0.094635,0.116025
15000,0.991153, 0.015900, 0.009502, 0.010542,0.490978, 0.835022, 0.138587, 0.879933,0.912510,0.149891,0.123755,0.107990
15050,0.992515, 0.089915, 0.008363, 0.008145,0.031992, 0.967006, 0.927151, 0.432095,0.881548,0.137037,0.091505,0.114485
15100,0.992883, 0.041555, 0.022874, 0.008130,0.028306, 0.895939, 0.853121, 0.040224,0.929568,0.127552,0.097429,0.114077
15150,0.992129, 0.055087, 0.011423, 0.008667,0.208808, 0.968796, 0.083143, 0.980764,0.911286,0.147475,0.096551,0.110699
15200,0.988399, 0.014116, 0.008907, 0.007024,0.775156, 0.993066, 0.951343, 0.966213,0.920459,0.147391,0.107936,0.105341
15250,0.992239, 0.019221, 0.007242, 0.014717,0.259882, 0.942101, 0.333091, 0.895236,0.889217,0.164491,0.092060,0.153060
15300,0.991955, 0.010462, 0.006700, 0.010973,0.322300, 0.928536, 0.779654, 0.961189,0.882274,0.152921,0.135705,0.115017
15350,0.992883, 0.041555, 0.022874, 0.008130,0.344126, 0.976456, 0.979962, 0.944352,0.852357,0.169615,0.100084,0.084959
15400,0.992515, 0.089915, 0.008363, 0.008145,0.679286, 0.978169, 0.350444, 0.520337,0.897786,0.157458,0.099526,0.088440
15450,0.991519, 0.123801, 0.032329, 0.006996,0.020351, 0.987703, 0.537523, 0.661573,0.873628,0.131935,0.108196,0.096734
15500,0.993163, 0.035700, 0.024828, 0.010989,0.043857, 0.980881, 0.085451, 0.965277,0.882487,0.164228,0.101403,0.140394
15550,0.992382, 0.164280, 0.007199, 0.009725,0.087358, 0.951547, 0.894918, 0.985854,0.878594,0.178525,0.146855,0.113591
15600,0.991312, 0.016608, 0.007474, 0.009440,0.713725, 0.977220, 0.981941, 0.060680,0.907446,0.156717,0.126503,0.111425
15650,0.992064, 0.066024, 0.014532, 0.022000,0.544350, 0.982705, 0.933567, 0.945488,0.909521,0.177264,0.113616,0.100913
15700,0.993163, 0.035700, 0.024828, 0.010989,0.147032, 0.967975, 0.966067, 0.985735,0.858982,0.145344,0.130653,0.115060
15750,0.991320, 0.012255, 0.009445, 0.016424,0.157659, 0.989261, 0.988206, 0.984937,0.869542,0.187295,0.141136,0.094918
15800,0.987485, 0.025227, 0.008186, 0.007542,0.430427, 0.935631, 0.989465, 0.769983,0.855494,0.158016,0.116015,0.144504
15850,0.993217, 0.128229, 0.013660, 0.027702,0.281385, 0.980166, 0.986037, 0.031219,0.885303,0.134210,0.137780,0.124753
15900,0.992883, 0.041555, 0.022874, 0.008130,0.522646, 0.674274, 0.212116, 0.992313,0.883445,0.141658,0.106212,0.133243
15950,0.991291, 0.027745, 0.012489, 0.018092,0.575963, 0.985382, 0.827876, 0.942581,0.901381,0.192787,0.132802,0.071592
16000,0.989872, 0.056260, 0.023075, 0.014430,0.118141, 0.946618, 0.818352, 0.926690,0.894977,0.177886,0.092247,0.128782
16050,0.992883, 0.041555, 0.022874, 0.008130,0.589561, 0.983491, 0.982724, 0.984662,0.875490,0.169306,0.084508,0.154804
16100,0.990564, 0.014203, 0.007050, 0.016960,0.073566, 0.986268, 0.876355, 0.685598,0.896656,0.156972,0.134245,0.116718
16150,0.992129, 0.055087, 0.011423, 0.008667,0.017052, 0.991279, 0.385920, 0.980717,0.879671,0.154120,0.143948,0.114210
16200,0.992515, 0.089915, 0.008363, 0.008145,0.731746, 0.916694, 0.791360, 0.990195,0.911767,0.146598,0.097904,0.091057
16250,0.990416, 0.040703, 0.019789, 0.012594,0.018858, 0.962005, 0.920702, 0.849157,0.894465,0.194007,0.115967,0.114983
16300,0.992018, 0.012260, 0.015496, 0.020061,0.049426, 0.569286, 0.167737, 0.917519,0.853997,0.129961,0.116331,0.105892
16350,1.052217, 0.075104, 0.002000, 0.004629,0.687532, 0.982435, 0.730577, 0.867625,0.926657,0.162967,0.126671,0.099157
16400,0.992391, 0.028397, 0.020537, 0.007189,0.008055, 0.988130, 0.974664, 0.843867,0.922067,0.149849,0.139977,0.125989
16450,0.991312, 0.016608, 0.007474, 0.009440,0.020657, 0.954071, 0.960411, 0.949833,0.911772,0.166899,0.117062,0.109821
16500,0.992515, 0.089915, 0.008363, 0.008145,0.009867, 0.986108, 0.870082, 0.973435,0.891243,0.161356,0.154400,0.114831
16550,0.989443, 0.024055, 0.006994, 0.013567,0.014042, 0.933571, 0.899356, 0.948776,0.892243,0.182393,0.095792,0.137756
16600,0.992748, 0.014748, 0.008665, 0.008962,0.113881, 0.984562, 0.990721, 0.932591,0.887858,0.161693,0.146192,0.092431
16650,0.991441, 0.032851, 0.015617, 0.010696,0.083183, 0.987253, 0.144784, 0.981579,0.901862,0.178648,0.132796,0.120370
16700,0.992239, 0.019221, 0.007242, 0.014717,0.329194, 0.953166, 0.629117, 0.992214,0.892208,0.142387,0.088877,0.118096
16750,0.988399, 0.014116, 0.008907, 0.007024,0.705095, 0.956184, 0.924245, 0.968192,0.886943,0.167152,0.145897,0.133952
16800,0.991955, 0.010462, 0.006700, 0.010973,0.731141, 0.958114, 0.934313, 0.567470,0.883801,0.123845,0.133596,0.082200
16850,0.991801, 0.009536, 0.011117, 0.020899,0.015417, 0.992723, 0.599198, 0.794739,0.865480,0.130340,0.106806,0.114196
16900,0.991519, 0.123801, 0.032329, 0.006996,0.013124, 0.966186, 0.992634, 0.109204,0.911811,0.136198,0.120085,0.096884
16950,0.991592, 0.024432, 0.022030, 0.009775,0.213687, 0.855482, 0.963194, 0.958342,0.891890,0.156845,0.126976,0.125048
17000,0.991801, 0.009536, 0.011117, 0.020899,0.419951, 0.914273, 0.445489, 0.460510,0.932709,0.154349,0.121292,0.127398
17050,0.991320, 0.012255, 0.009445, 0.016424,0.090359, 0.984262, 0.036442, 0.436404,0.878434,0.120559,0.113851,0.101131
17100,0.990171, 0.007739, 0.007496, 0.007466,0.520190, 0.992828, 0.919053, 0.687073,0.903722,0.143694,0.106288,0.136094
17150,0.992257, 0.009122, 0.016467, 0.038021,0.148048, 0.957107, 0.783803, 0.977287,0.895864,0.153960,0.121277,0.136725
17200,0.991955, 0.010462, 0.006700, 0.010973,0.422684, 0.729454, 0.920960, 0.955997,0.908142,0.143476,0.156765,0.122225
17250,0.991153, 0.015900, 0.009502, 0.010542,0.299406, 0.963350, 0.782817, 0.904085,0.885042,0.147942,0.127965,0.094471
17300,0.992129, 0.055087, 0.011423, 0.008667,0.010596, 0.992289, 0.660283, 0.958358,0.871484,0.171901,0.123625,0.116631
17350,0.992391, 0.028397, 0.020537, 0.007189,0.323539, 0.975284, 0.992382, 0.743838,0.896060,0.149917,0.084866,0.120950
17400,0.988399, 0.014116, 0.008907, 0.007024,0.529754, 0.968898, 0.104989, 0.981128,0.882833,0.166706,0.096625,0.112176
17450,0.993163, 0.035700, 0.024828, 0.010989,0.420665, 0.977135, 0.216420, 0.813595,0.876004,0.145569,0.102605,0.136043
17500,0.992521, 0.063399, 0.027050, 0.032868,0.292034, 0.879115, 0.959000, 0.993207,0.865517,0.142357,0.120983,0.112141
17550,0.991573, 0.035076, 0.007553, 0.017085,0.220059, 0.935447, 0.606043, 0.986491,0.923474,0.122335,0.126589,0.134255
17600,0.992241, 0.046530, 0.007584, 0.008910,0.829692, 0.937901, 0.022668, 0.765801,0.924252,0.148600,0.141117,0.125798
17650,0.991519, 0.123801, 0.032329, 0.006996,0.131948, 0.890722, 0.973701, 0.921543,0.893487,0.180539,0.120541,0.115293
17700,0.991153, 0.015900, 0.009502, 0.010542,0.034546, 0.986449, 0.701829, 0.893664,0.855674,0.169497,0.164459,0.097833
17750,0.992064, 0.066024, 0.014532, 0.022000,0.310088, 0.981880, 0.863953, 0.114684,0.909342,0.140047,0.112690,0.109352
17800,0.991012, 0.146527, 0.007281, 0.019940,0.032943, 0.980321, 0.721278, 0.940300,0.912092,0.153298,0.106105,0.129359
17850,0.992486, 0.016498, 0.011053, 0.036683,0.008772, 0.978923, 0.912507, 0.992433,0.908452,0.162357,0.096794,0.114666
17900,0.991055, 0.044040, 0.011187, 0.013542,0.471931, 0.992179, 0.226580, 0.500834,0.910679,0.132840,0.125761,0.113865
17950,0.991312, 0.016608, 0.007474, 0.009440,0.750504, 0.929170, 0.797423, 0.989635,0.919045,0.126581,0.114889,0.107885
18000,0.991573, 0.035076, 0.007553, 0.017085,0.224345, 0.891991, 0.157406, 0.915652,0.863715,0.127408,0.110001,0.123539
18050,0.991312, 0.016608, 0.007474, 0.009440,0.452600, 0.932365, 0.775170, 0.982165,0.874432,0.154907,0.080963,0.092014
18100,0.987485, 0.025227, 0.008186, 0.007542,0.391467, 0.915332, 0.986440, 0.895960,0.919520,0.153926,0.127500,0.108196
18150,0.990171, 0.007739, 0.007496, 0.007466,0.051315, 0.990366, 0.643173, 0.954175,0.868204,0.181839,0.125074,0.091460
18200,0.990359, 0.125619, 0.008934, 0.007439,0.765570, 0.992381, 0.985107, 0.878590,0.905427,0.164099,0.140528,0.092111
18250,0.990428, 0.008953, 0.010163, 0.007521,0.101905, 0.989306, 0.911346, 0.879728,0.916873,0.143040,0.120591,0.112719
18300,0.986712, 0.026975, 0.010043, 0.014714,0.008756, 0.938319, 0.831039, 0.951707,0.897635,0.172523,0.123420,0.139879
18350,0.991153, 0.015900, 0.009502, 0.010542,0.022739, 0.992164, 0.956322, 0.976550,0.906604,0.144186,0.117657,0.129647
18400,0.992748, 0.014748, 0.008665, 0.008962,0.210615, 0.988423, 0.951510, 0.237834,0.887660,0.176209,0.120682,0.114598
18450,0.992515, 0.089915, 0.008363, 0.008145,0.038556, 0.987597, 0.986562, 0.919992,0.888737,0.147043,0.132635,0.145652
18500,0.990663, 0.047749, 0.006884, 0.006924,0.052315, 0.993064, 0.643825, 0.993063,0.900199,0.128799,0.131276,0.113523
18550,0.992883, 0.041555, 0.022874, 0.008130,0.125165, 0.978221, 0.035036, 0.968499,0.905820,0.161390,0.090212,0.135094
18600,0.993219, 0.021328, 0.025670, 0.007147,0.197513, 0.864431, 0.635706, 0.952340,0.889282,0.146744,0.138734,0.118005
18650,0.990564, 0.014203, 0.007050, 0.016960,0.070450, 0.978148, 0.941214, 0.888694,0.877982,0.147222,0.120050,0.110278
18700,0.992241, 0.046530, 0.007584, 0.008910,0.017868, 0.984248, 0.066208, 0.932210,0.884154,0.127189,0.129010,0.106725
18750,0.990171, 0.007739, 0.007496, 0.007466,0.031545, 0.990877, 0.910852, 0.966005,0.866048,0.144946,0.128629,0.094425
18800,0.993015, 0.013470, 0.019200, 0.010474,0.082478, 0.990172, 0.988769, 0.878928,0.890591,0.129464,0.127402,0.133499
18850,0.992241, 0.046530, 0.007584, 0.008910,0.008960, 0.987134, 0.919044, 0.805854,0.880978,0.143792,0.105778,0.116497
18900,0.992382, 0.164280, 0.007199, 0.009725,0.011066, 0.975505, 0.187056, 0.544439,0.904931,0.124161,0.129480,0.100556
18950,0.991955, 0.010462, 0.006700, 0.010973,0.006795, 0.554973, 0.085404, 0.949692,0.903634,0.116695,0.109443,0.132783
19000,0.991883, 0.007142, 0.019795, 0.009615,0.131997, 0.942251, 0.877714, 0.875346,0.886720,0.134694,0.089266,0.146643
19050,0.991312, 0.016608, 0.007474, 0.009440,0.043478, 0.950338, 0.689329, 0.908317,0.894384,0.155043,0.121809,0.112308
19100,0.990988, 0.029154, 0.014482, 0.008085,0.522538, 0.949563, 0.983918, 0.993149,0.891821,0.132840,0.134199,0.146424
19150,0.990564, 0.014203, 0.007050, 0.016960,0.010317, 0.989753, 0.229354, 0.694579,0.876864,0.142335,0.119126,0.100078
19200,0.992748, 0.014748, 0.008665, 0.008962,0.009366, 0.989380, 0.667255, 0.989325,0.863834,0.159214,0.115933,0.099676
19250,0.992643, 0.079674, 0.017194, 0.011940,0.180593, 0.964375, 0.987559, 0.893633,0.903790,0.157463,0.128397,0.102958
19300,0.990171, 0.007739, 0.007496, 0.007466,0.434325, 0.985917, 0.906694, 0.836732,0.890616,0.154697,0.112696,0.094149
19350,0.992129, 0.055087, 0.011423, 0.008667,0.360176, 0.941744, 0.927454, 0.105897,0.896347,0.115451,0.117192,0.118743
19400,0.987636, 0.008561, 0.009522, 0.008375,0.639888, 0.937170, 0.370184, 0.993227,0.903138,0.162185,0.100973,0.107604
19450,0.992166, 0.017954, 0.028670, 0.009145,0.169376, 0.977615, 0.661069, 0.981402,0.890915,0.153089,0.118663,0.106163
19500,0.992748, 0.014748, 0.008665, 0.008962,0.063807, 0.990156, 0.825461, 0.986739,0.900448,0.162675,0.082032,0.121088
19550,0.992643, 0.079674, 0.017194, 0.011940,0.197590, 0.969757, 0.011849, 0.779446,0.913306,0.151165,0.107072,0.094453
19600,0.990988, 0.029154, 0.014482, 0.008085,0.041838, 0.978638, 0.870675, 0.942649,0.891549,0.131070,0.132953,0.146496
19650,0.991312, 0.016608, 0.007474, 0.009440,0.010559, 0.977579, 0.976516, 0.949909,0.907766,0.151661,0.136850,0.117008
19700,0.992697, 0.199593, 0.007170, 0.010028,0.023812, 0.972554, 0.017532, 0.929150,0.878438,0.152452,0.128082,0.128508
19750,0.991291, 0.027745, 0.012489, 0.018092,0.284452, 0.970315, 0.681940, 0.756852,0.847721,0.136765,0.129367,0.094699
19800,0.991312, 0.016608, 0.007474, 0.009440,0.272685, 0.891509, 0.991632, 0.992033,0.901421,0.156866,0.097233,0.098881
19850,0.990171, 0.007739, 0.007496, 0.007466,0.304076, 0.991114, 0.955419, 0.367799,0.913275,0.175666,0.101719,0.130415
