Generation, BPA-R, BPA-S, BPA-T, BPA-P, WPA-R, WPA-S, WPA-T, WPA-P, AA-R, AA-S, AA-T, AA-P
600,0.981700, 0.007522, 0.019480, 0.008911,0.061369, 0.912473, 0.649855, 0.913090,0.818737,0.230165,0.167379,0.160975
625,0.993191, 0.018110, 0.010202, 0.011976,0.895850, 0.992787, 0.959573, 0.547198,0.850496,0.231256,0.178180,0.164632
650,0.990888, 0.042226, 0.032617, 0.016254,0.321366, 0.983084, 0.866185, 0.946586,0.824841,0.251052,0.194043,0.179852
675,0.975617, 0.077958, 0.007852, 0.017291,0.007349, 0.986879, 0.548793, 0.972867,0.819919,0.234743,0.201861,0.116323
700,0.993191, 0.018110, 0.010202, 0.011976,0.581622, 0.951003, 0.411499, 0.889286,0.809143,0.212308,0.137064,0.204396
725,0.993191, 0.018110, 0.010202, 0.011976,0.651422, 0.981017, 0.847892, 0.985889,0.832713,0.246265,0.192446,0.168554
750,1.273762, 0.119006, 0.006095, 0.016473,0.381737, 0.956598, 0.495864, 0.976978,0.852449,0.232341,0.178409,0.179845
775,0.991544, 0.039960, 0.036412, 0.048755,0.161625, 0.991511, 0.921218, 0.940821,0.843934,0.237518,0.197300,0.157333
800,0.993017, 0.164853, 0.010306, 0.032326,0.013820, 0.993138, 0.992158, 0.992557,0.836521,0.220709,0.181531,0.168165
825,0.993161, 0.009041, 0.015832, 0.044318,0.021338, 0.988322, 0.982181, 0.767633,0.812380,0.259167,0.181371,0.189066
850,0.981755, 0.017471, 0.010575, 0.037185,0.214873, 0.987999, 0.992749, 0.967873,0.862162,0.243799,0.138319,0.203233
875,0.988456, 0.012121, 0.016696, 0.057812,0.573974, 0.973925, 0.340469, 0.864747,0.820201,0.230212,0.210938,0.175863
900,0.983853, 0.179485, 0.011316, 0.012657,0.182203, 0.987318, 0.967560, 0.949996,0.862894,0.226376,0.182549,0.186615
925,0.983853, 0.179485, 0.011316, 0.012657,0.278034, 0.984123, 0.991557, 0.977746,0.838899,0.259969,0.167178,0.173166
950,0.983853, 0.179485, 0.011316, 0.012657,0.380738, 0.944261, 0.506289, 0.988617,0.825802,0.230231,0.159401,0.185501
975,0.993191, 0.018110, 0.010202, 0.011976,0.257966, 0.979263, 0.825407, 0.173516,0.836222,0.257434,0.136006,0.152990
999,0.993191, 0.018110, 0.010202, 0.011976,0.014572, 0.991406, 0.643615, 0.883727,0.822723,0.212319,0.156700,0.173981
